Item ID,AegisName,English Name,Category,Required Level,Slots,Buy,Sell,Locations
5311,Large_Hibiscus,Large Hisbiscus,Headgear,0,1,20,,Head_Top
5084,Lazy_Raccoon,Lazy Smokie,Headgear,0,0,20,,Head_Top
5555,Leaf_Cat_Hat,Leaf Cat Hat,Headgear,0,0,20,,Head_Top
5419,Evolved_Leaf,Leaves Of Grass,Headgear,0,0,20,,Head_Low
5418,Soldier_Hat,Legionnaire Hat,Headgear,0,1,20,,Head_Top
19447,Leo_Crown_J,Leo Crown,Headgear,0,0,20,,Head_Top
19468,Libra_Diadem_J,Libra Diadem,Headgear,0,0,20,,Head_Top
5422,Linguistic_Book_Cap,Linguistic Book Hat,Headgear,0,0,20,,Head_Top
5013,Horn_Of_Lord_Kaho,Lord Kaho's Horn,Headgear,0,0,20,,Head_Top
5366,Hat_0f_King,Love Dad Bandana,Headgear,0,0,20,,Head_Top
5209,Yellow_Baseball_Cap,Love Dad Cap,Headgear,0,0,20,,Head_Top
18960,Love_Daddy_2013,Love Daddy 2013,Headgear,0,1,10,,Head_Top
5489,Love_Daddy,Love Daddy Hat,Headgear,0,0,20,,Head_Top
5803,Flower_Love_Hat,Love Flower Hat,Headgear,0,0,20,,Head_Top
5393,Valentine_Hat,Love Valentine's Hat,Headgear,0,0,20,,Head_Top
18546,Lover_In_Mouth,Lover In Mouth,Headgear,0,0,20,,Head_Low
18571,Lucky_Hat,Lucky Hat,Headgear,0,1,20,,Head_Top
18649,Lude_Mask,Lude Mask,Headgear,0,0,10,,"Head_Low, Head_Mid"
5392,Louyang_Cap,Luoyang NewYear Hat,Headgear,0,1,20,,Head_Top
5006,Machoman_Glasses,Machoman's Glasses,Headgear,0,0,36000,,Head_Mid
5027,Wizardry_Hat,Mage Hat,Headgear,0,0,20,,Head_Top
5561,Rabbit_Magic_Hat_J,Magic Rabbit Hat,Headgear,0,0,,,Head_Top
19179,Rabbit_Magic_Hat_,Magic Rabit Hat,Headgear,0,1,,,Head_Top
19241,Magical_Booster_K,Magical Booster,Headgear,0,1,,,Head_Mid
18594,Magni_Cap_,Magni Cap,Headgear,0,1,30000,,Head_Top
18749,Majoruros_Horn,Majoruros Horn,Headgear,0,1,20,,Head_Top
18537,Malangdo_Hat,Malangdo Hat,Headgear,0,1,20,,Head_Top
18833,Marin_Crown,Marin Crown,Headgear,0,1,20,,Head_Top
18888,Maroon_Bunny_Band,Maroon Bunny Band,Headgear,0,1,,,Head_Top
5275,Marvelous_Wig,Marvelous Wig,Headgear,0,0,20,,"Head_Mid, Head_Top"
5475,Cube_Mask,Mask Cube,Headgear,0,0,20,,"Head_Low, Head_Mid"
19132,Masquerade_,Masquerade,Headgear,0,1,20,,Head_Mid
19425,Master_Cat,Master's Head,Headgear,0,0,,,"Head_Low, Head_Mid"
18937,Memories_Of_Lovers,Memory of Lovers,Headgear,0,0,,,Head_Mid
410587,aegis_410587,Mermaid Headphones (Global Cooldown),Headgear,0,0,,,Head_Mid
410590,26_3_MidHat1_,Mermaid Headphones (Global Cooldown),Headgear,0,1,,,Head_Mid
410589,aegis_410589,Mermaid Headphones (MAXHP),Headgear,0,0,,,Head_Mid
410592,26_3_MidHat3_,Mermaid Headphones (MAXHP),Headgear,0,1,,,Head_Mid
410588,aegis_410588,Mermaid Headphones (Variable Casting),Headgear,0,0,,,Head_Mid
410591,26_3_MidHat2_,Mermaid Headphones (Variable Casting),Headgear,0,1,,,Head_Mid
5869,Mimic_Egg_Shell,Mimic Egg Shell,Headgear,0,0,10,,Head_Top
18591,Mini_Glasses_,Mini Glasses,Headgear,0,1,20,,Head_Mid
5226,Mini_Propeller_,Mini Propeller,Headgear,0,0,20,,Head_Top
18553,Mini_Tree,Mini Tree,Headgear,0,0,20,,Head_Top
18598,Mini_Tree_J,Mini Tree J,Headgear,0,1,20,,Head_Top
5323,Misstrance_Crown,Misstrance Crown,Headgear,0,0,20,,Head_Top
5073,Cap_Of_Concentration,Model Training Hat,Headgear,0,0,20,,Head_Top
2239,One_Eyed_Glass,Monocle,Headgear,0,0,10000,,Head_Mid
2238,Weird_Moustache,Moustache,Headgear,0,0,2,,Head_Low
19094,Mr_Smile_,Mr. Smile,Headgear,0,1,60,,"Head_Low, Head_Mid"
5167,Munak_Turban_,Munak Hat,Headgear,0,1,20,,"Head_Low, Head_Mid, Head_Top"
5354,Muslim_Hat_M,Muslim Hat M,Headgear,0,0,,,Head_Top
5117,Mistic_Rose,Mystic Rose,Headgear,0,0,20,,Head_Top
18583,Navy_Drooping_Kitty,Navy Drooping Kitty,Headgear,0,0,250000,,Head_Top
5099,Cat_Hat,Neko Mimi,Headgear,0,0,20,,Head_Top
18592,Nestea_Hat,Nestea Hat,Headgear,0,0,20,,Head_Top
19080,NettyHeart_BalloonGum,Nettie Heart Bubble Gum,Headgear,0,0,10,,Head_Low
5362,Ninja_Scroll,Ninja Scroll,Headgear,0,0,20,,Head_Low
420031,Mask_Of_Orochimaru_C,Ninja's Blue Mask,Headgear,0,0,,,Head_Low
5151,Headset_OST,Note Headphones,Headgear,0,1,20,,"Head_Mid, Head_Top"
5055,Novice_Egg_Cap,Novice False Eggshell,Headgear,0,0,1,,Head_Top
21205,Nut_Cracker,Nut Cracker,Headgear,0,0,,,"Head_Low, Head_Mid"
5554,Octopus_Hat,Octopus Hat,Headgear,0,0,20,,Head_Top
400011,Officer_Cap,Officer's Hat,Headgear,0,1,,,Head_Top
2281,Phantom_Of_Opera,Opera Masque,Headgear,0,0,20,,"Head_Low, Head_Mid"
18585,Orange_Bunny_Hairband,Orange Bunny Hairband,Headgear,0,1,20,,Head_Top
5196,Ribbon_Orange,Orange Ribbon,Headgear,0,0,800,,Head_Top
5157,Viking_Helm_,Orc Helm,Headgear,0,1,20,,Head_Top
5375,L_Orc_Hero_Helm,Orc Hero Headdress,Headgear,0,1,20,,"Head_Mid, Head_Top"
5370,Orchid_Hairband,Orchid Hairband,Headgear,0,0,20,,Head_Top
5004,Oxygen_Mask,Oxygen Mask,Headgear,0,0,20,,Head_Low
5468,Parade_Cap,Parade Hat,Headgear,0,1,20,,Head_Top
5023,Hat_Of_Bundle,Parcel Hat,Headgear,0,0,20,,Head_Top
5060,Party_Hat,Party Hat,Headgear,0,0,20,,Head_Top
5201,Party_Hat_B,Party Hat,Headgear,0,0,20,,Head_Top
5781,Persika,Persika,Headgear,0,1,20,,Head_Top
5347,Ph.D_Hat_,Ph.D Hat,Headgear,0,1,20,,Head_Top
5810,Ph.D_Hat_V,Ph.D Hat V,Headgear,0,0,20,,Head_Top
5271,Chinese_Crown_,Phoenix Crown,Headgear,0,1,20,,"Head_Mid, Head_Top"
5148,Phrygian_Cap,Phrygian Cap,Headgear,0,0,,,Head_Top
19098,Piamette_Hood,Piamette Hood,Headgear,0,1,,,Head_Top
19097,Ribbon_Piamat_K,Piamette Ribbon,Headgear,0,0,,,Head_Low
5871,Picky_Egg_Shell,Picky Egg Shell,Headgear,0,0,10,,Head_Top
5559,Piece_Of_White_Cloth_E,Piece Of White Cloth,Headgear,0,0,,,"Head_Mid, Head_Top"
400045,C_Pierced_Apple,Pierced Apple,Headgear,0,0,,,Head_Top
18798,Pink_Angel_Hairband,Pink Angel Hairband,Headgear,0,1,20,,Head_Top
5237,Pink_Fur_Hat,Pink Beanie,Headgear,0,0,20,,Head_Top
5232,Pink_Drooping_Kitty,Pink Drooping Cat,Headgear,0,0,250000,,Head_Top
5507,Pink_Pajamas_Hat,Pink Night Cap,Headgear,0,0,,,Head_Top
5194,Ribbon_Pink,Pink Ribbon,Headgear,0,0,800,,Head_Top
5458,Pinwheel_Cap,Pinwheel Hat,Headgear,0,0,20,,Head_Top
5350,Pirate_Bandana_,Pirate Bandana,Headgear,0,1,20,,Head_Top
5305,Pirate_Dagger,Pirate Dagger,Headgear,0,0,20,,Head_Low
5532,Pirate_Dagger_J,Pirate Dagger,Headgear,0,0,20,,Head_Low
5804,Pirate_Eyepatch,Pirate Eye Bandage,Headgear,0,0,1000,,Head_Mid
5499,Pizza_Hat,Pizza Hat,Headgear,0,0,20,,Head_Top
5806,Poem_Natalia_Hat,Poet Natalie's Hat,Headgear,0,0,20,,Head_Top
15823,Golden_Crown_J,Pollux Crown,Headgear,0,0,20,,Head_Top
5413,Popcorn_Hat,Pop Corn Hat,Headgear,0,0,20,,Head_Top
19382,Pop_Popcorn_Hat,Pop Popcorn Hat,Headgear,0,0,,,Head_Top
5487,J_Poringcake_Hat,Poring Cake Hat,Headgear,0,0,20,,Head_Top
5590,K_Poring_Cake_Cap,Poring Cake Hat,Headgear,0,0,20,,Head_Top
18802,Boss_Hat,Poring Fedora Hat,Headgear,0,0,20,,Head_Top
5318,Poring_Party_Hat,Poring Party Hat,Headgear,0,0,20,,Head_Top
5495,Power_Of_Thor,Power Of Thor,Headgear,0,1,20,,Head_Top
2293,Pretend_Murdered,Pretend Murdered,Headgear,0,0,20,,Head_Top
15824,Phoenix_Crown_J,Procyon Crown,Headgear,0,0,20,,Head_Top
18535,Pumpkin_Hat_2010,Pumpkin Hat 2010,Headgear,0,0,20,,Head_Top
5454,Dog_Cap_,Puppy Hat,Headgear,0,1,20,,Head_Top
5409,New_Cowboy_Hat,Purple Cowboy Hat,Headgear,0,1,20,,Head_Top
5816,Cowboy_Hat_J,Purple Cowboy Hat,Headgear,0,0,20,,Head_Top
2242,Luxury_Sunglasses,Purple Glasses,Headgear,0,0,24000,,Head_Mid
5051,Kitty_Bell,Pussy Cat Bell,Headgear,0,0,20,,Head_Low
5568,Rabbit_Bonnet,Rabbit Bonnet,Headgear,0,1,20,,"Head_Mid, Head_Top"
18778,Pink_Bunny_Band_J,Rabbit Hairband (Peach),Headgear,0,0,400000,,Head_Top
5503,Rabbit_Magic_Hat,Rabbit Magic Hat,Headgear,0,0,,,Head_Top
18790,Rainbow_Poring_Hat,Rainbow Poring Hat,Headgear,0,1,20,,Head_Top
5571,Rasta_Wig,Rasta Wig,Headgear,0,0,20,,Head_Top
5580,Red_Beret,Red Beret,Headgear,0,0,20,,Head_Top
5109,Red_Bonnet,Red Bonnet,Headgear,0,0,20,,Head_Top
18601,Red_Bread_Hat,Red Bread Hat,Headgear,0,1,20,,Head_Top
5472,Red_White_Hat,Red Hat,Headgear,0,0,20,,Head_Top
5238,Red_Wizardry_Hat,Red Mage Hat,Headgear,0,0,20,,Head_Top
5885,Red_Wizardry_Hat_C,Red Mage Hat C,Headgear,0,0,20,,Head_Top
18818,Red_Pencil_In_Mouth,Red Pencil In Mouth,Headgear,0,0,20,,Head_Low
5813,Red_Ph.D_Hat,Red Ph.D Hat,Headgear,0,0,1000,,Head_Top
5195,Ribbon_Red,Red Ribbon,Headgear,0,0,800,,Head_Top
5801,Ribbon_Of_Bride,Red Tailed Ribbon,Headgear,0,0,20,,Head_Top
5108,Detective_Hat,Renown Detective's Cap,Headgear,0,1,20,,Head_Top
2208,Ribbon,Ribbon,Headgear,0,0,800,,Head_Top
5547,RJC_Katusa,RJC Katusa Flower,Headgear,0,1,20,,Head_Top
5248,Robotic_Blindfold,Robotic Blindfold,Headgear,0,0,20,,Head_Mid
5250,Robotic_Ears,Robotic Ears,Headgear,0,0,20,,Head_Mid
18832,Rolf_Von_Gigue_666,Rolf Von Gigue 666,Headgear,0,0,20,,Head_Top
5206,Romantic_White_Flower,Romantic White Flower,Headgear,0,0,20,,Head_Low
19244,Necklace_Rosary_K,Rosario Necklace,Headgear,0,0,20,,Head_Low
18803,Rose_Cascade,Rose Cascade,Headgear,0,1,,,Head_Top
5251,Round_Ears,Round Ears,Headgear,0,0,20,,Head_Mid
5428,Bread_Bag1,RWC Anniversary Bread Envelope,Headgear,0,0,,,"Head_Low, Head_Mid, Head_Top"
2280,Sahkkat,Sakkat,Headgear,0,0,20,,Head_Top
18834,Sakura_Hairband,Sakura Hairband,Headgear,0,0,20,,Head_Top
5524,Sakura_Milk_Tea_Hat,Sakura Milk Tea Hat,Headgear,0,1,20,,Head_Top
5523,Sakura_Mist_Hat,Sakura Mist Hat,Headgear,0,1,20,,Head_Top
5381,Santa_Poring_Hat,Santa Poring Hat,Headgear,0,1,20,,Head_Top
5811,Santa_Beard,Santa's Beard,Headgear,0,0,20,,Head_Low
5247,Satanic_Helm,Satanic Helm,Headgear,0,0,20,,Head_Top
19471,Scorpio_Crown_J,Scorpio Crown,Headgear,0,0,20,,Head_Top
5397,Scuba_Mask,Scuba Gear,Headgear,0,0,20,,Head_Mid
5355,Muslim_Hat_F,Selendang,Headgear,0,0,,,Head_Top
5243,Chullos,Shafka,Headgear,0,1,20,,"Head_Mid, Head_Top"
5508,Shark_Hat,Shark Hat,Headgear,0,0,20,,Head_Top
5133,Sheep_Hat,Sheep Hat,Headgear,0,0,20,,Head_Top
5310,Bulb_Hairband,Shining Electric Bulb Hairband,Headgear,0,1,20,,Head_Top
18513,Shining_Sunflower,Shining Sunflower,Headgear,0,0,20,,Head_Top
5274,Shiny_Wig,Shiny Wig,Headgear,0,0,20,,"Head_Mid, Head_Top"
5510,Shower_Cap,Shower Cap,Headgear,0,0,20,,Head_Top
18791,Shrine_Maiden_Hat,Shrine Maiden Hat,Headgear,0,1,20,,Head_Top
5535,Side_Cap,Side Cap,Headgear,0,0,20,,Head_Top
18588,Silvah_Bunny_Hairband,Silver Bunny Hairband,Headgear,0,1,20,,Head_Top
5261,Silver_Tiara_,Silver Tiara,Headgear,0,0,20,,Head_Top
18843,Small_Deviling_Hat,Small Deviling Hat,Headgear,0,1,20,,Head_Top
18841,Small_Poring_Band,Small Poring Band,Headgear,0,1,20,,Head_Top
5203,Tongue_Mask,Smiling Mask,Headgear,0,0,20,,"Head_Low, Head_Mid"
5064,Leaf_Headgear,Smokie Leaf,Headgear,0,0,20,,Head_Top
19265,Smoky_TransformHat,Smokie Transformation Leaf,Headgear,0,1,,,Head_Top
18872,Snake_Hat,Snake Hat,Headgear,0,1,20,,Head_Top
19277,Soda_In_Mouth,Soda in Mouth,Headgear,0,0,,,Head_Low
5067,Sombrero,Sombrero,Headgear,0,0,20,,Head_Top
5297,Soulless_Wing_,Soul Wing,Headgear,0,1,20,,Head_Top
19096,Special_Kapra_Hat,Special Kafra Hat,Headgear,0,1,,,Head_Top
19249,Spell_Circuit,Spell Circuit,Headgear,0,1,20,,Head_Top
19135,Spirit_Of_Chung_E,Spirit of Green Maiden,Headgear,0,0,20,,Head_Top
19136,Spirit_Of_Chung_E_,Spirit of Green Maiden,Headgear,0,1,20,,Head_Top
18538,Devil_Whisper,Spirit Whispers,Headgear,0,0,20,,Head_Mid
5509,Sting_Hat,Sting hat,Headgear,0,0,20,,Head_Top
18589,Strawberry_Hat,Strawberry Hat,Headgear,0,1,20,,Head_Top
18567,Stretched_Nose,Stretched Nose,Headgear,0,0,20,,Head_Low
5049,Stripe_Band,Striped Hairband,Headgear,0,0,20,,Head_Top
18923,RokBlackCat,Stylist Black Cat Ear,Headgear,0,1,,,Head_Top
5456,Vacation_Hat_,Summer Hat,Headgear,0,0,20,,Head_Top
5032,Picnic_Hat,Sunday Hat,Headgear,0,0,20,,Head_Top
5351,Sunflower_,Sunflower,Headgear,0,1,20,,Head_Top
2202,Sunglasses_,Sunglasses,Headgear,0,1,5000,,Head_Mid
5101,Takius_Blindfold,Takius's Blindfold,Headgear,0,0,20,,Head_Mid
19473,Taurus_Diadem_J,Taurus Diadem,Headgear,0,0,20,,Head_Top
400003,TimeExtensionArmor,Time Extension (Rented),Headgear,0,0,,,Head_Top
18548,Tiny_Hat,Tiny Hat,Headgear,0,0,20,,Head_Top
5272,Tongue_Mask_,Tongue Mask,Headgear,0,0,20,,"Head_Low, Head_Mid"
5430,Sacred_Torch_Coronet,Torch Cap,Headgear,0,0,20,,Head_Top
19240,Toy_Syringe_K,Toy Syringe,Headgear,0,0,20,,Head_Low
5077,Tulip_Hairpin,Tulip Hairpin,Headgear,0,0,20,,Head_Top
2223,Turban_,Turban,Headgear,0,1,4500,,Head_Top
400016,Turkey_Hat,Turkey Hat,Headgear,0,0,,,Head_Top
18753,Tw_Rice_Ball,Tw Rice Ball,Headgear,0,0,20,,Head_Top
5488,J_Twin_Santahat,Twin Santa Hat,Headgear,0,0,20,,Head_Top
5802,Upgrade_Elephant_Hat,Upgraded Elephant Hat,Headgear,0,1,,,Head_Top
18827,Valkyrie_Circlet,Valkyrie Circlet,Headgear,0,1,,,Head_Top
5171,Valkyrie_Helm,Valkyrie Helm,Headgear,0,1,100000,,Head_Top
5826,Valkyrie_Helmet,Valkyrie Helmet,Headgear,0,0,,,Head_Top
5301,Russian_Ribbon,Victory Hairband,Headgear,0,0,,,Head_Top
400001,Victory_Wing_Ear,Victory Wing Ears,Headgear,0,0,,,Head_Mid
400002,Victory_Wing_Ear_,Victory Wing Ears,Headgear,0,1,,,Head_Mid
18586,Violet_Bunny_Hairband,Violet Bunny Hairband,Headgear,0,1,20,,Head_Top
5578,Voyage_Hat,Voyage Hat,Headgear,0,0,200,,Head_Top
5888,Wedding_Veil_,Wedding Veil,Headgear,0,1,,,Head_Top
5881,Weissbier_Hat,Weissbier Hat,Headgear,0,0,20,,Head_Top
5736,EF_Whisper_Mask,Whisper Mask,Headgear,0,0,20,,"Head_Low, Head_Mid, Head_Top"
5882,White_Wizardry_Hat_C,White Mage Hat C,Headgear,0,0,20,,Head_Top
18612,White_Musang_Hat,White Musang Hat,Headgear,0,1,40,,Head_Top
5197,Ribbon_White,White Ribbon,Headgear,0,0,800,,Head_Top
18811,JRO_White_Snake,White Snake,Headgear,0,1,20,,Head_Top
5411,White_Snake_Hat,White Snake Hat,Headgear,0,0,20,,Head_Top
5368,White_Wing,White Wing,Headgear,0,0,20,,Head_Top
5576,Japan_Winecup,Wine Cup,Headgear,0,0,20,,Head_Low
18808,Wing_Form_Spectacle,Wing Style Spectacle,Headgear,0,0,20,,Head_Mid
5357,Wings_Of_Victory,Wings Of Victory,Headgear,0,0,20,,"Head_Mid, Head_Top"
5115,Winter_Hat,Winter Hat,Headgear,0,0,20,,Head_Top
5309,Mahican,Wool Mask,Headgear,0,0,20,,"Head_Low, Head_Mid, Head_Top"
5079,Crossed_Hair_Band,X Hairpin,Headgear,0,0,20,,Head_Top
19465,Cherry_Blossom_Hat_YL,Yellow Cherry Blossom Hat,Headgear,0,0,,,Head_Top
5234,Yellow_Drooping_Kitty,Yellow Drooping Cat,Headgear,0,0,250000,,Head_Top
5242,Yellow_Wizardry_Hat,Yellow Mage Hat,Headgear,0,0,20,,Head_Top
5886,Yellow_Wizardry_Hat_C,Yellow Mage Hat C,Headgear,0,0,20,,Head_Top
5192,Ribbon_Yellow,Yellow Ribbon,Headgear,0,0,800,,Head_Top
18807,Yellow_Yuzu_Hat,Yellow Yuzu Hat,Headgear,0,1,20,,Head_Top
5464,Zaha_Doll_Hat,Zaha Doll Hat,Headgear,0,1,20,,Head_Top
19429,Zarathustra,Zarathustra,Headgear,0,0,,,Head_Low
19276,Return_TW_1th_Hat,1st Anniversary Commemorative Hat,Headgear,1,1,20,,Head_Top
5688,2009Love_Daddy,2009 Love Dad,Headgear,1,0,20,,Head_Top
18686,2011_RMSC_1,2011 RMSC 1,Headgear,1,1,20,,Head_Top
18687,2011_RMSC_2,2011 RMSC 2,Headgear,1,1,20,,Head_Top
18688,2011_RMSC_3,2011 RMSC 3,Headgear,1,1,20,,Head_Top
18689,2011_RMSC_4,2011 RMSC 4,Headgear,1,0,20,,Head_Top
400014,2019RTC_CeleAura_TW,2019 RTC Memorial Poring Pool,Headgear,1,0,,,Head_Low
410102,2021RTC_Headset_3_TW,2021RTC 3rd Place Gaming Headset,Headgear,1,1,,,Head_Mid
410100,2021RTC_Headset_1_TW,2021RTC Champion Gaming Headset,Headgear,1,1,,,Head_Mid
410101,2021RTC_Headset_2_TW,2021RTC Runner-Up Gaming Headset,Headgear,1,1,,,Head_Mid
420186,20th_Anniversary_TW,20th Anniversary Balloon,Headgear,1,0,,,Head_Low
5106,Cone_Hat_INA,2nd Anniversary Hat,Headgear,1,0,20,,Head_Top
5788,3D_Glasses,3D Glasses,Headgear,1,0,20,,Head_Mid
400345,Comp_AngelHappiness_ROC,[Not For Sale] Angel Of Happiness,Headgear,1,1,,,Head_Top
400443,Comp_Cloud_Buster_ROC,[Not For Sale] Cloud Buster,Headgear,1,0,,,Head_Top
400417,Comp_Deep_Hairband_ROC,[Not For Sale] Deep Blue Angel Hairband,Headgear,1,1,,,Head_Top
420370,Comp_ES_in_Mouth,[Not For Sale] Earth Stone In Mouth,Headgear,1,0,,,Head_Low
420216,Comp_Gang_Scarf_ROC,[Not For Sale] Gang Scarf,Headgear,1,0,,,Head_Low
15955,Comp_Kafra_Employ_Band,[Not For Sale] Kafra Employee Band,Headgear,1,1,,,Head_Top
15967,Comp_Pink_Angel_B,[Not For Sale] Pink Angeling Bubble,Headgear,1,0,,,Head_Low
15966,Comp_Sigruns_Wing,[Not For Sale] Sigrun's Wing,Headgear,1,0,,,Head_Mid
400276,Comp_Bright_Fury_ROC,[Not For Sale] Sinulog Hat,Headgear,1,1,,,Head_Top
400442,Comp_Super_Scell_ROC,[Not For Sale] Super Scell,Headgear,1,0,,,Head_Top
420249,Comp_ThirdEyeGod_ROC,[Not For Sale] Third Eye God,Headgear,1,0,,,Head_Low
410216,Ear_OF_Abyss,Abyss Ears,Headgear,1,0,,,Head_Mid
420239,Adventure_Clover,Adventure Clover,Headgear,1,0,,,Head_Low
410349,aegis_410349,Adventurous Poring,Headgear,1,1,,,Head_Top
400477,Ferramentas_BR,Agricultural Tools,Headgear,1,1,,,Head_Top
5766,Amistr_Cap,Amistr Cap,Headgear,1,1,20,,Head_Top
5786,Ancient_Elven_Ear,Ancient Elven Ear,Headgear,1,0,10,,Head_Mid
400344,Angel_Of_Happiness_ROC,Angel Of Happiness,Headgear,1,1,,,Head_Top
18859,Angeling_Bubble,Angeling Bubble,Headgear,1,0,10,,Head_Low
18838,Angeling_Woolly_Hat,Angeling Woolly Hat,Headgear,1,1,,,Head_Top
18922,ILCHONGOM,Angeling Woolly Hat,Headgear,1,1,,,Head_Top
19152,Angeling_Balloon,Angelring Balloon,Headgear,1,0,20,,Head_Low
5670,Aniv_Star_Hat,Aniv Star Hat,Headgear,1,0,20,,Head_Top
18662,Antler_Fedora,Antler Fedora,Headgear,1,0,20,,Head_Top
420246,Arbitrator_Shawl_US,Arbitrator Shawl,Headgear,1,0,,,Head_Low
19154,Archangeling_Balloon,Arch Angelring Balloon,Headgear,1,0,20,,Head_Low
5546,Aries_Crown,Aries Crown,Headgear,1,1,20,,Head_Top
5545,Aries_Diadem,Aries Diadem,Headgear,1,1,20,,Head_Top
5685,Prontera_Army_Cap_Repl,Army Cap,Headgear,1,0,20,,Head_Top
19405,Autumnal_Flavor,Autumn Taste,Headgear,1,0,,,Head_Mid
18855,Aviator_Hat,Aviator Hat,Headgear,1,0,10,,Head_Top
5386,Ayam_,Ayam,Headgear,1,0,,,Head_Top
18629,B_Desert_Wolf_Hat,Baby Desert Wolf Hat,Headgear,1,1,10,,Head_Top
18914,Kid_Deviling,Baby Deviling,Headgear,1,1,,,Head_Mid
5683,Majestic_Goat_Repl,Baphomet Horns,Headgear,1,0,20,,Head_Top
420422,Red_Bat_US,Bat Von Blood,Headgear,1,0,,,Head_Low
18916,Bear_Balloon,Bear Balloon,Headgear,1,0,,,Head_Low
19353,C_BearBalloon_TW,Bear Catches Balloon,Headgear,1,0,,,Head_Low
18912,Bell_Pigeon,Bell Pigeon,Headgear,1,1,,,Head_Mid
5480,Bizofnil_Wing_Deco,Bijofnil Wings,Headgear,1,0,20,,Head_Top
5776,Blazing_Sun,Blazing Sun,Headgear,1,0,,,Head_Top
18915,Blood_Buffterfly,Blood Butterfly Ears,Headgear,1,1,,,Head_Mid
410213,Ear_OF_Bloody,Bloody Ears,Headgear,1,0,,,Head_Mid
5778,Blue_Arara_Hat,Blue Arara Hat,Headgear,1,1,20,,Head_Top
18635,Blue_Poring_Clip,Blue Poring Hairpin,Headgear,1,1,20,,Head_Top
5827,Book_File_Hat,Book File Hat,Headgear,1,0,20,,Head_Top
400584,Z_Boost_Hat,Boosting Headband,Headgear,1,1,,,Head_Top
18738,White_Boys_Hat,Boys White Hat,Headgear,1,0,20,,Head_Top
5601,Br_Beret,Brazil Beret,Headgear,1,0,20,,Head_Top
5600,Br_Twin_Ribbon,Brazil Twin Ribbon,Headgear,1,0,20,,Head_Top
5795,Red_Dress_Hat,Bright Red Dress Hat,Headgear,1,1,20,,Head_Top
400399,GWar2022s3_1st_ROC,Bronze Crown,Headgear,1,1,,,Head_Top
5845,Buzzy_Ball_Board,Buzzy Ball Board,Headgear,1,0,50,,Head_Top
5846,Buzzy_Ball_Gum,Buzzy Ball Gum,Headgear,1,0,50,,Head_Low
5737,Cactus_Hat,Cactus Hat,Headgear,1,0,20,,Head_Top
420314,White_Fox_US,Calming White Fox,Headgear,1,0,,,Head_Low
5744,Capricon_Crown,Capricorn Crown,Headgear,1,1,20,,Head_Top
5745,Capricon_Diadem,Capricorn Diadem,Headgear,1,0,20,,Head_Top
18683,Carrot_In_Mouth,Carrot In Mouth,Headgear,1,0,20,,Head_Low
19163,CatharinaPawnBrad60,Catherina Von Blood,Headgear,1,1,20,,Head_Top
18736,Censor_Bar_,Censor Bar,Headgear,1,0,,,Head_Mid
15921,Charm_Of_Nature_BR,Charm Of Great Nature,Headgear,1,0,,,Head_Low
15923,Charm_Of_Wind_BR,Charm of Leafwind,Headgear,1,0,,,Head_Low
15922,Charm_Of_Frozen_BR,Charm Of Mistic Frozen,Headgear,1,0,,,Head_Low
5152,Chinese_Crown,Chinese Crown,Headgear,1,0,20,,"Head_Mid, Head_Top"
400257,Choco_Banana,Choco Banana Bonnet,Headgear,1,0,,,Head_Top
5775,Choco_Donut_In_Mouth,Choco Donut In Mouth,Headgear,1,0,20,,Head_Low
18956,Chocolate_Bomb,Chocolate Bomb,Headgear,1,0,,,Head_Low
18638,Citron_Hat,Citron Hat,Headgear,1,1,20,,Head_Top
19217,TW_Cock_Hat,Cock Hat,Headgear,1,1,,,"Head_Low, Head_Mid, Head_Top"
18646,Cow_Hat,Cow Hat,Headgear,1,1,20,,Head_Top
18669,Cowhide_Hat,Cowhide Hat,Headgear,1,1,20,,Head_Top
18857,Curupira_Hat,Curupira Hat,Headgear,1,1,10,,Head_Top
5482,Dark_Knight_Mask,Dark Knight Mask,Headgear,1,0,20,,"Head_Low, Head_Mid, Head_Top"
5577,Dark_Knight_MaskB,Dark Knight Mask,Headgear,1,0,,,"Head_Low, Head_Mid, Head_Top"
18968,Jinn_Marin_Balloon,Demon Blue Poring Bubble,Headgear,1,0,,,Head_Low
5254,Deviling_Hat,Deviling Hat,Headgear,1,1,20,,Head_Top
19151,Deviling_Balloon,Devilring Balloon,Headgear,1,0,20,,Head_Low
410348,D_Protect_Shields,Divine Protect Shield,Headgear,1,0,,,Head_Mid
5849,Doctor_Hairband,Doctor Hairband,Headgear,1,0,20,,Head_Top
5594,Donut_In_Mouth,Donut In Mouth,Headgear,1,0,20,,Head_Low
420032,TwinCannon_TW,Double Barrel Cannon,Headgear,1,0,,,Head_Low
5565,Dragon_Arhat_Mask,Dragon Arhat Mask,Headgear,1,0,,,"Head_Low, Head_Mid"
5779,Drooping_Boto,Drooping Boto,Headgear,1,1,20,,Head_Top
19219,JP_EV12,Drooping Chuni Penguin,Headgear,1,0,20,,Head_Top
18528,Tare_Neko_Cru,Drooping Neko Crew,Headgear,1,1,20,,Head_Top
18672,Tare_Pope,Drooping Pope,Headgear,1,0,20,,Head_Top
18673,Tare_Pope_,Drooping Pope,Headgear,1,1,20,,Head_Top
19142,Droop_Gunslinger_J,Drooping Rebellion,Headgear,1,1,20,,Head_Top
