ItemID,AegisName,Name,DisplayName,Category,SubType,Locations,EquipLevelMin,Price,NavigationPath,Shop,Page,PageCount,OrderOnPage
1418,Gungnir_,Gungnir,Gungnir,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,13
1422,Hunting_Spear,Hunting Spear,Hunting Spear,Weapons,1hSpear,Right_Hand,60,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,14
1429,Hunting_Spear_M,Hunting Spear,Hunting Spear,Weapons,1hSpear,Right_Hand,60,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,15
1401,Javelin,Javelin,Javelin,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,16
1402,Javelin_,Javelin,Javelin,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,17
1403,Javelin__,Javelin,Javelin,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,18
530040,1LvJavelin,1Lv One-handed Spear,Level 1 One-Handed Spear,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,19
530041,2LvJavelin,2Lv One-handed Spear,Level 2 One-Handed Spear,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,20
530042,3LvJavelin,3Lv One-handed Spear,Level 3 One-Handed Spear,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,21
530043,4LvJavelin,4Lv One-handed Spear,Level 4 One-Handed Spear,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,22
530044,5LvJavelin,Level 5 One-Handed Spear,Level 5 One-Handed Spear,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,23
1420,Long_Horn,Long Horn,Long Horn,Weapons,1hSpear,Right_Hand,65,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,24
1428,Long_Horn_M,Long Horn,Long Horn,Weapons,1hSpear,Right_Hand,65,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,25
530017,2Para_Spear_CR,Paradise Crusader Spear,Paradise Crusader Spear,Weapons,1hSpear,Right_Hand,45,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,26
1407,Pike,Pike,Pike,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,27
1408,Pike_,Pike,Pike,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,28
1409,Pike__,Pike,Pike,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,29
1430,Pike_C,Pike,Pike,Weapons,1hSpear,Right_Hand,1,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,30
1417,Pole_Axe,Pole Axe,Pole Axe,Weapons,1hSpear,Right_Hand,71,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,31
1419,Pole_Axe_C,Pole Axe,Pole Axe,Weapons,1hSpear,Right_Hand,1,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,32
1432,E_Pole_Axe_C,Pole Axe,Pole Axe,Weapons,1hSpear,Right_Hand,1,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,33
1423,Pole_XO,Pole XO,Pole XO,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,34
1424,Skewer_C,Refined Brocca,Refined Brocca,Weapons,1hSpear,Right_Hand,1,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,35
1431,F_Pole_Axe_C,Pole Axe,Rental Pole Axe,Weapons,1hSpear,Right_Hand,1,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,36
32021,Evt_Undine_Spear_K,Sealed Aquatic Spear,Sealed Aquatic Spear,Weapons,1hSpear,Right_Hand,99,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,37
1404,Spear,Spear,Spear,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,38
1405,Spear_,Spear,Spear,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,39
1406,Spear__,Spear,Spear,Weapons,1hSpear,Right_Hand,4,100000,Weapons > One-handed spears > Lv 0-99,EA0053,1,2,40
1427,Spear_Of_Excellent,Spear Of Excellent,Spear of Excellent,Weapons,1hSpear,Right_Hand,0,100000,Weapons > One-handed spears > Lv 0-99,EA0054,2,2,1
1437,TE_Woe_Pike,TE Woe Pike,TE WoE Pike,Weapons,1hSpear,Right_Hand,40,100000,Weapons > One-handed spears > Lv 0-99,EA0054,2,2,2
1416,Tjungkuletti,Tjungkuletti,Tjungkuletti,Weapons,1hSpear,Right_Hand,48,100000,Weapons > One-handed spears > Lv 0-99,EA0054,2,2,3
32018,Undine_Spear_K,Aquatic Spear,Aquatic Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,1
530005,BC_B_Spear,Vanishing Cannon Booster Spear,Banishing Cannon Booster Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,2
530000,Boost_Spear,Booster Spear,Boosting Sphere,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,3
32014,Blut_Spear,Brute Spear,Brute Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,4
1435,Cannon_Spear,Cannon Spear,Cannon Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,5
530015,Gelerdria_IL,Illusion Gelerdria,Illusion Gelerdria,Weapons,1hSpear,Right_Hand,120,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,6
32005,Pole_Axe_IL,Illusion Pole Axe,Illusion Pole Axe,Weapons,1hSpear,Right_Hand,120,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,7
1433,Imperial_Spear,Imperial Spear,Imperial Spear,Weapons,1hSpear,Right_Hand,102,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,8
530018,3Para_Spear_LG,Paradise Royal Guard Spear,Paradise Royal Guard Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,9
1447,Poison_Forged_Spear,Poison Forged Spear,Poisonous Violence Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,10
1446,Thanos_Spear_J,Requiem Spear,Requiem Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,11
1438,Thanos_Spear,Thanos Spear,Thanos Spear,Weapons,1hSpear,Right_Hand,120,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,12
32004,Probation_Lance,Trial Royal Guard's Lance,Trial Royal Guard's Lance,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,13
32003,Sinister_Spear_J,Spear of Evil,Vicious Mind Spear,Weapons,1hSpear,Right_Hand,100,200000,Weapons > One-handed spears > Lv 100-129,EA0055,1,1,14
32019,Boost_Lance_OS,Boost Lance-OS,Boost Lance-OS,Weapons,1hSpear,Right_Hand,130,500000,Weapons > One-handed spears > Lv 130-159,EA0056,1,1,1
530002,Ep172_1h_Spear,Gluttony Stick,Gluttony Stick,Weapons,1hSpear,Right_Hand,150,500000,Weapons > One-handed spears > Lv 130-159,EA0056,1,1,2
32013,Metal_Stick,Metal Stick,Metal Stick,Weapons,1hSpear,Right_Hand,150,500000,Weapons > One-handed spears > Lv 130-159,EA0056,1,1,3
530006,Up_Undine_Spear_K,Patent Aquatic Spear,Patent Aquatic Spear,Weapons,1hSpear,Right_Hand,150,500000,Weapons > One-handed spears > Lv 130-159,EA0056,1,1,4
530013,Adulter_F_G_Spear,Adulter Fides Guardian Spear,Adulter Fides Guardian Spear,Weapons,1hSpear,Right_Hand,180,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,1
530019,Undine_Spear_K_LT,Aquatic Spear-LT,Aquatic Spear-LT,Weapons,1hSpear,Right_Hand,190,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,2
32023,Argen_Blanco,Argen Blanco,Argen Blanco,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,3
32026,Ein_1HSPEAR,Blocking Spear,Blocking Spear,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,4
530031,Boost_Lance_AD,Boost Lance-OSAD,Boost Lance-OSAD,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,5
32025,Fortrage,Fortridge,Fortrage,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,6
32027,G_Knight_Spear,Guardian Knight Spear,Guardian Knight Spear,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,7
32024,Harve,Harve,Harve,Weapons,1hSpear,Right_Hand,170,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,8
530012,Thanos_Spear_AD,Thanos Spear-AD,Thanos Spear-AD,Weapons,1hSpear,Right_Hand,190,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,9
1400,Sinister_Spear,Vicious Mind Spear,Vicious Mind Spear,Weapons,1hSpear,Right_Hand,160,1000000,Weapons > One-handed spears > Lv 160-199,EA0057,1,1,10
530034,D_Glacier_Spear,Dim Glacier Spear,Dim Glacier Spear,Weapons,1hSpear,Right_Hand,230,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,1
530054,Dimen_IG_Spear,Dimensions Imperial Spear,Dimensions Imperial Spear,Weapons,1hSpear,Right_Hand,250,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,2
530071,Encroached_Spear,Encroached Spear,Encroached Spear,Weapons,1hSpear,Right_Hand,260,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,3
530074,Espetar,Ispetar,Espetar,Weapons,1hSpear,Right_Hand,265,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,4
530035,F_Ein_1HSPEAR,Flush Blocking Spear,Flush Blocking Spear,Weapons,1hSpear,Right_Hand,250,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,5
530009,Fourth_1h_Spear,Fortified Spear,Fortified Spear,Weapons,1hSpear,Right_Hand,200,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,6
530072,Frontier_IG_Spear,Frontier Imperial Spear,Frontier Imperial Spear,Weapons,1hSpear,Right_Hand,265,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,7
530058,Lance_Furious,Furious Lance,Furious Lance,Weapons,1hSpear,Right_Hand,205,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,8
530057,OverSpear_Furious,Furious Over Spear,Furious Over Spear,Weapons,1hSpear,Right_Hand,205,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,9
530025,Glacier_Spear,Glacier Spear,Glacier Spear,Weapons,1hSpear,Right_Hand,210,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,10
530036,Hs_Cr_Spear,Herosria Spear,Herosria Spear,Weapons,1hSpear,Right_Hand,200,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,11
530045,Holy_Raise_Spear,Holy Light Spear,Holy Light Spear,Weapons,1hSpear,Right_Hand,215,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,12
530010,Poenitentia_Hasta,Poenitentia Hasta,Poenitentia Hasta,Weapons,1hSpear,Right_Hand,230,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,13
530023,Solid_Spear,Solid Spear,Solid Spear,Weapons,1hSpear,Right_Hand,220,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,14
530060,Time_Gap_Spear_IG,Time Gap Guardian Spear,Time Gap Guardian Spear,Weapons,1hSpear,Right_Hand,250,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,15
530014,Vivatus_F_G_Spear,Vivatus Fides Guardian Spear,Vivatus Fides Guardian Spear,Weapons,1hSpear,Right_Hand,210,2000000,Weapons > One-handed spears > Lv 200+,EA0058,1,1,16
1478,Ahlspiess,Ahlspiess,Ahlspiess,Weapons,2hSpear,Both_Hand,65,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,1
1488,Ahlspiess_C,Ahlspiess,Ahlspiess,Weapons,2hSpear,Both_Hand,1,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,2
1482,BF_Lance1,Assaulter Lance,Assaulter Lance,Weapons,2hSpear,Both_Hand,80,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,3
1485,Battle_Fork,Battle Fork,Battle Fork,Weapons,2hSpear,Both_Hand,50,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,4
1492,Velum_Glaive,Vellum Glaive,Bellum Glaive,Weapons,2hSpear,Both_Hand,95,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,5
1467,Bill_Guisarme,Bill Guisarme,Bill Guisarme,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,6
1470,Brionac,Brionac,Brionac,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,7
1484,Cardo,Cardo,Cardo,Weapons,2hSpear,Both_Hand,70,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,8
1466,Crescent_Scythe,Crescent Scythe,Crescent Scythe,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,9
1476,Crescent_Scythe_,Crescent Scythe,Crescent Scythe,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,10
1498,Scarlet_Lance,Crimson Lance,Crimson Lance,Weapons,2hSpear,Both_Hand,70,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,11
1475,Horseback_Lance,Equestrian's Spear,Equestrian's Spear,Weapons,2hSpear,Both_Hand,1,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,12
1474,Gae_Bolg,Gae Bolg,Gae Bolg,Weapons,2hSpear,Both_Hand,60,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,13
1480,Gae_Bolg_,Gae Bolg,Gae Bolg,Weapons,2hSpear,Both_Hand,60,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,14
1454,Glaive,Glaive,Glaive,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,15
1455,Glaive_,Glaive,Glaive,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,16
1456,Glaive__,Glaive,Glaive,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,17
1486,Krieger_Twohand_Spear1,Glorious Lance,Glorious Lance,Weapons,2hSpear,Both_Hand,80,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,18
1451,Guisarme,Guisarme,Guisarme,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,19
1452,Guisarme_,Guisarme,Guisarme,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,20
1453,Guisarme__,Guisarme,Guisarme,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,21
1463,Halberd,Halberd,Hallberd,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,22
1464,Halberd_,Halberd,Hallberd,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,23
1465,Halberd__,Halberd,Hallberd,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,24
1471,Hell_Fire,Hellfire,Hellfire,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,25
1497,Hell_Fire_S,Hellfire,Hellfire,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,26
26007,Spectral_Spear_IL,Illusion Spectral Spear,Illusion Spectral Spear,Weapons,2hSpear,Both_Hand,99,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,27
1483,Ivory_Lance,Ivory Lance,Ivory Lance,Weapons,2hSpear,Both_Hand,50,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,28
1410,Lance,Lance,Lance,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,29
1411,Lance_,Lance,Lance,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,30
1412,Lance__,Lance,Lance,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,31
1487,Lance_C,Lance,Lance,Weapons,2hSpear,Both_Hand,1,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,32
630021,1LvGuisarme,1Lv Two-handed Spear,Level 1 Two-Handed Spear,Weapons,2hSpear,Both_Hand,0,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,33
630022,2LvGuisarme,2Lv Two-handed Spear,Level 2 Two-Handed Spear,Weapons,2hSpear,Both_Hand,0,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,34
630023,3LvGuisarme,3Lv Two-handed Spear,Level 3 Two-Handed Spear,Weapons,2hSpear,Both_Hand,0,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,35
630024,4LvGuisarme,4Lv Two-handed Spear,Level 4 Two-Handed Spear,Weapons,2hSpear,Both_Hand,0,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,36
630025,5LvGuisarme,Level 5 Two-Handed Spear,Level 5 Two-Handed Spear,Weapons,2hSpear,Both_Hand,0,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,37
1469,Longinus's_Spear,Longinus's Spear,Longinus's Spear,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,38
1489,Spearfish_,Marlin,Marlin,Weapons,2hSpear,Both_Hand,50,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,39
1493,Metal_Lance,Metal Lance,Metal Lance,Weapons,2hSpear,Both_Hand,1,100000,Weapons > Two-handed spears > Lv 0-99,EA0059,1,2,40
630014,2Para_Lance_KN,Paradise Knight Lance,Paradise Knight Lance,Weapons,2hSpear,Both_Hand,45,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,1
1457,Partizan,Partizan,Partizan,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,2
1458,Partizan_,Partizan,Partizan,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,3
1459,Partizan__,Partizan,Partizan,Weapons,2hSpear,Both_Hand,18,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,4
1477,Spectral_Spear,Spectral Spear,Spectral Spear,Weapons,2hSpear,Both_Hand,75,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,5
1479,Spectral_Spear_,Spectral Spear,Spectral Spear,Weapons,2hSpear,Both_Hand,75,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,6
1495,TE_Woe_Lance,TE Woe Lance,TE WoE Lance,Weapons,2hSpear,Both_Hand,40,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,7
1460,Trident,Trident,Trident,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,8
1461,Trident_,Trident,Trident,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,9
1462,Trident__,Trident,Trident,Weapons,2hSpear,Both_Hand,33,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,10
1491,Upg_Lance,Upgrade Lance,Upgrade Two-Handed Spear,Weapons,2hSpear,Both_Hand,1,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,11
1468,Zephyrus,Zephyrus,Zephyrus,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,12
1481,Zephyrus_,Zephyrus,Zephyrus,Weapons,2hSpear,Both_Hand,48,100000,Weapons > Two-handed spears > Lv 0-99,EA0060,2,2,13
26015,Rebeginer_LG_Lance,Beginner Royal Guard's Lance,Beginner Royal Guard's Lance,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,1
26001,Toughen_Metal_Lance,Enhanced Metal Lance,Enhanced Metal Lance,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,2
630008,HB_B_T_Spear,Hundred Breath Booster Spear,Hundred Breath Booster Spear,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,3
630006,Brionac_IL,Illusion Brionac,Illusion Brionac,Weapons,2hSpear,Both_Hand,120,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,4
630007,Zephyrus_IL,Illusion Zephyrus,Illusion Zephyrus,Weapons,2hSpear,Both_Hand,120,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,5
630015,3Para_Lance_RK,Paradise Rune Knight Lance,Paradise Rune Knight Lance,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,6
1499,Thanos_Long_Spear_J,Requiem Lance,Requiem Lance,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,7
1496,Thanos_Long_Spear,Thanos Long Spear,Thanos Two-Handed Spear,Weapons,2hSpear,Both_Hand,120,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,8
1494,Undine_Spear,Spear Of Odin,Undine Spear,Weapons,2hSpear,Both_Hand,105,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,9
26006,Sinister_Lance_J,Lance of Evil,Vicious Mind Lance,Weapons,2hSpear,Both_Hand,100,200000,Weapons > Two-handed spears > Lv 100-129,EA0061,1,1,10
26004,Diva_Lance,Diva Lance,Diva Lance,Weapons,2hSpear,Both_Hand,150,500000,Weapons > Two-handed spears > Lv 130-159,EA0062,1,1,1
1490,Giant_Lance,Gigantic Lance,Giant Lance,Weapons,2hSpear,Both_Hand,140,500000,Weapons > Two-handed spears > Lv 130-159,EA0062,1,1,2
630003,Ep172_Bh_Spear,Luxuria Pierce,Luxuria Pierce,Weapons,2hSpear,Both_Hand,150,500000,Weapons > Two-handed spears > Lv 130-159,EA0062,1,1,3
630012,Adulter_F_Lance,Adulter Fides Lance,Adulter Fides Lance,Weapons,2hSpear,Both_Hand,180,1000000,Weapons > Two-handed spears > Lv 160-199,EA0063,1,1,1
26016,T_Lance_Of_Kingdom,Royal Knight's Lance,Royal Knight's Lance,Weapons,2hSpear,Both_Hand,175,1000000,Weapons > Two-handed spears > Lv 160-199,EA0063,1,1,2
1450,Sinister_Lance,Vicious Mind Lance,Vicious Mind Lance,Weapons,2hSpear,Both_Hand,160,1000000,Weapons > Two-handed spears > Lv 160-199,EA0063,1,1,3
630019,D_Glacier_Lance,Dim Glacier Lance,Dim Glacier Lance,Weapons,2hSpear,Both_Hand,230,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,1
630041,Dimen_DK_Lance,Dimensions Dragon Lance,Dimensions Dragon Lance,Weapons,2hSpear,Both_Hand,250,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,2
630059,Encroached_T_Spear,Encroached Two-Handed Spear,Encroached Two-Handed Spear,Weapons,2hSpear,Both_Hand,260,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,3
630060,Face_W_Q_Horn,Faceworm Queen's Horn,Faceworm Queen's Horn,Weapons,2hSpear,Both_Hand,265,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,4
630045,Trident_Furious,Furious Trident,Furious Trident,Weapons,2hSpear,Both_Hand,205,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,5
630018,Glacier_Lance,Glacier Lance,Glacier Lance,Weapons,2hSpear,Both_Hand,210,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,6
630020,Hs_Kn_Lance,Herosria Lance,Herosria Lance,Weapons,2hSpear,Both_Hand,200,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,7
630027,Luppiter_Spear,Jupiter Spear,Jupiter Spear,Weapons,2hSpear,Both_Hand,215,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,8
630028,Mocadas_Spear,Muqaddas Banjiiraa,Muqaddas Banjiiraa,Weapons,2hSpear,Both_Hand,250,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,9
630009,Poenitentia_Catapulta,Poenitentia Catapulta,Poenitentia Catapulta,Weapons,2hSpear,Both_Hand,230,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,10
630049,Time_Gap_DK_Spear,Time Gap Dragon Spear,Time Gap Dragon Spear,Weapons,2hSpear,Both_Hand,250,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,11
630013,Vivatus_F_Lance,Vivatus Fides Lance,Vivatus Fides Lance,Weapons,2hSpear,Both_Hand,210,2000000,Weapons > Two-handed spears > Lv 200+,EA0064,1,1,12
1643,Dead_Tree_Cane,Dead Tree Cane,Ancient Tree Wood Cane,Weapons,Staff,Right_Hand,70,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,1
1610,Arc_Wand,Arc Wand,Arc Wand,Weapons,Staff,Right_Hand,24,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,2
1611,Arc_Wand_,Arc Wand,Arc Wand,Weapons,Staff,Right_Hand,24,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,3
1612,Arc_Wand__,Arc Wand,Arc Wand,Weapons,Staff,Right_Hand,24,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,4
26104,Blue_Staff,Blue Staff,Blue Staff,Weapons,Staff,Right_Hand,50,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,5
26110,CandyCaneRod,Candy Cane Rod,Candy Cane Rod,Weapons,Staff,Right_Hand,99,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,6
1680,Scarlet_Rod,Crimson Rod,Crimson Rod,Weapons,Staff,Right_Hand,70,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,7
1647,Croce_Staff,Croce Staff,Croce Staff,Weapons,Staff,Right_Hand,50,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,8
1699,P_Foxtail1,Eden Group Foxtail I,Eden Foxtail I,Weapons,Staff,Right_Hand,26,100000,Weapons > One-handed staves > Lv 0-99,EA0065,1,3,9
