Change,Id,AegisName,Name,Category,Reason
Added,2635,Bride_Ring,Wedding Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2642,Serin's_Gold_Ring,Serin's Gold Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2644,The_Sign_,The Sign,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2647,Nile_Rose,Nile Rose,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2648,Morpheus's_Ring,Morpheus's Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2649,Morpheus's_Armlet,Morpheus's Bracelet,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2650,Morrigane's_Belt,Morrigane's Belt,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2651,Morrigane's_Pendant,Morrigane's Pendant,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2652,Cursed_Lucky_Brooch,Goddess of Fortune's Cursed Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2654,Shinobi's_Sash,Shinobi Sash,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2655,Bloody_Iron_Ball,Bloodied Shackle Ball,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2656,Hyper_Changer,Armor Charm,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2659,Vesper_Core01,Vesper Core 01,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2660,Vesper_Core02,Vesper Core 02,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2661,Vesper_Core03,Vesper Core 03,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2662,Vesper_Core04,Vesper Core 04,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2668,Women's_Glory,Woman Glory,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2673,Shining_Ring,Warrior's Shining Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2674,Honor_Ring,Ring of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2676,Hunter_Earring,Hunter's Earring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2677,Spiritual_Ring,Spiritual Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2678,Ring_Of_Flame_Lord,Ring Of Flame Lord,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2679,Ring_Of_Resonance,Ring Of Resonance,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2680,Lesser_Elemental_Ring,Lesser Elemental Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2681,Republic_Ring,Republic Anniversary Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2686,Elven_Ears_C,Elven Ears,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2687,Steel_Flower_C,Steel Flower,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2688,Critical_Ring_C,Critical Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2689,Earring_C,Earring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2690,Ring_C,Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2691,Necklace_C,Necklace,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2692,Glove_C,Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2693,Brooch_C,Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2694,Rosary_C,Rosary,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2695,Safety_Ring_C,Safety Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2696,Vesper_Core01_C,Vesper Core 01,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2697,Vesper_Core02_C,Vesper Core 02,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2698,Vesper_Core03_C,Vesper Core 03,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2699,Vesper_Core04_C,Vesper Core 04,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2700,Red_Silk_Seal,Red Silk Seal,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2701,Orleans_Glove,Orleans's Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2702,Bison_Horn,Bison Horn,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2703,Expert_Ring,Expert Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2706,Handcuff,Arrest Handcuffs,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2709,5_Anniversary_Coin,5th Anniversary Coin,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2710,Bloody_Iron_Ball_C,Bloody Iron Ball,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2711,Spiritual_Ring_C,Spiritual Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2713,Certificate_TW,Certificate,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2715,Skul_Ring_,Skull Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2716,Librarian_Glove,Librarian Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2717,Pocket_Watch_,Pocket Watch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2718,Lunatic_Brooch,Lunatic Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2719,Iron_Wrist,Iron Wrist,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2720,Medal_Swordman,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2721,Medal_Thief,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2722,Medal_Acolyte,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2723,Medal_Mage,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2724,Medal_Archer,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2725,Medal_Merchant,Medal of Honor,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2726,Icarus_Wing,Icarus Wings,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2727,Bowman_Scarf,Bowman Scarf,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2728,Cursed_Hand,Cursed Hand,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2729,Diabolus_Ring,Diabolus Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2733,Medal_Gunner,Sheriff Badge,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2734,Directive_A,Directive,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2735,Directive_B,Directive,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2738,Shiny_Coin,Shiny Coin,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2739,Ordinary_Coin,Ordinary Coin,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2740,Rusty_Coin,Rusty Coin,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2741,All_In_One_Ring,All In One Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2742,Lucky_Clip,Lucky Clip,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2743,Angelic_Ring,Angelic Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2744,Sprint_Ring,Sprint Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2745,Pinguicula_Corsage,Pinguicula Corsage,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2746,Cold_Heart,Cold Heart,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2747,Black_Cat,Black Cat,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2748,Cursed_Star,Cursed Star,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2749,Linen_Glove,Linen Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2750,Summer_Night_Dream,Summer Night Dream,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2752,Praxinus_C,Praccsinos,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2753,Beholder_Ring,Beholder Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2754,Hallow_Ring,Hallow Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2755,Clamorous_Ring,Clamorous Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2756,Chemical_Ring,Chemical Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2757,Insecticide_Ring,Insecticide Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2758,Fisher_Ring,Fischer Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2759,Decussate_Ring,Decussate Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2760,Bloody_Ring,Bloody Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2761,Satanic_Ring,Satanic Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2762,Dragoon_Ring,Dragon Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2763,Skul_Ring_C,Neo Skull Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2766,Swordman_Figure,Swordman Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2767,Acolyte_Figure,Acolyte Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2768,Mage_Figure,Mage Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2769,Archer_Figure,Archer Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2770,Thief_Figure,Thief Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2771,Merchant_Figure,Merchant Figure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2772,Krieger_Ring1,Glorious Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2773,Krieger_Ring2,Glorious Mass-Production Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2774,Krieger_Ring3,Glorious Popularized Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2783,Eyes_Stone_Ring,Eye Stone Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2787,Waterdrop_Brooch,Waterdrop Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2789,Bradium_Ring,Bradium Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2792,Ring_Of_Flame_Lord_I,Ring of Flame Lord,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2793,Ring_Of_Resonance_I,Ring of Resonance,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2794,Magic_Stone_Ring,Magic Stone Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2795,Green_Apple_Ring,Green Apple Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2796,Magical_Stone,Rocks,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2797,Magical_Stone_,Rocks,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2798,Will_Of_Exhausted_Angel,Will Of Exhausted Angel,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2815,Th_Ring_Of_Water,Ring Of Water,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2816,Radar_Ring1,Radar Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2817,Radar_Ring2,Radar Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2818,Radar_Ring3,Radar Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2819,Swordman_Manual,Swordsman Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2820,Thief_Manual,Thief Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2821,Acolyte_Manual,Acolyte Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2822,Archer_Manual,Archer Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2823,Merchant_Manual,Merchant Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2824,Mage_Manual,Mage Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2832,Freyja_Ring,Freyja's Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2834,F_All_In_One_Ring,All In One Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2835,F_Critical_Ring_C,Critical Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2836,F_Glove_C,Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2837,F_Safety_Ring_C,Safety Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2838,F_Necklace_C,Necklace,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2839,F_Ring_C,Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2840,F_Rosary_C,Rosary,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2841,Caracas_Ring,Caracas Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2842,F_Earing_C,Earring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2843,Gold_Trickle,Gold Trickle,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2853,Telekinetic_Orb,Telekinetic Orb,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2854,Alchemy_Glove,Alchemy Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2855,Whike_Black_Tail,Whike Black Tail,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2856,Half_Megin,Half Megingjard,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2857,Half_Brysing,Half Brisingamen,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2859,Golden_Rod_Orb,Golden Rod Orb,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2860,Aqua_Orb,Aqua Orb,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2861,Crimson_Orb,Crismon Orb,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2862,Forest_Orb,Forest Orb,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2863,Ring_Of_Valkyrie,Ring Of Valkyrie,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2864,Light_Of_Cure,Light Of Cure,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2865,Seal_Of_Cathedral,Seal Of Cathedral,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2866,Ring_Of_Archbishop,Ring Of Archbishop,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2870,Tw_8th_Anni_Ring,Tw 8th Anni Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2871,Brazilian_Emblem,Brazilian Emblem,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2883,Ur_Seal,Ur's Seal,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2884,Peuz_Seal,Peuz's Seal,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2885,Mother_Heart,Mother Heart,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2886,Sabah_Ring,Sapha Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2887,Nab_Ring,Nab Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2890,White_Wing_Brooch,White Wing Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2891,Black_wing_Brooch,Black Wing Brooch,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2892,Assassin_Handcuffs,Assassin Handcuffs,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2894,Glove_Of_Shura,Sura Gauntlet,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2897,2011RWC_Necklace_J,2011RWC Necklace J,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2898,Black_Rosary,Dark Rosary,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2899,Sound_Amplifier,Sound Amplification Device,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2917,Str_Glove,Str Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2918,Int_Glove,Int Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2919,Agi_Glove,Agi Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2920,Vit_Glove,Vit Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2921,Dex_Glove,Dex Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2922,Luk_Glove,Luk Glove,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2935,Sprint_Glove,Sprint Gloves,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2940,Ninja_Manual,Ninja Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2941,Gunslinger_Manual,Gunslinger Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2942,Taekwon_Manual,Taekwon Manual,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2944,TE_Ring_Of_Protection,TE Ring Of Protection,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2945,TE_Ring_Of_Rage,TE Ring Of Rage,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2946,TE_Ring_Of_Defiance,TE Ring Of Defiance,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2950,Rune_Ring,Rune Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2955,Neutral_Ring_J,Neutral Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2975,10th_Anni_Badge_J,10th Anniversary Badge,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2976,Red_Lantern,Red Lantern,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2977,Hurt_Mind,Hurt Mind,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2978,KindHeart,Kind Heart,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2980,Evilspirit_Gloves,Evil Spirit Gloves,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2982,Earth_Ring_J,Earth Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2988,Winged_Ring_Of_Newoz,Oz's New Wing Ring,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2989,Floral_Bracelet_Of_Igu,Floral Bracelet Of Aigu,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2990,Pendant_Of_Harmony,Pendant of Harmony,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,2991,Pendant_Of_Chaos,Pendant of Chaos,Accessories,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5002,Gemmed_Crown,Jewel Crown,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5003,Joker_Jester,Joker Jester,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5005,Gas_Mask,Gas Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5007,Loard_Circlet,Grand Circlet,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5008,Puppy_Love,Puppy Love,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5009,Safety_Helmet,Safety Helmet,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5010,Indian_Hair_Piece,Indian Fillet,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5011,Antenna,Aerial,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5012,Ph.D_Hat,Ph.D Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5014,Fin_Helm,Fin Helm,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5015,Egg_Shell,Egg Shell,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5016,Boy's_Cap,Boy's Cap,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5017,Bone_Helm,Bone Helm,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5019,Corsair,Corsair,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5022,Helm_Of_Sun,Hat of the Sun God,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5030,Panda_Cap,Panda Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5035,Poring_Hat,Poring Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5037,Fruit_Shell,Nut Shell,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5040,Blush,Blush,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5042,Hair_Protector,Bao Bao,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5043,Opera_Ghost_Mask,Opera Phantom Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5045,Magician_Hat,Magician Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5046,Bongun_Hat,Bongun Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5053,Spinx_Helm,Sphinx Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5066,Horn_Of_Succubus,Succubus Horn,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5068,Ear_Of_Devil's_Wing,Evil Wing Ears,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5072,Inccubus_Horn,Incubus Horn,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5074,Ear_Of_Angel's_Wing,Angel Wing Ears,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5085,Pair_Of_Red_Ribbon,Small Ribbons,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5087,Goblin_Mask_01,Poker Face,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5088,Goblin_Mask_02,Surprised Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5089,Goblin_Mask_03,Annoyed Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5090,Goblin_Mask_04,Goblin Leader Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5093,Blue_Coif_,Coif,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5096,Assassin_Mask_,Assassin Mask,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5104,Dark_Blindfold,Dark Blinder,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5106,Cone_Hat_INA,2nd Anniversary Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5111,Galapago_Cap,Galapago Cap,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5113,Angry_Mouth,Angry Snarl,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5116,Banana_Hat,Banana Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5118,Ear_Of_Puppy,Puppy Headband,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5119,Super_Novice_Hat_,Super Novice Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5120,Fedora_,Bucket Hat,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5122,Magni_Cap,Magni's Cap,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5123,Ulle_Cap,Ulle's Cap,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5124,Fricca_Circlet,Fricca's Circlet,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5125,Kiss_Of_Angel,Angel's Kiss,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5126,Morpheus's_Hood,Morpheus's Hood,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,5127,Morrigane's_Helm,Morrigane's Helm,Headgear,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
