Id,AegisName,Name,ClientName,ClientResource,ClientServerTag,CompatibilityTier,ResourceEvidenceIds,AppearanceEvidenceIds,Category,Type,SubType,Locations,EquipLevelMin,EquipLevelMax,Slots,ClientSlots,View,ClientClassNum,Refineable,Gradable,ShopPrice
15145,EvilDragon_Armor,Evil Dragon Armor,Evil Dragon Armor,»ç·æÀÇ°©¿Ê,jRO,regional_resource_reused,450001,,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15085,GN_Battle_Armor,Geneticist Battle Armor,Genetic Battle Armor,°Ôºê³×ÀÌÀÇ°©¿Ê,bRO,regional_resource_reused,"2354,2384",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15075,GC_Battle_Armor,Guillotine Cross Battle Armor,Guillotine Cross Battle Armor,Æ¯¼ö´ÑÀÚ½´Ã÷,bRO,regional_resource_reused,"15053,15056",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15079,NC_Battle_Armor,Mechanic Battle Armor,Mechanic Artisan Battle Armor,¹öÄÚ³Ê¿öºñ´Ã°©¿Ê,bRO,regional_resource_reused,15051,,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15084,WA_Battle_Armor,Performer Battle Armor,Performer Battle Armor,µå·¡°ïÀÇ¼û°á,bRO,regional_resource_reused,2527,,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15076,RA_Battle_Armor,Ranger Battle Armor,Ranger Battle Armor,½º³ªÀÌÇÎ½´Ã÷,bRO,regional_resource_reused,"2367,2381,2398",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15077,LG_Battle_Armor,Royal Guard Battle Armor,Royal Guard Battle Armor,Ç®ÇÃ·¹ÀÌÆ®¾Æ¸Ó,bRO,regional_resource_reused,"2341,2342,2368,15066",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15080,SC_Battle_Armor,Shadow Chaser Battle Armor,Shadow Chaser Battle Armor,»ç¹ÙÈåÀÇÅ¬·Î½º,bRO,regional_resource_reused,15038,,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15081,SR_Battle_Armor,Sura Battle Armor,Sura Battle Armor,Å¬·¹¸£½´Ã÷,bRO,regional_resource_reused,"15013,15047",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
15083,WL_Battle_Armor,Warlock Battle Armor,Archmage Battle Armor,Ä³½ºÆÃÀÇ·Îºê,bRO,regional_resource_reused,"2343,2360,15074,450232",,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
19281,Agenda_RobeJ,Agenda Robe,Assaulter Robe,ÀÇÁ¦ÀÇ·Îºê,jRO,regional_resource_reused,"15163,15164",,Armor,Armor,,Armor,100,0,1,1,0,0,True,False,200000
19282,Consultation_RobeJ,Consultation Robe,Eraser's Robe,ÀÇÁ¦ÀÇ·Îºê,jRO,regional_resource_reused,"15163,15164",,Armor,Armor,,Armor,100,0,1,1,0,0,True,False,200000
15209,Drake_Coat,Drake Coat,Drake Coat,Drake_Coat,jRO,regional_resource_reused,480174,,Armor,Armor,,Armor,100,0,1,1,0,0,True,False,200000
15149,Upgrade_Part_Plate_J,Guardian Unit,Guardian Unit,°­È­ÆÄÃ÷Àå°©,jRO,regional_resource_reused,"15111,15344",,Armor,Armor,,Armor,100,0,0,0,0,0,True,False,200000
450209,Imp_Powered_Suit,Imp Powered Suit,Improved Powered Suit,Imp_Powered_Suit,jRO,regional_resource_reused,"450405,450406,450407",,Armor,Armor,,Armor,100,0,1,1,0,0,True,False,200000
15148,Supplement_Part_Str_J,Powered Mail,Powered Mail,±Ù·Âº¸¿ÏÀåÄ¡,jRO,regional_resource_reused,"15110,15343",,Armor,Armor,,Armor,100,0,0,0,0,0,True,False,200000
15277,Doram_Ele_Suit_J,Special Doram Suit,Special Doram Suit,µµ¶÷¿Ê,jRO,regional_resource_reused,"15126,15129,15156",,Armor,Armor,,Armor,100,0,1,1,0,0,True,False,200000
15061,Egir_Armor,Egir Armor,Aegir Armor,¿¡±æ¾Æ¸Ó,jRO,regional_resource_reused,"15138,450164",,Armor,Armor,,Armor,110,0,1,1,0,0,True,False,200000
15243,Golden_Ninja_Suit_J,Bodyguard Suit,Bouncer's Suit,°ñµç´ÑÀÚ½´Ã÷,jRO,regional_resource_reused,15178,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15173,Cursed_Devils_Mail,Curse-Spell Mail,Cursed Magic Mail,ÀúÁÖ¹ÞÀº¾Ç¸¶ÀÇ¸ÞÀÏ,jRO,regional_resource_reused,15390,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15244,Mine_Worker_Vest_J,Miner's Vest,Miner's Vest,¸¶ÀÎ¿öÄ¿º£½ºÆ®,jRO,regional_resource_reused,15179,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15245,Hippie_Cloth_J,Nature Suit,Great Nature Suit,È÷ÇÇÅ¬·Î½º,jRO,regional_resource_reused,15180,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15242,Robe_Of_Elemental_J,Spirit Robe,Spirit Robe,¿ø¼ÒÀÇ·Îºê,jRO,regional_resource_reused,15177,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15241,Vigilante_Suits_J,Vigilante Suit,Vigilante Suit,ÀÚ°æ´Ü½´Ã÷,jRO,regional_resource_reused,15176,,Armor,Armor,,Armor,130,0,1,1,0,0,True,False,500000
15187,Diva_Robe,Diva Robe,Diva Robe,µð¹Ù·Îºê,jRO,regional_resource_reused,"15250,450184",,Armor,Armor,,Armor,150,0,1,1,0,0,True,False,500000
15188,Mirage_Robe,Mirage Robe,Mirage Robe,¹Ì¶óÁê·Îºê,jRO,regional_resource_reused,"15383,450183",,Armor,Armor,,Armor,150,0,1,1,0,0,True,False,500000
15349,Brave_suit,Brave Suit,Brave Suit,¾îµå¹êÃÄ½´Ã÷,jRO,regional_resource_reused,"2305,2306,2352,2393,2394,2395,2396,15410",,Armor,Armor,,Armor,165,0,1,1,0,0,True,False,1000000
15213,YSF01_Plate_J,Y.S.F.0.1 Plate,Y.S.F.0.1 Plate (jRO),YSF01_Plate,jRO,regional_resource_reused,15212,,Armor,Armor,,Armor,170,0,1,1,0,0,True,False,1000000
20707,Kirin_Wing,Kirin Wing,Kirin Wings,±â¸°ÀÇ³¯°³,iRO,regional_resource_reused,20737,,Garments,Armor,,Garment,0,0,0,0,6,6,True,False,100000
2585,Muffler_Of_Valor,Muffler Of Valor,Muffler of Valor,¸ÓÇÃ·¯,idRO,regional_resource_reused,"2503,2504,2534,2548,2555,2556,2557,2558",,Garments,Armor,,Garment,0,0,0,0,0,0,False,False,100000
20938,Rudra_Wing,Seraphim's Wings,Rudra's Wings,·çµå¶óÀÇ³¯°³,twRO,regional_resource_reused,"20746,480055",,Garments,Armor,,Garment,0,0,1,1,8,8,True,False,100000
20767,Bravery_Bag_J,Adventurer's Backpack,Adventurer's Backpack,¸ðÇè°¡¹è³¶,jRO,regional_resource_reused,"2576,20817",,Garments,Armor,,Garment,1,0,0,0,0,0,True,False,100000
20706,Amistr_Bag,Amistr Bag,Amistr Bag,¾Æ¹Ì½ºÆ®¸£°¡¹æ,iRO,regional_resource_reused,"20802,20803,20804,20805,20806,20807,20808,20809",,Garments,Armor,,Garment,1,0,0,0,4,4,False,False,100000
20784,Amistr_Bag_J,Amistr Bag,Amistr Bag,¾Æ¹Ì½ºÆ®¸£°¡¹æ,jRO,regional_resource_reused,"20802,20803,20804,20805,20806,20807,20808,20809",,Garments,Armor,,Garment,1,0,1,1,4,4,False,False,100000
20768,Archangel_Wing_J,Archangel Wing,Large Angel Wings,´ëÃµ»çÀÇ³¯°³,jRO,regional_resource_reused,"2573,20765,480069",,Garments,Armor,,Garment,1,0,0,0,1,10,True,False,100000
20915,Doram_Only_Cape_J,Doram Cape,Doram Cape,µµ¶÷¸ÁÅä,jRO,regional_resource_reused,"20788,20789,20790",,Garments,Armor,,Garment,1,0,1,1,0,0,True,False,100000
20916,Doram_High_Cape_J,High-End Doram Cape,Luxury Doram Cape,µµ¶÷¸ÁÅä,jRO,regional_resource_reused,"20788,20789,20790",,Garments,Armor,,Garment,1,0,1,1,0,0,True,False,100000
20812,Kirin_Wing_J,Kirin Wing,Wings of Kirin,±â¸°ÀÇ³¯°³,jRO,regional_resource_reused,20737,,Garments,Armor,,Garment,1,0,1,1,6,0,True,False,100000
20778,RedLotus_Stole,Red Lotus Stole,Crimson Stole,È«·ÃÀÇ½ºÅç,jRO,regional_resource_reused,20834,,Garments,Armor,,Garment,1,0,1,1,0,0,True,False,100000
20861,SwordWing_J,Sword Wing,Sword Wings,°ËÀÇ³¯°³,jRO,regional_resource_reused,20510,,Garments,Armor,,Garment,1,0,1,1,19,19,True,False,100000
20712,Valkyrie_Cape,Valkyrie Cape,Valkyrie Cape,ÇÁ·¹ÀÌ¾ßÀÇ¸ÁÅä,jRO,regional_resource_reused,"2533,2559,20801",,Garments,Armor,,Garment,1,0,1,1,0,0,True,False,100000
20830,Seraphim_Wing_J2,Wings of Seraph,Wings of Seraph,·çµå¶óÀÇ³¯°³,jRO,regional_resource_reused,"20746,480055",,Garments,Armor,,Garment,1,0,1,1,8,8,True,False,100000
20783,Hero_Cape,Hero Manteau,Hero Manteau,¿µ¿õÀÇ¸ÁÅä,jRO,regional_resource_reused,480003,,Garments,Armor,,Garment,10,0,1,1,0,0,True,False,100000
20725,Ribbon_Piamat,Ribbon Piamat,Piamette Ribbon,ÇÇ¾Æ¸äÆ®ÀÇ¸®º»,jRO,regional_resource_reused,19097,,Garments,Armor,,Garment,30,0,1,1,7,7,True,False,100000
2588,Ragamuffin_Cape_,Ragamuffin Cape,Ragamuffin Manteau,´©´õ±â¸ÁÅä,jRO,regional_resource_reused,"2508,2540",,Garments,Armor,,Garment,40,0,1,1,0,0,True,False,100000
2599,Goibne_Shoulder_Arms_,Goibne's Spaulders,Goibne's Spaulders,°Ôºê³×ÀÌ¾î±úÀå½Ä,jRO,regional_resource_reused,2520,,Garments,Armor,,Garment,54,0,1,1,0,0,True,False,100000
2572,Katabart_Sholder,Katabart Sholder,Catapult Shoulder,Æúµå·±,jRO,regional_resource_reused,"2514,480219",,Garments,Armor,,Garment,70,0,1,1,0,0,True,False,100000
20766,Beam_Of_Light_Manteau,Radiance Manteau,Radiance Manteau,±¤¸ÁÀÇ¸ÁÅä,jRO,regional_resource_reused,20779,,Garments,Armor,,Garment,70,0,1,1,0,0,True,False,100000
20813,Clack_Of_Servival_,Survivor's Manteau,Manteau of Survival,»ýÁ¸ÀÇ¸ÁÅä,jRO,regional_resource_reused,"2509,2535",,Garments,Armor,,Garment,75,0,1,1,0,0,True,False,100000
20719,BF_Hood,Battle Cape,Battle Shawl,½ÃÁî¸ÁÅä,bRO,regional_resource_reused,"2586,480217",,Garments,Armor,,Garment,99,0,0,0,0,0,True,False,100000
20907,Fairy_Cloth,Fairy Cloth,Fairy Cloth,Fairy_Cloth,jRO,regional_resource_reused,20944,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20777,Upgrade_Part_Engine_J,Guardian Engine,Guardian Engine,°­È­ÆÄÃ÷¿£Áø,jRO,regional_resource_reused,20733,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20952,Anony_As_Muffler,Mysterious Muffler,Mysterious Muffler,¿¡·¹¸Þ½º½ºÄ«ÇÁ,jRO,regional_resource_reused,20405,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20859,Phreeoni_Wing,Phreeoni Wings,Phreeoni Wings,Phreeoni_Wing,jRO,regional_resource_reused,450217,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20776,Supplement_Part_Con_J,Powered Tank,Powered Tank,Ã¼·Âº¸¿ÏÀåÄ¡,jRO,regional_resource_reused,20732,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
450176,Supplement_Part_Wing,Powered Wing,Powered Wing,Supplement_Part_Wing,jRO,regional_resource_reused,"480124,480125,480197",,Garments,Armor,,Garment,100,0,0,1,0,0,True,False,200000
480539,Royal_Nightwatch_US,Royal Nightwatch Cape,Royal Nightwatch Cape,C_H_Knight_Cloak,iRO,regional_resource_reused,420047,,Garments,Armor,,Garment,100,0,1,1,0,0,True,True,200000
20917,Doram_Ele_Cape_J,Special Doram Cape,Exlusive Doram Cape,µµ¶÷¸ÁÅä,jRO,regional_resource_reused,"20788,20789,20790",,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20846,Temporal_Manteau,Temporal Manteau,Temporal Manteau,Temporal_Manteau,jRO,regional_resource_reused,"20963,20964,20965,20966,20967,20968",,Garments,Armor,,Garment,100,0,1,1,0,13,True,False,200000
20814,Wakwak_Manteau,Wakwak Manteau,Wakwak Manteau,pp¸ÁÅä,jRO,regional_resource_reused,480000,,Garments,Armor,,Garment,100,0,1,1,0,0,True,False,200000
20700,Egir_Manteau,Egir Manteau,Aegir Mantle,¿¡±æ¸ÁÅä,jRO,regional_resource_reused,"20756,480083",,Garments,Armor,,Garment,110,0,1,1,0,0,True,False,200000
20900,Golden_Scarf_J,Bouncer's Scarf,Bodyguard's Scarf,°ñµç½ºÄ«ÇÁ,jRO,regional_resource_reused,20821,,Garments,Armor,,Garment,130,0,1,1,0,0,True,False,500000
20818,Cursed_Devils_Manteau,Curse-Spell Manteau,Cursed Magic Manteau,ÀúÁÖ¹ÞÀº¾Ç¸¶ÀÇ¸ÁÅä,jRO,regional_resource_reused,20945,,Garments,Armor,,Garment,130,0,1,1,0,0,True,False,500000
20827,Diva_Manteau,Diva Manteau,Diva Manteau,µð¹Ù¸ÁÅä,jRO,regional_resource_reused,"20906,480104",,Garments,Armor,,Garment,150,0,1,1,0,0,True,False,500000
20828,Mirage_Manteau,Mirage Manteau,Mirage Manteau,¹Ì¶óÁê¸ÁÅä,jRO,regional_resource_reused,"20939,480103",,Garments,Armor,,Garment,150,0,1,1,0,0,True,False,500000
20924,Brave_muffler,Brave Muffler,Brave Muffler,¿ïÇÁÇìµò,jRO,regional_resource_reused,"2531,2549,2560",,Garments,Armor,,Garment,165,0,1,1,0,0,True,False,1000000
20858,YSF01_Manteau_J,Y.S.F.0.1 Manteau,Y.S.F.0.1 Manteau (jRO),YSF01_Manteau,jRO,regional_resource_reused,20856,,Garments,Armor,,Garment,170,0,1,1,0,0,True,False,1000000
18845,Banshee_Master_Kiss,Banshee Master Kiss,Banshee Master Kiss,¹ê½Ã¸¶½ºÅÍÀÇÅ°½º,iRO,regional_resource_reused,20201,20201,Headgear,Armor,,Head_Low,0,0,0,0,959,959,False,False,100000
18611,Black_Glasses_,Black Glasses,Black Frame Glasses,°ËÀº»ÔÅ×¾È°æ,iRO,regional_resource_reused,"5401,19722","5401,19722",Headgear,Armor,,Head_Mid,0,0,1,1,404,404,False,False,100000
5506,Blue_Pajamas_Hat,Blue Night Cap,Blue Pajamas Hat,ÆÄ¶õÆÄÀÚ¸¶¸ðÀÚ,idRO,regional_resource_reused,19866,19866,Headgear,Armor,,Head_Top,0,0,0,0,501,501,True,False,100000
18819,Blue_Pencil_In_Mouth,Blue Pencil In Mouth,Blue Pencil in Mouth,ÀÔ¿¡¹«´ÂÆÄ¶õ¿¬ÇÊ,jRO,regional_resource_reused,31927,31927,Headgear,Armor,,Head_Low,0,0,0,0,932,932,False,False,100000
18659,Boitata_Hat,Boitata Hat,Boitata Hat,º¸ÀÌÅ¸Å¸¸ðÀÚ,iRO,regional_resource_reused,"15889,400109","15889,400109",Headgear,Armor,,"Head_Mid,Head_Top",0,0,1,1,808,808,True,False,100000
18782,Butterfly_Wing_Ear_J,Butterfly Wing Ear,Butterfly Wing Ear,³ªºñ³¯°³±Í,jRO,regional_resource_reused,19509,19509,Headgear,Armor,,Head_Mid,0,0,0,0,695,695,False,False,100000
18739,Carnation_Hairband,Carnation Hairband,Carnation Hairband,Ä«³×ÀÌ¼Ç¸Ó¸®¶ì,iRO,regional_resource_reused,19800,19800,Headgear,Armor,,Head_Top,0,0,0,0,878,878,True,False,100000
5563,Dolor_Hat,Dolor Hat,Dolor Hat,°í³úÀÇ¸ðÀÚ,jRO,regional_resource_reused,"25145,400023,400465","400023,400465",Headgear,Armor,,Head_Top,0,0,1,1,547,547,False,False,100000
18735,Drooping_Elven_Ears,Drooping Elven Ears,Fairy Ears,Å¸·¹¿äÁ¤ÀÇ±Í,jRO,regional_resource_reused,"19039,20136","19039,20136",Headgear,Armor,,Head_Mid,0,0,0,0,875,875,False,False,100000
18812,Elder_Crown,Elder Crown,Elder Crown,¿¤´õÅ©¶ó¿î,jRO,regional_resource_reused,400373,400373,Headgear,Armor,,Head_Top,0,0,1,1,933,933,True,False,100000
18747,Eyes_Of_Ifrit,Eyes Of Ifrit,Eyes of Ifrit,ÀÌÇÁ¸®Æ®ÀÇ´«,iRO,regional_resource_reused,20221,20221,Headgear,Armor,,Head_Mid,0,0,1,1,886,886,False,False,100000
5612,F_Blue_Drooping_Kitty,F Blue Drooping Kitty,Blue Drooping Cat,ÆÄ¶û´Ã¾îÁø°í¾çÀÌ,iRO,regional_resource_reused,5233,5233,Headgear,Armor,,Head_Top,0,0,0,0,277,277,True,False,100000
5619,F_Bunny_Band_,F Bunny Band,Evolved Bunny Band,Åä³¢¸Ó¸®¶ì,iRO,regional_resource_reused,"2214,5218,5266,5553,18764,19625,400003","1550,1552,1559,1560,1561,1562,1563,1564",Headgear,Armor,,Head_Top,0,0,0,0,15,15,True,False,100000
5618,F_Cat_Hat,F Cat Hat,Neko Mimi,°í¾çÀÌ¸ðÀÚ,iRO,regional_resource_reused,"5099,31171","5099,31171",Headgear,Armor,,Head_Top,0,0,0,0,182,182,True,False,100000
5633,F_Drooping_Bunny_,F Drooping Bunny,Drooping Bunny,´Ã¾îÁøÅä³¢,iRO,regional_resource_reused,"5198,5290,5459,19878","5198,5290,5459,19878,480505",Headgear,Armor,,Head_Top,0,0,0,0,249,249,True,False,100000
5645,F_Fantastic_Wig,F Fantastic Wig,Fantastic Wig,È¯»óÀûÀÎ°¡¹ß,iRO,regional_resource_reused,5276,5276,Headgear,Armor,,"Head_Mid,Head_Top",0,0,0,0,308,308,True,False,100000
5640,F_Jumping_Poring,F Jumping Poring,Jumping Poring,ÆúÂ¦ÀÌ´ÂÆ÷¸µ,iRO,regional_resource_reused,"5335,5770,19675","5335,19675",Headgear,Armor,,Head_Top,0,0,0,0,349,349,False,False,100000
5652,F_Magestic_Goat_C,F Magestic Goat C,Majestic Goat,¸¶Á¦½ºÆ½°í¿ìÆ®,iRO,regional_resource_reused,"2256,5160,5217,5280,5683,19549","1123,1128,2256,5160,5217,5280,5683,19549",Headgear,Armor,,Head_Top,0,0,0,0,41,41,False,False,100000
5620,F_Magestic_Goat_TW,F Magestic Goat TW,Evolved Majestic Goat,¸¶Á¦½ºÆ½°í¿ìÆ®,iRO,regional_resource_reused,"2256,5160,5217,5280,5683,19549","1123,1128,2256,5160,5217,5280,5683,19549",Headgear,Armor,,Head_Top,0,0,0,0,41,41,True,False,100000
5622,F_Mini_Propeller_,F Mini Propeller,Mini Propeller,ÇÁ·ÎÆç¶ó_,iRO,regional_resource_reused,5226,5226,Headgear,Armor,,Head_Top,0,0,0,0,270,270,True,False,100000
5628,F_Pecopeco_Hairband,F Pecopeco Hairband,Pecopeco Hairband,ÆäÄÚÆäÄÚ¸Ó¸®¶ì,iRO,regional_resource_reused,5286,5286,Headgear,Armor,,Head_Top,0,0,0,0,314,314,False,False,100000
5637,F_Pink_Fur_Hat,F Pink Fur Hat,Pink Beanie,ºÐÈ«ÅÐ¸ðÀÚ,iRO,regional_resource_reused,"5237,20237","5237,20237",Headgear,Armor,,Head_Top,0,0,0,0,281,281,True,False,100000
5636,F_Ramen_Hat,F Ramen Hat,Ramen Hat,¶ó¸é¸ðÀÚ,iRO,regional_resource_reused,"5293,12395",5293,Headgear,Armor,,Head_Top,0,0,0,0,320,320,False,False,100000
5624,F_Red_Glasses,F Red Glasses,Red Glasses,»¡°£¾È°æ,iRO,regional_resource_reused,5288,5288,Headgear,Armor,,Head_Mid,0,0,0,0,316,316,False,False,100000
5621,F_Sheep_Hat,F Sheep Hat,Sheep Hat,¾ç¸ðÀÚ,iRO,regional_resource_reused,"5133,31163","5133,31163",Headgear,Armor,,Head_Top,0,0,0,0,205,205,False,False,100000
5614,F_Smoking_Pipe_,F Smoking Pipe,Evolved Pipe,ÆÄÀÌÇÁ´ã¹è,iRO,regional_resource_reused,"2268,5220,20091","1463,1464,1465,2268,5220,20091,31737",Headgear,Armor,,Head_Low,0,0,0,0,55,55,False,False,100000
5646,F_Whisper_Mask,F Whisper Mask,Whisper Mask,À§½ºÆÛ¸¶½ºÅ©,iRO,regional_resource_reused,5294,5294,Headgear,Armor,,"Head_Low,Head_Mid,Head_Top",0,0,0,0,321,321,False,False,100000
5642,F_Yellow_Wizardry_Hat,F Yellow Wizardry Hat,Yellow Mage Hat,³ë¶û¸¶¹ý»çÀÇ¸ðÀÚ,iRO,regional_resource_reused,5242,5242,Headgear,Armor,,Head_Top,0,0,0,0,286,286,True,False,100000
18801,Gale_Hairband,Gale Hair Ornament,Gale Hair Ornament,ÀÎµð¾È±êÅÐ¸Ó¸®¶ì,jRO,regional_resource_reused,31144,31144,Headgear,Armor,,Head_Top,0,0,0,0,809,809,True,False,100000
18621,Gangster_Mask_A,Gangster Mask A,Mobster's Disguise,½ÃÀ§¿ë¸¶½ºÅ©,iRO,regional_resource_reused,2265,"1410,1411,2265,20575,630003,630008,630009,630012",Headgear,Armor,,Head_Low,0,0,0,0,52,52,False,False,100000
18925,GodOfWinds_Fan,God of Winds Fan,Wind Fan,Ç³½ÅÀÇºÎÃ¤,jRO,regional_resource_reused,"31304,31319","31304,31319",Headgear,Armor,,Head_Low,0,0,0,0,1051,1051,False,False,100000
18842,Hat_Of_Girl,Hat Of Girl,Hat of Girl,¼Ò³àÀÇ¸ðÀÚ,iRO,regional_resource_reused,20372,20372,Headgear,Armor,,Head_Top,0,0,1,1,956,956,True,False,100000
18578,Helm_Of_Valor,Helm Of Valor,Helm of Valor,°Ôºê³×ÀÌÅõ±¸,idRO,regional_resource_reused,5128,"5128,19366",Headgear,Armor,,Head_Top,0,0,0,0,258,258,False,False,100000
18660,Indi_Feather_Band,Indian Feather Headband,Indian Feather Headband,ÀÎµð¾È±êÅÐ¸Ó¸®¶ì,iRO,regional_resource_reused,31144,31144,Headgear,Armor,,Head_Top,0,0,1,1,809,809,True,False,100000
18919,Jack_Castle_Bat,Jack Castle Bat,Jack Castle Bat,ÀèÄ³½½¹èÆ®,iRO,regional_resource_reused,20034,20034,Headgear,Armor,,Head_Low,0,0,0,0,1041,1041,False,False,100000
18554,King_Prawn_Hat,King Prawn Hat,King Prawn Hat,¿Õ»õ¿ì¸ðÀÚ,jRO,regional_resource_reused,19857,19857,Headgear,Armor,,Head_Top,0,0,0,0,728,728,False,False,100000
18546,Lover_In_Mouth,Lover In Mouth,Sweetheart Gum of Mouth,ÀÔ¾ÈÀÇ¿¬ÀÎ,jRO,regional_resource_reused,"19080,20305","19080,20305",Headgear,Armor,,Head_Low,0,0,0,0,720,720,False,False,100000
18649,Lude_Mask,Lude Mask,Lude Mask,·çµå¸¶½ºÅ©,jRO,regional_resource_reused,19918,19918,Headgear,Armor,,"Head_Low,Head_Mid",0,0,0,0,802,802,False,False,100000
18594,Magni_Cap_,Magni Cap,Magni's Cap,¸Þ±äÄ¸,jRO,regional_resource_reused,"5122,20186","5122,20186,480506",Headgear,Armor,,Head_Top,0,0,1,1,250,250,True,False,100000
5475,Cube_Mask,Mask Cube,Gozarian Hat,Å¥ºê¸¶½ºÅ©,jRO,regional_resource_reused,"19531,19919","19531,19919",Headgear,Armor,,"Head_Low,Head_Mid",0,0,0,0,472,472,False,False,100000
5869,Mimic_Egg_Shell,Mimic Egg Shell,Mimic Egg Shell,¹Ì¹Í¾Ë²®Áú,bRO,regional_resource_reused,"19341,31467","19341,31467",Headgear,Armor,,Head_Top,0,0,0,0,999,999,True,False,100000
18591,Mini_Glasses_,Mini Glasses,Mini Glasses,¹Ì´Ï±Û·¡½º,iRO,regional_resource_reused,"2260,19218,20125","2260,19218,20125,20570",Headgear,Armor,,Head_Mid,0,0,1,1,47,47,False,False,100000
18598,Mini_Tree_J,Mini Tree J,Holy Xmas Tree,¹Ì´ÏÆ®¸®,jRO,regional_resource_reused,"18553,19955","18553,19955",Headgear,Armor,,Head_Top,0,0,1,1,727,727,False,False,100000
18583,Navy_Drooping_Kitty,Navy Drooping Kitty,Navy Drooping Kitty,³²»ö´Ã¾îÁø°í¾çÀÌ,iRO,regional_resource_reused,400193,400193,Headgear,Armor,,Head_Top,0,0,0,0,749,749,True,False,100000
5468,Parade_Cap,Parade Hat,Parade Hat,ÆÛ·¹ÀÌµå¸ðÀÚ,jRO,regional_resource_reused,"5583,400138,400140","5583,400138,400140",Headgear,Armor,,Head_Top,0,0,1,1,465,465,True,False,100000
5871,Picky_Egg_Shell,Picky Egg Shell,Picky Egg Shell,ÇÈÅ°¾Ë²®Áú,bRO,regional_resource_reused,400557,400557,Headgear,Armor,,Head_Top,0,0,0,0,1001,1001,True,False,100000
5507,Pink_Pajamas_Hat,Pink Night Cap,Pink Pajamas Hat,ÇÎÅ©ÆÄÀÚ¸¶¸ðÀÚ,bRO,regional_resource_reused,19867,19867,Headgear,Armor,,Head_Top,0,0,0,0,502,502,True,False,100000
18535,Pumpkin_Hat_2010,Pumpkin Hat 2010,Pumpkin Hat 2010,È£¹Ú¸ðÀÚ,jRO,regional_resource_reused,"5134,5202,5356,5668,20225","5134,5202,5356,5668,20225",Headgear,Armor,,Head_Top,0,0,0,0,206,206,True,False,100000
18778,Pink_Bunny_Band_J,Rabbit Hairband (Peach),Pink Bunnyband,ºÐÈ«Åä³¢¸Ó¸®¶ì,jRO,regional_resource_reused,19586,19586,Headgear,Armor,,Head_Top,0,0,0,0,898,898,True,False,100000
18790,Rainbow_Poring_Hat,Rainbow Poring Hat,Rainbow Poring Hat,¹«Áö°³Æ÷¸µ¸ðÀÚ,bRO,regional_resource_reused,19676,19676,Headgear,Armor,,Head_Top,0,0,1,1,900,900,True,False,100000
18834,Sakura_Hairband,Sakura Hairband,Sakura Hairband,»çÄí¶ó¸Ó¸®¶ì,jRO,regional_resource_reused,20437,20437,Headgear,Armor,,Head_Top,0,0,0,0,949,949,True,False,100000
18791,Shrine_Maiden_Hat,Shrine Maiden Hat,Shrine Maiden Hat,¼ºÀÚÀÇ¸®º»¸ðÀÚ,iRO,regional_resource_reused,19894,19894,Headgear,Armor,,Head_Top,0,0,1,1,908,908,True,False,100000
18841,Small_Poring_Band,Small Poring Band,Small Poring Band,½º¸ôÆ÷¸µ¸Ó¸®¶ì,iRO,regional_resource_reused,20447,20447,Headgear,Armor,,Head_Top,0,0,1,1,955,955,True,False,100000
18538,Devil_Whisper,Spirit Whispers,Spirit Whispers,¾Ç¸¶ÀÇ¼Ó»èÀÓ,jRO,regional_resource_reused,19542,19542,Headgear,Armor,,Head_Mid,0,0,0,0,712,712,False,False,100000
18923,RokBlackCat,Stylist Black Cat Ear,Stylish Black Cat Ears,ÈÖÄÉ¹ÙÀÎÀÇ±Í,bRO,regional_resource_reused,"5360,19134,19643,400153","5360,19134,19643,400153",Headgear,Armor,,Head_Top,0,0,1,1,368,368,True,False,100000
18827,Valkyrie_Circlet,Valkyrie Circlet,Valkyrie Circlet,¹ßÅ°¸®ÀÇ¼­Å¬¸´,jRO,regional_resource_reused,5909,5909,Headgear,Armor,,Head_Top,0,0,1,1,940,940,True,False,100000
