Id,AegisName,Name,Category,Reason
15113,Exorcist_Mail,Exorcist Mail,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¿¢¼Ò½Ã½ºÆ®¸ÞÀÏ)"
15115,Rose_Robe,Rose Robe,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Àå¹Ì·Îºê)"
15123,Whikebain_Suit,Whikebain Suit,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÈÖÄÉ¹ÙÀÎÀÇ½´Æ®)"
15124,Father_Mail,Holy Father Mail,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÆÄ´õ¸ÞÀÏ)"
15125,FemaleDiver_Clothe,Female Diver's Suit,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÇØ³àÀÇ¿Ê)"
15127,Female_Poring_Earmuff,Poring Girl Earrings,Headgear,"Regional headgear appearance ClassNum has no non-regional reuse evidence (Server=bRO, ClassNum=1162)"
15130,Dragon_Mail,Dragon Mail,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µå·¡°ï¸ÞÀÏ)"
15135,Dragon_Cloth,Dragon Cloth,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µå·¡°ïÅ¬·Î½º)"
15136,Tatenasi_Armor,Old Tatenasi Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=³°ÀºÅ¸Å×³ª½ÃÀÇ°©¿Ê)"
15137,Tatenasi_Armor_,Tatenasi Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Å¸Å×³ª½ÃÀÇ°©¿Ê)"
15140,Natural_Cloth,Natural Cloth,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=³»Ãò·²Å¬·Î½º)"
15142,Orca_Cloth,Orca Cloth,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¿À¸£Ä«Å¬·Î½º)"
15143,Vermin_Cloth,Vermin Cloth,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¹ö¹ÎÅ¬·Î½º)"
15144,Agricul_Cloth,Agriculture Clothes,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾î±×¸®ÄÃÅ¬·Î½º)"
15165,PureWhite_Marching_Hat,Pure White Marching Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼ø¹éÀÇ¸¶ÄªÇÞ)"
15169,Kardui_Robe,Kardui Robe,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Ä«¸£µàÀÌÀÇ¹ýÀÇ)"
15171,Angeling_Suit,Angeling Suit,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¿£Á©¸µ¼öÆ®)"
15189,Einherial_Armor,Einherjar Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾ÆÀÎÇì¸®¾óÀÇ°©¿Ê)"
15191,Khalitzburg_Armor,Khalitzburg Knight Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Ä®¸®Ã÷¹ö±×±â»ç´ÜÀÇ°©¿Ê)"
15204,Abyss_Dress,Abyss Dress,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Abyss_Dress)"
15205,Holy_Coat,Medical Scrubs,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Holy_Coat)"
15208,Rora_Plate_Mail,Lola's Plate Mail,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=·Î¶óÀÇÇÃ·¹ÀÌÆ®¸ÞÀÏ)"
15237,Gods_Armor,God's Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ÅÀÇ°©¿Ê)"
15249,Antonio_Coat,Antonio's Coat,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Antonio_Coat)"
15283,Armor_of_Rosary,Mighty Black Threaded Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Armor_of_Rosary)"
15352,Nature_Dress,Nature Dress,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Nature_Dress)"
15374,lunar_eclipse_Armor_,Lunar Eclipse Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=lunar_eclipse_Armor_)"
15375,lunar_eclipse_Armor,Old Eclipse Outfit,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=lunar_eclipse_Armor)"
15384,Rite_Robe,Ritual Robe,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Rite_Robe)"
15386,Kings_Mail,King's Mail,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=KingsMail)"
15387,Jirant_Dress,Witch's Dress,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=JirantDress)"
15405,Fafnir_Scale_J,Fafnir Scale,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Fafnir_Scale)"
15407,WhiteknightArmor,Whiteknight Armor,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=WhiteknightArmor)"
15417,Armor_of_Purple_Thread,Armor of Purple Thread,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Armor_of_Purple_Thread)"
15419,Armor_of_White_Thread,Armor of White Thread,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Armor_of_White_Thread)"
15420,Icefall_Dress,Icefall Dress,Armor,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Icefall_Dress)"
15897,Rebirth_Circlet,Rebirth Crown,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Rebirth_Circlet)"
16049,Mace_of_Trust,Thunder Hammer,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½Å·ÚÀÇ¸ÞÀÌ½º)"
16050,Mace_of_Trust2,[Rental] Hunting Hammer,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Overfishing_Mace)"
16053,Lora_Iron_Ball,Lora's Iron Flail,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=·Î¶óÀÇÃ¶±¸)"
16055,UnrivaledMace,Unrivaled Mace,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½Å·ÚÀÇ¸ÞÀÌ½º)"
16057,Blue_Mace,Blue Mace,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÏº®Ãß)"
16087,Variant_Mace,Abyss Mace,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µ¥¸ó¸ÞÀÌ½º)"
18129,Ixion_Wing_S,Ixion Wing,Weapons,"Regional weapon View/SubType has no non-regional reuse evidence (Server=jRO, View=11, SubType=Bow)"
18133,Bow_of_Trust,Lightning Bow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½Å·ÚÀÇÈ°)"
18142,UnrivaledBow,Unrivaled Bow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½Å·ÚÀÇÈ°)"
18143,Avenger_Hunter_Bow,Avenger Hunter Bow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾îº¥ÀúÇåÅÍº¸¿ì)"
18144,Blue_Bow,Blue Bow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÏº®±Ã)"
18154,Neev_Hunter_Bow,Neev Hunter Bow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_Hunter_Bow)"
18155,Neev_CrossBow,Neev CrossBow,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_CrossBow)"
18177,Variant_Wing,Abyss Wing,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µ¥¸óÀ®)"
18509,RWC2010_Indonesia,RWC2010 Indonesia,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=RWC2010ÀÎµµ³×½Ã¾Æ)"
18510,Blood_Angel_Hair_Band,Blood Angel Hair Band,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºí·¯µðÃµ»çÀÇ¸Ó¸®¶ì)"
18511,Blood_Angel_Wing_Ear,Blood Angel Wing Ear,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºí·¯µðÃµ»ç³¯°³±Í)"
18524,Dokkebi_Mask,Dokkebi Mask,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µµ±úºñ°¡¸é)"
18531,Drooping_Permeter,Drooping Permeter,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=´Ã¾îÁøÆÛ¸ÓÅÍ)"
18533,Honeybee_Hat,Honey Bee Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=²Ü¹ú¸ðÀÚ)"
18534,Fancy_Phantom_Mask,Fancy Phantom Mask,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=È­·ÁÇÑÆÒÅÒ¸¶½ºÅ©)"
18539,Skull_Cap,Skull Cap,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ºÄÃÄ¸)"
18540,Evil_Mask,Evil Mask,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾Ç¸¶ÀÇ°¡¸é)"
18541,Little_Fhat,Little Feather Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¸®Æ²Æä´õÇÞ)"
18547,Campus_Festival,Campus Festival,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Ä·ÆÛ½ºÆä½ºÆ¼¹ß)"
18548,Tiny_Hat,Tiny Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Å¸ÀÌ´Ï¸ðÀÚ)"
18549,Butterfly_Hairpin,Butterfly Hairpin,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=³ªºñ¸Ó¸®ÇÉ)"
18551,Galaxy_Circlet,Galaxy Circlet,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=°¶·°½Ã¼­Å¬¸´)"
18561,B_Feather_Beret,B Feather Beret,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°ËÀº±êÅÐº£·¹¸ð)"
18562,Bone_Hat,Bone Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÇØ°ñ¸ðÀÚ)"
18571,Lucky_Hat,Lucky Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Çà¿îÀÇ¸ðÀÚ)"
18573,White_Feather,White Feather,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=È­ÀÌÆ®Æä´õ)"
18575,Wunderkammer,Wunderkammer,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºê´ÙÄ­¸¶)"
18576,YinYang_Earring,YinYang Earring,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÅÂ±Ø±Í°ÉÀÌ)"
18582,Blue_Tiger_Mask,Blue Tiger Mask,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÆÄ¶õÅ¸ÀÌ°Å¸¶½ºÅ©)"
18584,Brown_Drooping_Kitty,Brown Drooping Kitty,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°¥»ö´Ã¾îÁø°í¾çÀÌ)"
18585,Orange_Bunny_Hairband,Orange Bunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¿À·»ÁöÅä³¢¸Ó¸®¶ì)"
18586,Violet_Bunny_Hairband,Violet Bunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¹ÙÀÌ¿Ã·¿Åä³¢¸Ó¸®¶ì)"
18587,Blue_Bunny_Hairband,Blue Bunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºí·çÅä³¢¸Ó¸®¶ì)"
18588,Silvah_Bunny_Hairband,Silver Bunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=½Ç¹öÅä³¢¸Ó¸®¶ì)"
18589,Strawberry_Hat,Strawberry Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=µþ±â¸ðÀÚ)"
18592,Nestea_Hat,Nestea Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=³×½ºÆ¼¸ðÀÚ)"
18604,Falcon_Mask,Falcon Mask,Headgear,"Regional headgear appearance ClassNum has no non-regional reuse evidence (Server=jRO, ClassNum=782)"
18605,Dark_Age,Dark Age,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=´ÙÅ©¿¡ÀÌÁö)"
18606,Tear_Drop,Tear Drop,Headgear,"Regional headgear appearance ClassNum has no non-regional reuse evidence (Server=jRO, ClassNum=767)"
18610,7th_Anni_Hat_B,7th Anni Hat B,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=idRO, Resource=7ÁÖ³â±â³ä¸ðÀÚ_B)"
18614,Grim_Reaper_Hat,Grim Reaper Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÇØ°ñ¸ðÀÚ)"
18615,Injured_Eyepatch,Injured Eyepatch,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºÎ»óÀÚÀÇ¾È´ë)"
18616,Long_Tongue,Long Tongue,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±äÇú¹Ù´Ú)"
18617,Onigiri_In_Mouth,Onigiri In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÔ¿¡¹«´ÂÁÖ¸Ô¹ä)"
18620,Heart_Eyepatch,Heart Eyepatch,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÇÏÆ®¾È´ë)"
18622,Rocket_Helm1,Rocket Helm 1,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=1µî·ÎÄÏÅõ±¸)"
18623,Rocket_Helm2,Rocket Helm 2,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=2µî·ÎÄÏÅõ±¸)"
18624,Rocket_Helm3,Rocket Helm 3,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=3µî·ÎÄÏÅõ±¸)"
18625,Rocket_Helm_RWC,Rocket Helm RWC,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=idRO, Resource=RWC·ÎÄÏÅõ±¸)"
18628,Tare_Domovoi,Tare Brownie,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Å¸·¹µµ¸ðºÛÀÌ)"
18630,Alicel_Drooping_Doll,Drooping Alicel,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Ç®Á×Àº¿¤¸®½º¸ðÀÚ)"
18631,Ribbon_Chef_Hat,Ribbon Chef Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸®º»¿ä¸®»ç¸ðÀÚ)"
18636,Bridal_Ribbon,Bridal Ribbon,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=½ÅºÎÀÇ¸®º»)"
18638,Citron_Hat,Citron Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=À¯ÀÚ¸ðÀÚ)"
18641,Ribbon_Magic_Hat,Ribbon Magic Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸®º»¸¶¼ú»ç¸ðÀÚ)"
18642,Scissorhand_Model,Scissorhand Model,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°¡À§¼Õ¸ðÇü)"
18643,Rockhand_Model,Rockhand Model,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¹ÙÀ§¼Õ¸ðÇü)"
18644,Paperhand_Model,Paperhand Model,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=º¸¼Õ¸ðÇü)"
18646,Cow_Hat,Cow Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Á¥¼Ò¸ðÀÚ)"
18648,Tongue_Charm,Tongue Charm,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Çú¹Ù´ÚºÎÀû)"
18653,Deviruchi_Headphone,Deviruchi Headphone,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µ¥ºñ·çÄ¡ÇìµåÆù)"
18655,Goedo_Monocle,Goedo Monocle,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±«µµÀÇ¿Ü´«¾È°æ)"
18661,Trident_Helmet,Trident Helm,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=»ïÁöÃ¢Åõ±¸)"
18662,Antler_Fedora,Antler Fedora,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=»ç½¿»Ô½Å»ç¸ðÀÚ)"
18664,Blind_Glasses,Stunner Shades,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºí¶óÀÎµå¾È°æ)"
18665,Orange_In_Mouth,Orange In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÔ¿¡¹«´Â¿À·»Áö)"
18668,Droopy_Turtle_Hat,Droopy Turtle Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=´Ã¾îÁøÆÛ¸ÓÅÍ)"
18669,Cowhide_Hat,Cowhide Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¼Ò°¡Á×¸ðÀÚ)"
18670,Hankie_In_Mouth,Hankie In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÔ¿¡¹«´Â¼Õ¼ö°Ç)"
18674,Planewing_Hat,Planewing Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºñÇà³¯°³¸ðÀÚ)"
18675,Green_Apple_Hat,Green Apple Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Ã»»ç°ú¸ðÀÚ)"
18676,Hexagon_Spectacles,Hexagon Spectacles,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=À°°¢¾È°æ)"
18679,Abacus_In_Mouth,Abacus In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÔ¿¡¹«´ÂÁÖÆÇ)"
18680,Tw_Frog_Hat,Tw Frog Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°³±¸¸®¸ðÀÚ_´ë¸¸)"
18681,Puppy_Ears_Hat,Puppy Ears Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°­¾ÆÁö±Í¸ðÀÚ)"
18685,Stardust_Hairband,Stardust Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ºÅ¸´õ½ºÆ®Çì¾î¹êµå)"
18692,Mike_Hat,Mike Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸¶ÀÌÅ©¸ðÀÚ)"
18694,Red_Hood,Red Hood,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=»¡°£µÎ°Ç)"
18695,Phoenix_Crown,Phoenix Crown,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºÀÈ²°ü)"
18696,Orange_Hat,Orange Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¿À·»Áö¸ðÀÚ)"
18699,Starving_Fish_Hat,Starving Fish Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±¾ÁÖ¸°´ë¾î¸ðÀÚ)"
18701,Ancient_Civil_Man,Ancient Civil Man,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°í´ëÀÇ¹®°ü)"
18702,Shaving_Cream,Shaving Cream,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸éµµ¿ëÅ©¸²)"
18704,Drosera_Hairpin,Drosera Hairpin,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ÄÃæ½Ä¹°ÀÇÇì¾îÇÉ)"
18706,Can_Hat,Can Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Äµ¸ðÀÚ)"
18707,Maneater_Flower_Hat,Maneater Flower Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=½ÄÀÎ²É¸ðÀÚ)"
18709,Black_Knitted_Hat,Black Knitted Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºí·¢½º¿þÅÍ¸ðÀÚ)"
18714,Hippo_Hat,Hippo Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¹°¸Ô´ÂÇÏ¸¶¸ðÀÚ)"
18715,Helm_Of_Thoth,Helm Of Thoth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=ÅäÆ®½Å°üÀÇÅõ±¸)"
18716,Strawberry_In_Mouth,Strawberry In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÔ¿¡¹«´Âµþ±â)"
18718,Rose_Hairband,Rose Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Àå¹Ì¸Ó¸®¶ì)"
18726,Sky_Helm,Sky Helm,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ºÄ«ÀÌ¸ä)"
18727,Sedora_Hat,Sedora Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼¼µµ¶óÀÇ¸ðÀÚ)"
18729,MVP_Basketball,MVP Basketball,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=mvp³ó±¸¸ðÀÚ)"
18738,White_Boys_Hat,Boys White Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÇÏ¾áÇÐ»ý¸ð)"
18745,Choco_Stick_In_Mouth,Choco Stick In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÔ¿¡¹«´ÂÃÊÄÚ½ºÆ½)"
18748,Gold_Ingot_Poring_Hat,Gold Ingot Poring Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=±Ý¿øº¸Æ÷¸µÀÇ¸ðÀÚ)"
18749,Majoruros_Horn,Majoruros Horn,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸ÞÀÌÀú¿ì·Î½ºÀÇ»Ô)"
18750,Poker_Card_In_Mouth,Poker Card In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÔ¿¡¹«´ÂÆ÷Ä¿Ä«µå)"
18753,Tw_Rice_Ball,Tw Rice Ball,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=´ë¸¸ÁÖ¸Ô¹ä)"
18754,Blood_Sucker,Blood Sucker,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºí·¯µå¼­Ä¿)"
18758,Hat_Of_Scrat,Hat Of Scrat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=½ºÅ©·§¸ðÀÚ)"
18777,Aladdin_Lamp,Aladdin Lamp,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¾Ë¶óµòÀÇ·¥ÇÁ)"
18789,Poison_Spore_Hat,Poison Spore Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Æ÷ÀÌÁð½ºÆ÷¾Æ¸ðÀÚ)"
18792,Idn_Sakkat,Indonesian Independence Sakkat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=idRO, Resource=ÀÎµµ³×½Ã¾Æ»ñ°«)"
18797,Deep_Angel_Hairband,Deep Blue Angel Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=µöºí·çÃµ»çÀÇ¸Ó¸®¶ì)"
18798,Pink_Angel_Hairband,Pink Angel Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÇÎÅ©Ãµ»çÀÇ¸Ó¸®¶ì)"
18802,Boss_Hat,Poring Fedora Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=º¸½º¸ðÀÚ)"
18803,Rose_Cascade,Rose Cascade,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Àå¹ÌÄ«½ºÄ³Æ®)"
18804,Thornbush_Hairband,Thornbush Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=°¡½Ã³ª¹«Çì¾î¹êµå)"
18805,Eclipse_Hat,Eclipse Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÌÅ¬¸³½º¸ðÀÚ)"
18806,Black_Rabbit_Hat,Black Rabbit Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=°ËÀºÅä³¢¸ðÀÚ)"
18807,Yellow_Yuzu_Hat,Yellow Yuzu Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=³ë¶ûÀ¯ÀÚ¸ðÀÚ)"
18808,Wing_Form_Spectacle,Wing Style Spectacle,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=³¯°³¾È°æ)"
18809,8th_Anni_Hat_B,Bandana 8th Anniversary,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=7ÁÖ³â±â³ä¸ðÀÚ_B)"
18814,Angel_School_Cap,Angel School Cap,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Ãµ»çÇÐ»ý¸ð)"
18815,Devil_School_Cap,Devil School Cap,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¾Ç¸¶ÇÐ»ý¸ð)"
18816,Adv_Angel_School_Cap,Evoked Angel School Cap,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÁøÈ­µÈÃµ»çÇÐ»ý¸ð)"
18817,Adv_Devil_School_Cap,Evoked Devil School Cap,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÁøÈ­µÈ¾Ç¸¶ÇÐ»ý¸ð)"
18818,Red_Pencil_In_Mouth,Red Pencil In Mouth,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÔ¿¡¹«´Â»¡°£¿¬ÇÊ)"
18823,Imperial_Feather,Imperial Feather,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÓÆä¸®¾óÆä´õ)"
