item_id,aegis_name,display_name,item_type,price,occurrences,reset_uses,normal_uses,perfect_uses,upgrade_uses,enchant_database_ids,target_item_count,source_file,shop_page
1000782,Ice_F_Stone_Skill_26,Ice Magic Stone (Holy Judex),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000783,Ice_F_Stone_Skill_27,Ice Magic Stone (Milliduple),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000784,Ice_F_Stone_Skill_28,Ice Magic Stone (Cannon Empire),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000785,Ice_F_Stone_Skill_29,Ice Magic Stone (Thunder Blast),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000786,Ice_F_Stone_Skill_30,Ice Magic Stone (Hell Arrow),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000787,Ice_F_Stone_Skill_31,Ice Magic Stone (Aimed Rush),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000788,Ice_F_Stone_Skill_32,Ice Magic Stone (Breeze Shooting),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000789,Ice_F_Stone_Skill_33,Ice Magic Stone (Arrow Gale),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000790,Ice_F_Stone_Skill_34,Ice Magic Stone (Sound Metal),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000791,Ice_F_Stone_Skill_35,Ice Magic Stone (Rainstorm),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000792,Ice_F_Stone_Skill_36,Ice Magic Stone (Vulcan Shooting),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000793,Ice_F_Stone_Skill_37,Ice Magic Stone (Prominence Burst),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000794,Ice_F_Stone_Skill_38,Ice Magic Stone (Moon Kick),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000795,Ice_F_Stone_Skill_39,Ice Magic Stone (Flash Fall),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000796,Ice_F_Stone_Skill_40,Ice Magic Stone (Eswhoo),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000797,Ice_F_Stone_Skill_41,Ice Magic Stone (Espa),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000798,Ice_F_Stone_Skill_42,Ice Magic Stone (Curse Explosion),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000799,Ice_F_Stone_Skill_43,Ice Magic Stone (Death Hammer Dance),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000800,Ice_F_Stone_Skill_44,Ice Magic Stone (Fire Howling Tail),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000801,Ice_F_Stone_Skill_45,Ice Magic Stone (Storm Buster Trip),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000802,Ice_F_Stone_Skill_46,Ice Magic Stone (Flame Ice Wind),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000803,Ice_F_Stone_Skill_47,Ice Magic Stone (Cross Petal),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000804,Ice_F_Stone_Skill_48,Ice Magic Stone (Flame Wind),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000805,Ice_F_Stone_Skill_49,Ice Magic Stone (Life Force),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000806,Ice_F_Stone_Skill_50,Ice Magic Stone (Earth Power),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,5
1000807,Ice_F_Stone_Skill_51,Ice Magic Stone (Power of Savage),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,7
1000808,Ice_F_Stone_Skill_52,Ice Magic Stone (Hyper Melee),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000809,Ice_F_Stone_Skill_53,Ice Magic Stone (Hyper Range),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000810,Ice_F_Stone_Skill_54,Ice Magic Stone (Hyper Magic),Etc,20000,1,0,0,1,0,26,2,db/re/item_db_etc.yml,6
1000812,Snow_F_Stone1,Snowflower Gem,,20000,240,0,0,240,0,31;89;90;91;92;93;94,37,db/re/item_db_etc.yml,10
1000813,Snow_F_Stone2,Shining Snowflower Gem,,20000,236,0,0,236,0,31;89;90;91;92;93;94,37,db/re/item_db_etc.yml,9
1000814,Snow_F_Stone3,Brilliant Snow Flower Manastone,Etc,20000,213,0,0,213,0,31;89;90;91;92;93;94,37,db/re/item_db_etc.yml,1
1000874,Enchant_Ticket,Enchant Ticket,Etc,20000,200,4,8,72,116,15;20;21;22;23;25;32;65;66;67;98;104;106;107;108;109;110;111;114;115;116;125;126;127;129;130;131;134;135;136;165,159,db/re/item_db_etc.yml,3
1000995,Boost_C_Enchant_2,Booster Costume Premium Enchantment Ticket,Etc,20000,23,0,0,23,0,37;38,8,db/re/item_db_etc.yml,1
1001009,Evt_20th_Coin,20th Anniversary Coin,Etc,20000,1,0,0,1,0,51,1,db/re/item_db_etc.yml,1
1001029,EP19_D_P_Ore,Encroached Magical Ore,Etc,20000,3,0,0,3,0,95;96;97,6,db/re/item_db_etc.yml,3
1001030,EP19_N_P_Ore,Neutralized Magical Ore,Etc,20000,3,0,0,3,0,95;96;97,6,db/re/item_db_etc.yml,8
1001031,EP19_D_P_Crystal,Encroached Magical Crystal,Etc,20000,94,3,0,65,26,47;95;96;97;147;148;149,89,db/re/item_db_etc.yml,3
1001032,EP19_N_P_Crystal,Neutralized Magical Crystal,Etc,20000,94,3,0,65,26,47;95;96;97;147;148;149,89,db/re/item_db_etc.yml,8
1001033,EP19_D_P_Stone,Miasmal Spell,Etc,20000,27,0,0,3,24,47;95;96;97;148,50,db/re/item_db_etc.yml,8
1001034,EP19_S_F_1_Extract,Snow Flower Magic Stone Extract,Etc,20000,409,0,0,365,44,47;95;96;97;98;143;144;145;146;152;153;154;155,55,db/re/item_db_etc.yml,10
1001035,EP19_S_F_2_Extract,Shining Snow Flower Magic Stone Extract,Etc,20000,412,0,0,368,44,47;95;96;97;98;143;144;145;146;152;153;154;155,55,db/re/item_db_etc.yml,9
1001036,EP19_S_F_3_Extract,Brilliant Snow Flower Magic Stone Extract,Etc,20000,403,0,0,368,35,47;95;96;97;98;143;144;145;146;152;153;154;155,55,db/re/item_db_etc.yml,1
1001037,EP19_Gla_Extract,Glacier Extract,Etc,20000,130,0,0,86,44,47;95;96;97;143;144;145;146;152;153;154;155,52,db/re/item_db_etc.yml,4
1001100,Heros_Gold_Bar,Herosria Gold Bar,Etc,20000,6,1,0,5,0,56,3,db/re/item_db_etc.yml,4
1001101,Heros_Silver_Bar,Herosria Silver Bar,Etc,20000,5,0,0,5,0,56,3,db/re/item_db_etc.yml,4
1001102,Heros_Copper_Bar,Herosria Copper Bar,Etc,20000,5,0,0,5,0,56,3,db/re/item_db_etc.yml,4
1001103,Heros_Iron_Bar,Herosria Iron Bar,Etc,20000,5,0,0,5,0,56,3,db/re/item_db_etc.yml,4
1001109,Heros_Ruby,Herosria Ruby,Etc,20000,30,0,0,0,30,56,3,db/re/item_db_etc.yml,4
1001110,Heros_Topaz,Herosria Topaz,Etc,20000,30,0,0,0,30,56,3,db/re/item_db_etc.yml,4
1001111,Heros_Sapphire,Herosria Sapphire,Etc,20000,30,0,0,0,30,56,3,db/re/item_db_etc.yml,4
1001112,Heros_Emerald,Herosria Emerald,Etc,20000,30,0,0,0,30,56,3,db/re/item_db_etc.yml,4
1001113,Heros_Diamond,Herosria Diamond,Etc,20000,30,0,0,0,30,56,3,db/re/item_db_etc.yml,4
1001118,Heros_Ruby_1,Shining Herosria Ruby,Etc,20000,29,0,0,0,29,56,3,db/re/item_db_etc.yml,9
1001119,Heros_Topaz_1,Shining Herosria Topaz,Etc,20000,29,0,0,0,29,56,3,db/re/item_db_etc.yml,9
1001120,Heros_Sapphire_1,Shining Herosria Sapphire,Etc,20000,29,0,0,0,29,56,3,db/re/item_db_etc.yml,9
1001121,Heros_Emerald_1,Shining Herosria Emerald,Etc,20000,29,0,0,0,29,56,3,db/re/item_db_etc.yml,9
1001122,Heros_Diamond_1,Shining Herosria Diamond,Etc,20000,29,0,0,0,29,56,3,db/re/item_db_etc.yml,9
1001123,Heros_Ruby_2,Brilliant Herosria Ruby,Etc,20000,21,0,0,0,21,56,3,db/re/item_db_etc.yml,1
1001124,Heros_Topaz_2,Brilliant Herosria Topaz,Etc,20000,21,0,0,0,21,56,3,db/re/item_db_etc.yml,1
1001125,Heros_Sapphire_2,Brilliant Herosria Sapphire,Etc,20000,21,0,0,0,21,56,3,db/re/item_db_etc.yml,1
1001126,Heros_Emerald_2,Brilliant Herosria Emerald,Etc,20000,21,0,0,0,21,56,3,db/re/item_db_etc.yml,1
1001127,Heros_Diamond_2,Brilliant Herosria Diamond,Etc,20000,21,0,0,0,21,56,3,db/re/item_db_etc.yml,1
1001138,Barmund_Plain_Essence,Plain Essence,Etc,20000,25,0,1,2,22,52;99;100,7,db/re/item_db_etc.yml,8
1001139,Barmund_Flame_Essence,Flame Essence,Etc,20000,19,0,1,1,17,53;99,5,db/re/item_db_etc.yml,4
1001140,Barmund_Ice_Essence,Ice Essence,Etc,20000,19,0,1,1,17,54;100,5,db/re/item_db_etc.yml,4
1001141,Barmund_Death_Essence,Death Essence,Etc,20000,19,0,1,1,17,55;102,5,db/re/item_db_etc.yml,2
1001177,Temple_Barmund_Rune,Temple Rune Fragment,Etc,20000,4,0,0,0,4,101,2,db/re/item_db_etc.yml,10
1001178,Temple_Barmund_Rune2,Temple Rune,Etc,20000,16,2,5,1,8,59;62;101,5,db/re/item_db_etc.yml,10
1001179,Venom_Barmund_Rune,Venom Rune Fragment,Etc,20000,4,0,0,0,4,102,2,db/re/item_db_etc.yml,11
1001180,Venom_Barmund_Rune2,Venom Rune,Etc,20000,16,2,5,1,8,58;61;102,5,db/re/item_db_etc.yml,11
1001181,Soul_Barmund_Rune,Soul Rune Fragment,Etc,20000,4,0,0,0,4,101,2,db/re/item_db_etc.yml,10
1001182,Soul_Barmund_Rune2,Soul Rune,Etc,20000,16,2,5,1,8,57;60;101,5,db/re/item_db_etc.yml,10
1001183,Barmund_Temple_Essence,Temple Essence,Etc,20000,6,0,0,1,5,101,2,db/re/item_db_etc.yml,10
1001184,Barmund_Venom_Essence,Venom Essence,Etc,20000,6,0,0,1,5,102,2,db/re/item_db_etc.yml,11
1001185,Barmund_Soul_Essence,Soul Essence,Etc,20000,6,0,0,1,5,101,2,db/re/item_db_etc.yml,10
1001186,Barmund_Water,Soul Magical Water,Etc,20000,3,0,3,0,0,60,2,db/re/item_db_etc.yml,10
1001188,Barmund_Water2,Temple Magical Water,Etc,20000,3,0,3,0,0,62,2,db/re/item_db_etc.yml,10
1001189,Barmund_Water3,Venom Magical Water,Etc,20000,3,0,3,0,0,61,2,db/re/item_db_etc.yml,11
1001201,Mocadas_Gold,Bishop's Relic,Etc,20000,10,1,1,8,0,64,22,db/re/item_db_etc.yml,1
1001202,Mocadas_Water,Bishop's Holy Water,Etc,20000,10,1,1,8,0,64,22,db/re/item_db_etc.yml,1
1001203,Mjo_Treasure,Mjolnir's Treasure,Etc,20000,36,1,0,7,28,63,18,db/re/item_db_etc.yml,8
1001204,Mjo_Energy,Mjolnir's Energy,Etc,20000,36,1,0,7,28,63,18,db/re/item_db_etc.yml,8
1001217,Ep20_Cat_Whiskers,Sacred Cat Whiskers,Etc,20000,64,0,0,64,0,89;90;91;92;93;94;98,14,db/re/item_db_etc.yml,9
1001248,EP20_D_P_Ore,Pure Magical Ore,Etc,20000,3,0,0,3,0,95;96;97,6,db/re/item_db_etc.yml,8
1001249,EP20_D_P_Crystal,Pure Magical Crystal,Etc,20000,62,1,0,25,36,95;96;97;148,24,db/re/item_db_etc.yml,8
1001250,EP20_D_P_Extract,Pure Magic Extract,Etc,20000,132,0,0,87,45,95;96;97;143;144;145;146;152;153;154;155,26,db/re/item_db_etc.yml,8
1001251,EP20_D_Scale,Scale of the Snake God,Etc,20000,21,0,0,3,18,95;96;97,6,db/re/item_db_etc.yml,9
1001253,S_Enchant_Essence,Shadow Essence,Etc,20000,335,0,0,335,0,70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88,74,db/re/item_db_etc.yml,9
1001290,Bar_D_Fl_Energy,Deep Fire Energy,Etc,20000,1,0,0,0,1,99,2,db/re/item_db_etc.yml,2
1001291,Bar_D_Ea_Energy,Deep Earth Energy,Etc,20000,1,0,0,0,1,99,2,db/re/item_db_etc.yml,2
1001292,Bar_D_Ic_Energy,Deep Cold Energy,Etc,20000,1,0,0,0,1,100,2,db/re/item_db_etc.yml,2
1001293,Bar_D_St_Energy,Deep Storm Energy,Etc,20000,1,0,0,0,1,100,2,db/re/item_db_etc.yml,3
1001294,Bar_D_So_Energy,Deep Soul Energy,Etc,20000,1,0,0,0,1,101,2,db/re/item_db_etc.yml,3
1001295,Bar_D_Pu_Energy,Deep Cleansing Energy,Etc,20000,1,0,0,0,1,101,2,db/re/item_db_etc.yml,2
1001296,Bar_D_Co_Energy,Deep Corruption Energy,Etc,20000,1,0,0,0,1,102,2,db/re/item_db_etc.yml,2
1001297,Bar_D_Po_Energy,Deep Poison Energy,Etc,20000,1,0,0,0,1,102,2,db/re/item_db_etc.yml,3
1001298,Bar_D_Fl_Crystal,Deep Flame Crystal,Etc,20000,6,0,0,0,6,99,2,db/re/item_db_etc.yml,2
1001299,Bar_D_Ea_Crystal,Deep Earth Crystal,Etc,20000,6,0,0,0,6,99,2,db/re/item_db_etc.yml,2
1001300,Bar_D_Ic_Crystal,Deep Ice Crystal,Etc,20000,6,0,0,0,6,100,2,db/re/item_db_etc.yml,2
1001301,Bar_D_St_Crystal,Deep Storm Crystal,Etc,20000,6,0,0,0,6,100,2,db/re/item_db_etc.yml,3
1001302,Bar_D_So_Crystal,Deep Soul Crystal,Etc,20000,6,0,0,0,6,101,2,db/re/item_db_etc.yml,3
1001303,Bar_D_Pu_Crystal,Deep Purification Crystal,Etc,20000,6,0,0,0,6,101,2,db/re/item_db_etc.yml,3
1001304,Bar_D_Co_Crystal,Depth Corruption Crystal,Etc,20000,6,0,0,0,6,102,2,db/re/item_db_etc.yml,3
1001305,Bar_D_Po_Crystal,Deep Poison Crystal,Etc,20000,6,0,0,0,6,102,2,db/re/item_db_etc.yml,2
1001306,Bar_D_Fl_Rune,Rune of Deep Fire,Etc,20000,11,0,0,3,8,99;150,21,db/re/item_db_etc.yml,9
1001307,Bar_D_Ea_Rune,Deep Earth Rune,Etc,20000,11,0,0,3,8,99;150,21,db/re/item_db_etc.yml,2
1001308,Bar_D_Ic_Rune,Deep Cold Rune,Etc,20000,11,0,0,3,8,100;150,21,db/re/item_db_etc.yml,2
1001309,Bar_D_St_Rune,Deep Storm Rune,Etc,20000,11,0,0,3,8,100;150,21,db/re/item_db_etc.yml,3
1001310,Bar_D_So_Rune,Deep Soul Rune,Etc,20000,12,0,0,4,8,101;150,21,db/re/item_db_etc.yml,3
1001311,Bar_D_Pu_Rune,Deep Cleansing Rune,Etc,20000,11,0,0,3,8,101;150,21,db/re/item_db_etc.yml,2
1001312,Bar_D_Co_Rune,Deep Corruption Rune,Etc,20000,11,0,0,3,8,102;150,21,db/re/item_db_etc.yml,2
1001313,Bar_D_Po_Rune,Rune of Deep Poison,Etc,20000,12,0,0,4,8,102;150,21,db/re/item_db_etc.yml,9
1001314,Bar_D_Fl_Essence,Essence of Deep Fire,Etc,20000,5,0,0,2,3,99,2,db/re/item_db_etc.yml,3
1001315,Bar_D_Ea_Essence,Essence of Deep Earth,Etc,20000,5,0,0,2,3,99,2,db/re/item_db_etc.yml,3
1001316,Bar_D_Ic_Essence,Essence of Deep Cold,Etc,20000,5,0,0,2,3,100,2,db/re/item_db_etc.yml,3
1001317,Bar_D_St_Essence,Essence of the Deep Storm,Etc,20000,5,0,0,2,3,100,2,db/re/item_db_etc.yml,3
1001318,Bar_D_So_Essence,Deep Soul Essence,Etc,20000,5,0,0,2,3,101,2,db/re/item_db_etc.yml,3
1001319,Bar_D_Pu_Essence,Essence of Deep Purification,Etc,20000,5,0,0,2,3,101,2,db/re/item_db_etc.yml,3
1001320,Bar_D_Co_Essence,Essence of Deep Corruption,Etc,20000,5,0,0,2,3,102,2,db/re/item_db_etc.yml,3
1001321,Bar_D_Po_Essence,Essence of Deep Venom,Etc,20000,5,0,0,2,3,102,2,db/re/item_db_etc.yml,3
1001555,Abyss_Rune,Abyss Magic Rune,Etc,20000,10,0,0,10,0,133,38,db/re/item_db_etc.yml,1
1001556,Time_D_Ma_Rune,Time Dimension Magic Rune,Etc,20000,20,0,0,20,0,133;150,57,db/re/item_db_etc.yml,11
1001591,Sp_Amethyst_Fragment,Special Amethyst Fragment,Etc,20000,144,0,0,144,0,137;138;139;140;141,10,db/re/item_db_etc.yml,10
1001600,Energy_Of_Elemental,Energy of Elemental,Etc,20000,5,0,0,5,0,150,19,db/re/item_db_etc.yml,3
1001653,Ep21_Armor_E_Stone1,Turquoise Magic Stone,Etc,20000,12,0,0,12,0,143;152,4,db/re/item_db_etc.yml,11
1001654,Ep21_Armor_E_Stone2,Shining Turquoise Magic Stone,Etc,20000,8,0,0,8,0,143;152,4,db/re/item_db_etc.yml,9
1001655,Ep21_Armor_E_Stone3,Brilliant Turquoise Magic Stone,Etc,20000,6,0,0,6,0,143;152,4,db/re/item_db_etc.yml,1
1001656,Ep21_Robe_E_Stone1,Sunset Magic Stone,Etc,20000,4,0,0,4,0,144;153,4,db/re/item_db_etc.yml,10
1001657,Ep21_Robe_E_Stone2,Shining Sunset Magic Stone,Etc,20000,4,0,0,4,0,144;153,4,db/re/item_db_etc.yml,9
1001658,Ep21_Robe_E_Stone3,Brilliant Sunset Magic Stone,Etc,20000,10,0,0,10,0,144;153,4,db/re/item_db_etc.yml,1
1001659,Ep21_Shoes_E_Stone1,Crimson Magic Stone,Etc,20000,8,0,0,8,0,145;154,4,db/re/item_db_etc.yml,2
1001660,Ep21_Shoes_E_Stone2,Shining Crimson Magic Stone,Etc,20000,4,0,0,4,0,145;154,4,db/re/item_db_etc.yml,9
1001661,Ep21_Shoes_E_Stone3,Brilliant Crimson Magic Stone,Etc,20000,8,0,0,8,0,145;154,4,db/re/item_db_etc.yml,1
1001662,Ep21_Acc_E_Stone1,Livid Magic Stone,Etc,20000,8,0,0,8,0,146;155,8,db/re/item_db_etc.yml,8
1001663,Ep21_Acc_E_Stone2,Shining Livid Magic Stone,Etc,20000,8,0,0,8,0,146;155,8,db/re/item_db_etc.yml,9
1001664,Ep21_Acc_E_Stone3,Brilliant Livid Magic Stone,Etc,20000,4,0,0,4,0,146;155,8,db/re/item_db_etc.yml,1
1001815,Symposium_Card_RD,Symposium Certification Card (Red),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001816,Symposium_Card_OR,Symposium Certification Card (Orange),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001817,Symposium_Card_YL,Symposium Certification Card (Yellow),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001818,Symposium_Card_GR,Symposium Certification Card (Green),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001819,Symposium_Card_SB,Symposium Certification Card (Sky Blue),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001820,Symposium_Card_BU,Symposium Certification Card (Blue),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001821,Symposium_Card_PP,Symposium Certification Card (Purple),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001822,Symposium_Card_BL,Symposium Certification Card (Black),Etc,20000,3,0,0,3,0,151,1,db/re/item_db_etc.yml,10
1001823,Symposium_Coin,Symposium Coin,Etc,20000,6,0,0,6,0,151,1,db/re/item_db_etc.yml,10
1001834,Yorscalp_Serpent,Shape of Fallen Serpent,Etc,20000,4,0,2,2,0,156,2,db/re/item_db_etc.yml,9
1001835,Yorscalp_Symbol,Symbol of Curse,Etc,20000,4,0,2,2,0,156,2,db/re/item_db_etc.yml,10
1001836,Yorscalp_Spirit,Spirit of Yorscalp,Etc,20000,5,1,2,2,0,156,2,db/re/item_db_etc.yml,10
1001880,E_Hunter_Bdg,Proof of Brave Hunter,Etc,20000,19,0,0,19,0,157;158;159,6,db/re/item_db_etc.yml,8
1001881,E_Hunting_Tag,Hunting Tag,Etc,20000,19,0,0,19,0,157;158;159,6,db/re/item_db_etc.yml,4
1001972,Ch1_Root_Coin,Root Gold Coin,Etc,20000,35,0,0,35,0,160;161;162,6,db/re/item_db_etc.yml,9
1001996,Ch1_Mana_Ring,Mana Ring,Etc,20000,35,0,0,35,0,160;161;162,6,db/re/item_db_etc.yml,8
1001998,Frontier_M_Stone,Boundary Magic Stone,Etc,20000,25,0,0,25,0,160;161;162,6,db/re/item_db_etc.yml,1
