Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Reason
20498,C_Elephant_Hat,Costume Elephant Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20500,T_Archangel_Wing,Archangel Wing,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20501,C_Mechanic_Wing,Costume Mechanic Wing,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20503,C_Bag_Of_Antonio,Costume Candy Pouch Bag,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20508,C_Poster_Girl_Hat,Costume Poster Girl Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20512,C_Bravery_Bag,Costume Adventurer's Backpack,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20513,C_EXE_Backpack,Costume EXE Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20518,C_Gerhard_Von_Devi_Bag,Costume Gerhard Von Devi Bag,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20521,C_BlackCatBag_TW,Costume Black Cat Bag,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20523,C_2018_RTC_Cape_TW,Costume: 2018 RTC Memorial Cloak,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20524,C_Shining_Angel_Wing,Costume Shining Angel Wings,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20527,C_PinkButterfly_Wing,Costume Pink Butterfly Wing,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20529,C_2018_RTC_Cape_ROS,Costume 2018 RTC Memorial Cloak,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20531,C_Invisible_Manteau_TW,Costume Invisible Manteau,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20532,C_Exploding_Wave_Sca_V,Costume Flaming Burst Wave(Garment),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20534,C_GiantCatBag_JP,Costume Big White Cat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20536,C_Violet_Halo,Costume Violet Halo,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20537,C_Maple_Which_Falls_Rd,Costume Falling Red Foliage,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20539,C_CherryFesRibbon_TW,Costume Sakura Festival Ribbon,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20540,C_SnackParty_TW,Costume Cookie Party,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20542,C_BlackBearBackpack_TW,Costume Black Bear Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20544,C_Gold_Shower_J,Costume Golden Shower,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20547,C_Ghost_Effect,Costume Ghost Effect,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20549,C_99LV_Royal_Guard_Blue,Costume Aura of the Sea Glow,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20550,C_99LV_Warlock_Violet,Costume Violet Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20551,C_99LV_Sorcerer_LBlue,Costume Light Blue Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20552,C_99LV_Ranger_Green,Costume Green Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20553,C_99LV_Minstrel_Pink,Costume Pink Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20554,C_99LV_Archbishop_White,Costume Aura of Sanctity,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20555,C_99LV_Guill_Silver,Costume Silver Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20556,C_99LV_ShadowC_Black,Costume Aura of Night,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20557,C_99LV_Mechanic_Gold,Costume Gold Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20558,C_99LV_Genetic_YGreen,Costume Yellow Green Energy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20559,C_160LV_Rune_Red,Costume Red Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20560,C_160LV_Royal_G_Blue,Costume Aura of the Depths,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20561,C_160LV_Warlock_Violet,Costume Violet Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20562,C_160LV_Sorcerer_LBlue,Costume Light Blue Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20563,C_160LV_Ranger_Green,Costume Green Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20564,C_160LV_Minstrel_Pink,Costume Pink Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20565,C_160LV_Archb_White,Costume Aura Thunder,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20566,C_160LV_Guill_Silver,Costume Silver Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20567,C_160LV_ShadowC_Black,Costume Aura of Darkness,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20568,C_160LV_Mechanic_Gold,Costume Gold Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20569,C_160LV_Genetic_YGreen,Costume Yellow Green Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20573,C_VioletHalo,Costume Violet High Row,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20574,C_School_Bag_RD,Costume Backpack (Red),Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20580,C_Heart_Wing_Backpack,Costume Heart Wing Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20581,C_Soldier_Backpack,Costume Soldier Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20583,C_Magic_Star_TW,Costume Illusion Crystal,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20585,C_Ru_Bear_Bag,Costume Angry Bear Bag,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20587,C_Light_Darkness_Wing,Wings of Light and Darkness,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20596,C_BlackBear_Back_TW,Costume: Black Bear Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20600,Fantastic_Aura,Fantastic Aura,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20601,C_99LV_Rune_Red,Costume Red Energy,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20606,C_Golden_Angel_Wing,Costume Golden Angel Wing,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20608,C_99LV_Star_E_MBlue,Costume Midnight Blue Energy,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20609,C_160LV_Star_E_MBlue,Costume Midnight Blue Aura,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20610,C_99LV_Soul_R_Gray,Costume Gray Energy,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20611,C_160LV_Soul_R_Gray,Costume Gray Aura,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20612,C_Ten_G_Shield_TW,Costume Ten Guardian Shield,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20614,C_Kyel_hyre_Ulti_TW,Costume Ultimate Kiel Hyre's,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20617,C_Wing_Of_Eutaxy,Costume Wing of Eutaxy,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20619,C_Phaya_Ploeng_Suriyan,Costume Phaya Ploeng Suriyan,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20620,C_Songkran_Watergun,Costume Songkran Water Gun,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20621,C_Dark_Lord_Manteau,Costume Dark Lord Manteau,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20625,C_ROS2023_Cape_1,Costume Star Champion's Manteau,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20627,C_Pitaya_R_Bag,Costume Red Pitaya Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20628,C_Pitaya_B_Bag,Costume Blue Pitaya Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20629,C_Pitaya_Y_Bag,Costume Yellow Pitaya Backpack,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20700,Egir_Manteau,Egir Manteau,Garments,110,1,Item ID absent from System/itemInfo_true.lub
20763,C_Amistr_Bag,Costume Amistr Bag,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
20770,Limnil_Cape,Andfreimnir's Manteau,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20776,Supplement_Part_Con_J,Powered Tank,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20777,Upgrade_Part_Engine_J,Guardian Engine,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20796,Soheon_Winged_Robe,Seohyun's Robe,Armor,130,1,Item ID absent from System/itemInfo_true.lub
20799,Elemental_Towel,Elemental Towel,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20800,Enforcer_cape,Enforcer Cape,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20814,Wakwak_Manteau,Wakwak Manteau,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20816,Yoichi_Muffler,Yoichi's Shawl,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20818,Cursed_Devils_Manteau,Curse-Spell Manteau,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20827,Diva_Manteau,Diva Manteau,Garments,150,1,Item ID absent from System/itemInfo_true.lub
20828,Mirage_Manteau,Mirage Manteau,Garments,150,1,Item ID absent from System/itemInfo_true.lub
20831,Elder_Spirit,Adventurer's Spirit,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20836,Skin_Of_Lindwurm,Skin of Lindwyrm,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20837,Skin_Of_Gwiber,Skin of Gwiber,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20845,Skin_Of_Marraco,Skin of Malach,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20846,Temporal_Manteau,Temporal Manteau,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20852,Jirant_Cloak,Witch's Cloak,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20853,Rudo_Black_Wings,Rudo's Black Wing,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20857,VeilCoyote,Sniping Veil,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20858,YSF01_Manteau_J,Y.S.F.0.1 Manteau,Garments,170,1,Item ID absent from System/itemInfo_true.lub
20859,Phreeoni_Wing,Phreeoni Wings,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20863,MenblattWing,Menblatt Wing Manteau,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20900,Golden_Scarf_J,Bouncer's Scarf,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20907,Fairy_Cloth,Fairy Cloth,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20908,Jirant_Cloak_BR,Witch's Cloak,Garments,130,1,Item ID absent from System/itemInfo_true.lub
20917,Doram_Ele_Cape_J,Special Doram Cape,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20922,Leviathan_muffler,Leviathan Muffler,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20924,Brave_muffler,Brave Muffler,Garments,165,1,Item ID absent from System/itemInfo_true.lub
20925,Commander_manteau_J,Commander Manteau,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20926,2018_RTC_Cape4_TW,2018-RTC Memorial Cloak,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20927,2018_RTC_Cape1_TW,2018 RTC Cape1,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20928,2018_RTC_Cape2_TW,2018 RTC Cape2,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20929,2018_RTC_Cape3_TW,2018 RTC Cape3,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20931,Rainbow_Scarf_Jp,Prism Rangers Scarf,Garments,100,0,Item ID absent from System/itemInfo_true.lub
20932,Old_Moc_Shawl,Old Morocc Shawl,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20941,Phoenix_Muffler,Phoenix Muffler,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20942,Manteau_Of_Guardsman,Manteau Of Guardsman,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20949,Skin_Of_Ladon_J,Skin of Ladon,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20952,Anony_As_Muffler,Mysterious Muffler,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20962,Skin_Of_Typhon,Skin of Typhon,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20969,Rainbow_Muffler_Jp,Rainbow Muffler,Garments,100,0,Item ID absent from System/itemInfo_true.lub
20973,Spiritual_Cloth,Spiritual Cloth,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20985,C_Gourd_bottle_J,Costume Gourd Bottle,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20986,Scientist_Mantle,Scientists Mantle,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20987,C_Heart_Wing_Bag_J,Costume Piglering Bag,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20991,Fairy_Of_Eden,Fairy of Eden,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20992,C_Fairy_Of_Eden,Costume Fairy of Eden,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
20993,Avoidance_Cape,Avoidance Cape,Garments,100,1,Item ID absent from System/itemInfo_true.lub
20994,Ancient_Megalith_Mantle,Ancient Megalith Cloak,Garments,100,1,Item ID absent from System/itemInfo_true.lub
21004,Alca_Bringer_,Alca Bringer,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
21012,Some_Wizard_MagicSword,Magic Sword,Weapons,110,2,Item ID absent from System/itemInfo_true.lub
21013,Hetairoi_Sword,Hetairoi's Sword,Weapons,110,2,Item ID absent from System/itemInfo_true.lub
21019,Onimaru,Onimaru,Weapons,130,2,Item ID absent from System/itemInfo_true.lub
21026,Diva_Claymore,Diva Claymore,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
21027,Mirage_Claymore,Mirage Claymore,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
21028,Sinister_Thand_Sword_J,Two-Handed Sword of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
21031,Neev_Claymore,Neev Claymore,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
21042,Onimaru_BR,Onimaru Sword,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
21046,Variant_Claymore,Abyss Claymore,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
21056,Volar_J,Volare,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
21057,Vernan_J,Vernan,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
21065,Comp_Oriental_Sword,[Not For Sale] Oriental Sword,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
21066,Comp_Dragonic_Slayer,[Not For Sale] Dragonic Slayer,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
21200,C_Tear_Drop,Costume Teardrop,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
22072,Hikingboots,Climbing Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22073,Supplement_Part_Agi_J,Powered Boots,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22074,Upgrade_Part_Booster_J,Guardian Booster,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22103,Excelion_Leg,Excelion Leg,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22104,Pororoca_Shoes,Pororoca Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22119,Cursed_Devils_Boots,Curse-Spell Boots,Shoes,130,1,Item ID absent from System/itemInfo_true.lub
22120,Shoes_Of_Punishment,Shoes of Punishment,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22127,Diva_Shoes,Diva Shoes,Shoes,150,1,Item ID absent from System/itemInfo_true.lub
22128,Mirage_Shoes,Mirage Shoes,Shoes,150,1,Item ID absent from System/itemInfo_true.lub
22134,Enforcer_Shoes,Enforcer Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22139,2017RTCShoes,2017 RTC Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22140,Elvira_Boots,Elvira Boots,Shoes,130,1,Item ID absent from System/itemInfo_true.lub
22142,ShoesOfGuardsman,Shoes Of Guardsman,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22143,YSF01_Greave_J,Y.S.F.0.1 Greaves,Shoes,170,1,Item ID absent from System/itemInfo_true.lub
22145,TenguShoes,Tengu's Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22167,Astraea_Shoes,Asteria's Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22170,Shoes_Of_Servival,Survivor's Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22172,Gray_Wing_Boots,Gray Wing Boots,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22182,Shoes_Of_Punishment_BR,Shoes of Punishment,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22187,Doram_Ele_Shoes_J,Special Doram Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22189,Shoes_Of_Pilgrim,Pilgrim Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22193,Brave_shoes,Brave Shoes,Shoes,165,1,Item ID absent from System/itemInfo_true.lub
22195,Booster_shoes,Booster Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22198,Traveler_Shoes,Traveler Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22202,Temporal_Boots_TW,Exotic Temporal Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22207,Imperial_Boots,Imperial Boots,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22210,Fluffy_FishShoes_J,Fluffy Fish Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22211,BuddhistShoes,Chivalry Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22214,Authority_Sandals,Authority Sandals,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22221,Demonist_Shoes_,Devil Worshipper Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22222,Agenda_Shoes_TW,Boots of Judgment,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22225,Shoes_Of_Punishment_,Shoes of Punishment,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22228,Triad_God_Shoes_J_,Dark Mitsuwa God Shoes,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22234,FrontiaBoots,Frontier Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22243,Mamaragan,Mamaragan,Shoes,100,0,Item ID absent from System/itemInfo_true.lub
22244,Chic_Silent_Shoes,Stylish Silent Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22257,Racing_Shoes_TH,Racing Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22258,Comp_Temporal_Boots_TW,[Not For Sale] Exotic Temporal Boots,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
22259,Tohil_Shoes_TH,Tohil's Shoes,Shoes,100,1,Item ID absent from System/itemInfo_true.lub
26004,Diva_Lance,Diva Lance,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26005,Mirage_Lance,Mirage Lance,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26006,Sinister_Lance_J,Lance of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
26008,Neev_Glaive,Neev Glaive,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
26021,Variant_Lance,Abyss Lance,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
26024,Ein_BHSPEAR,Block Lance,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26105,Diva_Wand,Diva Wand,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26106,Mirage_Wand,Mirage Wand,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26108,Sinister_Rod_J,Rod of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
26143,Diva_Foxtail,Diva Foxtail,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26144,Mirage_Foxtail,Mirage Foxtail,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26149,Variant_Wand,Abyss Wand,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
26150,Variant_Foxtail,Abyss Foxtail,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
26152,Staff_Of_Puffy_jp,Staff of Puffy,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26163,Rainbow_Foxtail,Rainbow Foxtail,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26168,Crimson_Rose_Stick_J,Crimson Rose Stick,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26169,Psychic_Spear_Rod_J,Psychic Spear Rod,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26170,Dust_Grave_J,Dust Grave,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26171,Ponitendtia_J,Ponitendtia,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26177,Wizards_Memory,Wizard's Memory,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26178,Comp_Shadow_Staff_K,[Not For Sale] Shadow Staff,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
26201,Diva_Blade_Whip,Diva Blade Whip,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26202,Mirage_Blade_Whip,Mirage Blade Whip,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
26203,Sinister_Wire_J,Wire of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
26204,Hippie_Rope_J,Hippie Rope,Weapons,130,3,Item ID absent from System/itemInfo_true.lub
26217,Heart_Whip_J,Heart Whip,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26218,Scarlet_Ribbon_J,Scarlet Ribbon,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
26221,Dark_Illu_Whips_TH,Dark Illusion Whip,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
28005,Ru_Blue_Katar,Blue Katar,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
28006,Ru_Gold_Katar,Ru Gold Katar,Weapons,120,2,Item ID absent from System/itemInfo_true.lub
28014,Kings_Double_Edge,Old King's Double Edge,Weapons,130,3,Item ID absent from System/itemInfo_true.lub
28018,Diva_Katar,Diva Katar,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28019,Mirage_Katar,Mirage Katar,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28020,Sinister_Katar_J,Katar of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
28026,Neev_Various_Jur,Neev Katar,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
28037,Variant_Katar,Abyss Katar,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28048,Reaper_Cross_J,Ripper Cross,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
28049,Agudo_Filo_J,Agate Filo,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
28053,Comp_Shiver_Katar_K_TH,[Not For Sale] Katar of Shiver,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
28104,Ru_Gold_Axe_M,Ru Gold Axe M,Weapons,120,2,Item ID absent from System/itemInfo_true.lub
28117,Diva_Twohand_Axe,Diva Twohand Axe,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28118,Mirage_Twohand_Axe,Mirage Twohand Axe,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28119,Sinister_Twohand_Axe_J,Two-Handed Axe of Evil,Weapons,100,0,Item ID absent from System/itemInfo_true.lub
28121,Neev_Guillotine,Neev Guillotine,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
28122,Neev_Buster,Neev Buster,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
28127,Mine_Worker_Pickax_J,Mine Worker's Pickaxe,Weapons,130,3,Item ID absent from System/itemInfo_true.lub
28135,Variant_Twohand_Axe,Abyss Two Hand Axe,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28142,Maxi_Spanner_J,Maxi Spanner,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
28214,EXODUS_JOKER_XIII,Exodus Joker XIII,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
28227,Diva_Rifle,Diva Rifle,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28228,Mirage_Rifle,Mirage Rifle,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28229,Diva_Gatling_Gun,Diva Gatling Gun,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28230,Mirage_Gatling_Gun,Mirage Gatling Gun,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28231,Diva_Launcher,Diva Launcher,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28232,Mirage_Launcher,Mirage Launcher,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28233,Diva_Shotgun,Diva Shotgun,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28234,Mirage_Shotgun,Mirage Shotgun,Weapons,150,1,Item ID absent from System/itemInfo_true.lub
28235,Neev_Rifle,Neev Rifle,Weapons,170,1,Item ID absent from System/itemInfo_true.lub
28236,Calf_Kingcobra_J,Metal Kingcobra,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
28237,Calf_Diamondback_J,Metal Diamondback,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
28238,Calf_Anaconda_J,Metal Anaconda,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
28239,Calf_Python_J,Metal Python,Weapons,130,1,Item ID absent from System/itemInfo_true.lub
28249,Variant_Rifle,Abyss Rifle,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28250,Variant_Gatling_Gun,Abyss Gatling Gun,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28251,Variant_Shotgun,Abyss Shotgun,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28252,Variant_Launcher,Abyss Grenade Gun,Weapons,165,1,Item ID absent from System/itemInfo_true.lub
28261,Comp_Demon_S_Shot,[Not For Sale] Demon Slayer Shot,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
28358,Cursed_Lucky_Clover,Cursed Lucky Clover,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28368,Supplement_Part_Dex_J,Powered Arm,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28369,Upgrade_Part_Gun_B_J,Guardian Barrel,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28370,Broken_Chip_1_J,Broken Chip (Green),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28371,Broken_Chip_2_J,Broken Chip (Red),Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28427,Blue_4leaf_Necklace,Blue Clover Necklace,Accessories,100,0,Item ID absent from System/itemInfo_true.lub
28428,4SeasonsClover,Four Seasons Clover Necklace,Accessories,100,0,Item ID absent from System/itemInfo_true.lub
28435,Secret_Scroll_Of_Ninja,Shinobi Secret Scroll,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28436,Elvira_Pendant,Elvira Pendant,Accessories,130,1,Item ID absent from System/itemInfo_true.lub
28484,Scarf_Of_Rebellion,Rebellion's Scarf,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28485,Shinobi's_Sash_H,Shinobi Sash H,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28492,Tip_Of_Thief_Vol1,Thieve's Guide Vol.1,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
28499,BadgeOfProntera__J,Proof of Glory,Accessories,100,0,Item ID absent from System/itemInfo_true.lub
28500,Fanatic_Necklace,Zealous Necklace,Accessories,100,1,Item ID absent from System/itemInfo_true.lub
