Item ID,AegisName,English Name,Category,SubType,EquipLevelMin,Slots,NPC Route,Price
24336,S2_Gemstone_Shield,Gemstone Shadow Shield II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24337,S2_Bearers_Armor,Bearer's Shadow Armor II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24338,S2_Bearers_Shoes,Bearer's Shadow Shoes II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24339,S_AllMighty_Earring,Almighty Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24340,S_AllMighty_Pendant,Almighty Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24341,S_AllRace_Shoes,All Race Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24342,S_AllRace_Shield,All Race Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24343,S_Blitz_Weapon,Blitz Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24344,S_Blitz_Armor,Blitz Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24345,S_Tempest_Shield,Tempest Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24346,S_Tempest_Shoes,Tempest Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24347,S_M_ExeHoly_Armor,Magic Executioner Holy Water Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24348,S_M_ExoCorrupt_Armor,Magic Exorcist Corrupted Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24349,S_M_DragonVib_Armor,Magic Vibration Dragon Killer Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24350,S_M_SciHunting_Armor,Magic Scissor Hunting Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24351,S_M_FishInsect_Armor,Magic Fishing Insect Net Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24352,S2_Plasterer's_Armor,Plasterer's Shadow Armor II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24353,S2_Insomniac_Shoes,Insomniac Shadow Shoes II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24354,S2_Peerless_Armor,Peerless Shadow Armor II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24355,S2_Adurate_Shoes,Adulate Shadow Shoes II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24356,Unfreez_Weapon_S2,Unfreezing Shadow Weapon II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24357,Vitality_Earing_S2,Vitality Shadow Earring II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24358,S2_Neutral_Weapon,Neutral Shadow Weapon II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24359,S2_Curse_Lift_Pendent,Uncursed Shadow Pendant II,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24360,S_Tension_Weapon,Tension Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24361,S_Tension_Earring,Tension Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24362,S_Tension_Pendent,Tension Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24363,S_Elegant_Weapon,Elegant Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24364,S_Elegant_Earring,Elegant Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24365,S_Elegant_Pendent,Elegant Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24366,S_Healing_Shield,Healing Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24367,S_Healing_Shoes,Healing Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24368,S_Restore_Earring,Restore Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24369,S_Restore_Pendent,Restore Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24370,S_MortalBlow_Weapon,Mortal Blow Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24371,S_MortalBlow_Earring,Mortal Blow Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24372,S_MortalBlow_Pendent,Mortal Blow Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24373,S_Penetration_Shoes,Penetration Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24374,S_Penetration_Shield,Penetration Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24375,S_ExeHoly_Armor,Executioner Holy Water Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24376,S_ExoCorrupt_Armor,Exorcist Corrupted Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24377,S_DragonVib_Armor,Vibration Dragon Killer Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24378,S_SciHunting_Armor,Scissor Hunting Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24379,S_FishInsect_Armor,Fishing Insect Net Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24380,Sentimental_Weapone_S,Sentimental Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24381,Sentimental_Earring_S,Sentimental Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24382,Sentimental_Pendant_S,Sentimental Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24383,Enchanting_Weapone_S,Enchanting Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24384,Enchanting_Earring_S,Enchanting Shadow Earring,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24385,Enchanting_Pendant_S,Enchanting Shadow Pendant,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24386,S_Infinity_Weapon,Infinity Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24393,S_Physical_Shoes,Physical Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24394,S_Physical_Shield,Physical Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24395,S_Physical_Armor,Physical Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24396,S_Magical_Shoes,Magical Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24397,S_Magical_Shield,Magical Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24398,S_Magical_Armor,Magical Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24399,S_ImmunedAthena_Shield,Immune Athena Shadow Shield,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24400,S_HardChamption_Shoes,Hard Champion Shadow Shoes,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24401,S_KingbirdAncient_Armor,Kingbird Ancient Shadow Armor,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24402,S_Rebellion_Armor,Rebellion Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24403,S_Kagerou_Armor,Kagerou Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24404,S_Oboro_Armor,Oboro Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24405,S_Rebellion_Shoes,Rebellion Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24406,S_Kagerou_Shoes,Kagerou Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24407,S_Oboro_Shoes,Oboro Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24408,S_DoramPhysical_Armor,Doram Physical Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24409,S_DoramPhysical_Shoes,Doram Physical Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24410,S_DoramMagical_Armor,Doram Magical Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24411,S_DoramMagical_Shoes,Doram Magical Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24412,S_Star_Emperor_Armor,Star Emperor Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24413,S_Star_Emperor_Shoes,Star Emperor Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24414,S_Soul_Reaper_Armor,Soul Reaper Shadow Armor,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24415,S_Soul_Reaper_Shoes,Soul Reaper Shadow Shoes,Shadow Gear,Shadow,100,0,Shadow Capsule,100000 all / 300000 selected
24423,S_Tempest_Weapon,Tempest Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24424,S_Tempest_Armor,Tempest Shadow Armor,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24425,S_PerfectSize_Weapon,Perfect Size Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24426,S_PerfectSize_Armor,Perfect Size Shadow Armor,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24427,S_M_Exo_Co_Weapon,Magic Exorcist Current Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24428,S_M_Viv_Dr_Weapon,Magic Vibration Dragon Killer Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24429,S_M_Sci_Hu_Weapon,Magic Caesars Hunting Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24430,S_M_Fis_In_Weapon,Magic Fishing Insect Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24431,S_M_Exe_Ho_Weapon,Magic Executioner Holy Water Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24432,S_Penetration_Weapon,Penetration Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24433,S_Penetration_Armor,Penetration Shadow Armor,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24434,S_Exe_Ho_Weapon,Executioner Holy Water Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24435,S_Fis_In_Weapon,Fishing Insect Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24436,S_Sci_Hu_Weapon,Scissors Hunting Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24437,S_Viv_Dr_Weapon,Vibration Dragon Killer Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24438,S_Exo_Co_Weapon,Exorcist Corrupt Shadow Weapon,Shadow Gear,Shadow,0,0,Shadow Capsule,100000 all / 300000 selected
24439,S_Hasty_Weapon,Hasty Shadow Weapon,Shadow Gear,Shadow,1,0,Shadow Capsule,100000 all / 300000 selected
24440,S_Sonic_Armor,Sonic Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24441,S_Sonic_Shield,Sonic Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24442,S_Sonic_Shoes,Sonic Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24443,S_Ignition_Weapon,Ignition Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24444,S_Ignition_Pendant,Ignition Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24445,S_Ignition_Earing,Ignition Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24446,S_W_Breath_Armor,Cold Breath Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24447,S_W_Breath_Shield,Cold Breath Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24448,S_W_Breath_Shoes,Cold Breath Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24449,S_F_Breath_Weapon,Fire Breath Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24450,S_F_Breath_Pendant,Fire Breath Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24451,S_F_Breath_Earing,Fire Breath Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24452,S_Cluster_Armor,Cluster Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24453,S_Cluster_Shield,Cluster Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24454,S_Cluster_Shoes,Cluster Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24455,S_Aimed_Weapon,Aimed Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24456,S_Aimed_Pendant,Aimed Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24457,S_Aimed_Earing,Aimed Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24458,S_Arrow_Armor,Arrow Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24459,S_Arrow_Shield,Arrow Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24460,S_Arrow_Shoes,Arrow Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24461,S_Shooting_Weapon,Shooting Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24462,S_Shooting_Pendant,Shooting Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24463,S_Shooting_Earing,Shooting Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24464,S_Tornado_Armor,Tornado Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24465,S_Tornado_Shield,Tornado Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24466,S_Tornado_Shoes,Tornado Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24467,S_Boomerang_Weapon,Boomerang Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24468,S_Boomerang_Pendant,Boomerang Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24469,S_Boomerang_Earing,Boomerang Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24470,S_Vulcan_Armor,Vulcan Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24471,S_Vulcan_Shield,Vulcan Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24472,S_Vulcan_Shoes,Vulcan Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24473,S_Arms_Weapon,Arm Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24474,S_Arms_Pendant,Arm Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24475,S_Arms_Earing,Arm Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24476,S_Rampage_Armor,Rampage Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24477,S_Rampage_Shield,Rampage Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24478,S_Rampage_Shoes,Rampage Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24479,S_Skynetblow_Weapon,Sky Blow Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24480,S_Skynetblow_Pendant,Sky Blow Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24481,S_Skynetblow_Earing,Sky Net Blow Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24482,S_Knucklearrow_Armor,Knuckle Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24483,S_Knucklearrow_Shield,Knuckle Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24484,S_Knucklearrow_Shoes,Knuckle Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24485,S_TigerCannon_Weapon,Tiger Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24486,S_Tigercannon_Pendant,Tiger Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24487,S_Tigercannon_Earing,Tiger Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24488,S_Duplelight_Armor,Duplex Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24489,S_Duplelight_Shield,Duplex Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24490,S_Duplelight_Shoes,Duplex Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24491,S_Adoramus_Weapon,Adora Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24492,S_Adoramus_Pendant,Adora Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24493,S_Adoramus_Earing,Adora Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24494,S_Judex_Armor,Judex Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24495,S_Judex_Shield,Judex Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24496,S_Judex_Shoes,Judex Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24497,S_Magnus_Weapon,Magnus Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24498,S_Magnus_Pendant,Magnus Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24499,S_Magnus_Earing,Magnus Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24500,S_Rainstorm_Armor,Rainstorm Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24501,S_Rainstorm_Shield,Rainstorm Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24502,S_Rainstorm_Shoes,Rainstorm Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24503,S_Arrowvulcan_Weapon,Arrow Vulcan Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24504,S_Arrowvulcan_Pendant,Arrow Vulcan Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24505,S_Arrowvulcan_Earing,Arrow Vulcan Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24506,S_Metalic_Armor,Metallic Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24507,S_Metalic_Shield,Metallic Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24508,S_Metalic_Shoes,Metallic Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24509,S_Reverberation_Weapon,Vibrating Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24510,S_Reverberation_Pendant,Vibration Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24511,S_Reverberation_Earing,Vibration Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24512,S_Jack_Armor,Jack Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24513,S_Jack_Shield,Jack Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24514,S_Jack_Shoes,Jack Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24515,S_Strain_Weapon,Strain Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24516,S_Strain_Pendant,Strain Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24517,S_Strain_Earing,Strain Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24518,S_Crimson_Armor,Crimson Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24519,S_Crimson_Shield,Crimson Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24520,S_Crimson_Shoes,Crimson Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24521,S_Chain_Weapon,Chain Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24522,S_Chain_Pendant,Chain Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24523,S_Chain_Earing,Chain Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24524,S_Triangle_Armor,Triangle Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24525,S_Triangle_Shield,Triangle Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24526,S_Triangle_Shoes,Triangle Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24527,S_Shadowspell_Weapon,Shadowspell Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24528,S_Shadowspell_Pendant,Shadowspell Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24529,S_Shadowspell_Earing,Shadowspell Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24530,S_Menace_Armor,Menace Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24531,S_Menace_Shield,Menace Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24532,S_Menace_Shoes,Menace Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24533,S_Paint_Weapon,Paint Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24534,S_Paint_Pendant,Paint Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24535,S_Paint_Earing,Paint Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24536,S_Rolling_Armor,Rolling Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24537,S_Rolling_Shield,Rolling Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24538,S_Rolling_Shoes,Rolling Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24539,S_Katar_Weapon,Katar Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24540,S_Katar_Pendant,Katar Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24541,S_Katar_Earing,Katar Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24542,S_Slash_Armor,Slash Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24543,S_Slash_Shield,Slash Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24544,S_Slash_Shoes,Slash Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24545,S_Ripper_Weapon,Ripper Slasher Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24546,S_Ripper_Pendant,Ripper Slasher Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24547,S_Ripper_Earing,Ripper Slasher Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24548,S_Dust_Armor,Dust Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24549,S_Dust_Shield,Dust Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24550,S_Dust_Shoes,Dust Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24551,S_Grave_Weapon,Grave Shadow Weapon,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24552,S_Grave_Pendant,Grave Shadow Pendant,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24553,S_Grave_Earing,Grave Shadow Earring,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24554,S_Psychic_Armor,Psychic Shadow Armor,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24555,S_Psychic_Shield,Psychic Shadow Shield,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
24556,S_Psychic_Shoes,Psychic Shadow Shoes,Shadow Gear,Shadow,99,0,Shadow Capsule,100000 all / 300000 selected
