Tier,Job Family,Pool Code,Slot,Item ID,AegisName,English Name,Jobs Field,Classes Field
general,General Shadows,G01,Shadow weapon,24075,S_Big_Weapon,Large Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24076,S_Medium_Weapon,Medium Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24077,S_Small_Weapon,Small Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24078,S_Spiritual_Weapon,Spiritual Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24087,S_Gemstone_Weapon,Gemstone Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24099,Unfreez_Weapon_S,Unfreezing Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24104,S_Neutral_Weapon,Neutral Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24110,S_Caster_Weapon,Caster Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24117,S_Greed_Weapon,Grid Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24123,S_Heal_Weapon,Heal Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24129,S_Hiding_Weapon,Hiding Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24135,S_Cloaking_Weapon,Cloaking Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24141,S_Teleport_Weapon,Teleport Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24147,S_Steal_Weapon,Steal Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24152,S_Solid_Weapon,Solid Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24156,S_Executioner_Weapon,Demi-Human Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24157,S_Exorcist_Weapon,Exorcist Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24158,S_Hunting_Weapon,Hunting Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24159,S_Insect_Net_Weapon,Insect Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24160,S_Fishing_Weapon,Fishing Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24161,S_Dragon_Killer_Weapon,Dragon Killer Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24162,S_Corrupt_Weapon,Angelus Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24163,S_Vibration_Weapon,Formless Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24164,S_Holy_Water_Weapon,Holy Water Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24165,S_Scissors_Weapon,Plant Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24170,S_M_Executioner_Weapon,Magic Demi-Human Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24171,S_M_Exorcist_Weapon,Magic Exorcist Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24172,S_M_Hunting_Weapon,Magic Hunting Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24173,S_M_Insect_Net_Weapon,Magic Insect Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24174,S_M_Fishing_Weapon,Magic Fishing Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24175,S_M_Dragon_K_Weapon,Magic Dragon Killer Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24176,S_M_Corrupt_Weapon,Magic Angelus Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24177,S_M_Vibration_Weapon,Magic Formless Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24178,S_M_Holy_Water_Weapon,Magic Holy Water Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24179,S_M_Scissors_Weapon,Magic Caesars Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24183,S_Bearers_Weapon,Bearer's Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24223,S_Enhance_Force_Weapon,Enhanced Force Shadow Weapon,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, Wizard","All_Third, Fourth"
general,General Shadows,G01,Shadow weapon,24224,S_Force_Weapon,Force Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24227,S_Enhance_Spirit_Weapon,Enhanced Soul Shadow Weapon,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, Knight, Monk, Priest, Rogue, Sage, Wizard","All_Third, Fourth"
general,General Shadows,G01,Shadow weapon,24228,S_Spirit_Weapon,Soul Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24233,S_Exceed_Weapon,Exceeding Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24324,S2_Spiritual_Weapon,Spiritual Shadow Weapon II,,
general,General Shadows,G01,Shadow weapon,24328,S2_Force_Ex_Weapon,Force Executioner Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24329,S2_Spirit_M_E_Weapon,Spirit Magic Executioner Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24335,S2_Gemstone_Weapon,Gemstone Shadow Weapon II,,
general,General Shadows,G01,Shadow weapon,24343,S_Blitz_Weapon,Blitz Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24356,Unfreez_Weapon_S2,Unfreezing Shadow Weapon II,,
general,General Shadows,G01,Shadow weapon,24358,S2_Neutral_Weapon,Neutral Shadow Weapon II,,
general,General Shadows,G01,Shadow weapon,24360,S_Tension_Weapon,Tension Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24363,S_Elegant_Weapon,Elegant Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24370,S_MortalBlow_Weapon,Mortal Blow Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24380,Sentimental_Weapone_S,Sentimental Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24383,Enchanting_Weapone_S,Enchanting Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24386,S_Infinity_Weapon,Infinity Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24423,S_Tempest_Weapon,Tempest Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24425,S_PerfectSize_Weapon,Perfect Size Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24427,S_M_Exo_Co_Weapon,Magic Exorcist Current Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24428,S_M_Viv_Dr_Weapon,Magic Vibration Dragon Killer Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24429,S_M_Sci_Hu_Weapon,Magic Caesars Hunting Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24430,S_M_Fis_In_Weapon,Magic Fishing Insect Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24431,S_M_Exe_Ho_Weapon,Magic Executioner Holy Water Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24432,S_Penetration_Weapon,Penetration Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24434,S_Exe_Ho_Weapon,Executioner Holy Water Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24435,S_Fis_In_Weapon,Fishing Insect Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24436,S_Sci_Hu_Weapon,Scissors Hunting Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24437,S_Viv_Dr_Weapon,Vibration Dragon Killer Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24438,S_Exo_Co_Weapon,Exorcist Corrupt Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24439,S_Hasty_Weapon,Hasty Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24673,S_Mammoth_Weapon,Mammoth Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24686,S_Absorb_Weapon,Absorb Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24725,S_AutoSpell_Weapon,Auto Spell Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24734,S_Durable_Weapon,Durable Weapon Shadow,,
general,General Shadows,G01,Shadow weapon,24736,S_Clever_Weapon,Clever Weapon Shadow,,
general,General Shadows,G01,Shadow weapon,24738,S_CriticalHit_Weapon,Critical Hit Weapon Shadow,,
general,General Shadows,G01,Shadow weapon,24745,S_KingbirdAnc_Weapon,Kingbird Ancient Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24751,S_P_Power_Weapon,Physical Power Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24753,S_M_Spell_Weapon,Magical Spell Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24755,S_Concentration_Weapon,Concentration Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24757,S_Wisdom_Weapon,Wisdom Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24759,S_Stamina_Weapon,Stamina Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24761,S_Creative_Weapon,Creative Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24768,S_Mega_Blitz_Weapon,Mega Blitz Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24770,S_EXP_Weapon,Experience Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24779,1LvWeaponS,1Lv Shadow Weapon,,
general,General Shadows,G01,Shadow weapon,24792,S_Master_Weapon,Master Shadow Weapon,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, KagerouOboro, Knight, Monk, Priest, Rebellion, Rogue, Sage, SoulLinker, Spirit_Handler, StarGladiator, SuperNovice, Wizard",Fourth
general,General Shadows,G01,Shadow shield,24002,T_Luk1_Shield_S,Shadow Shield (Tier 1),,
general,General Shadows,G01,Shadow shield,24008,T_Luk2_Shield_S,Shadow Shield (Tier 2),,
general,General Shadows,G01,Shadow shield,24015,S_Promotion_Shield,Shadow Shield,,
general,General Shadows,G01,Shadow shield,24026,S_Athena_Shield,Athena Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24039,S_Athletic_Shield,Athletic Shadow Shield,,
general,General Shadows,G01,Shadow shield,24044,S_Vital_Shield,Vital Shadow Shield,,
general,General Shadows,G01,Shadow shield,24052,S_Cranial_Shield,Cranial Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24053,S_Safeguard_Shield,Safeguard Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24054,S_Brutal_Shield,Brutal Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24055,S_Gargantua_Shield,Gargantua Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24056,S_Homers_Shield,Homers Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24057,S_Dragoon_Shield,Dragoon Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24058,S_Satanic_Shield,Satanic Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24059,S_Flameguard_Shield,Flameguard Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24060,S_Requiem_Shield,Requiem Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24061,S_Cadi_Shield,Cadi Shield (Shadow),,
general,General Shadows,G01,Shadow shield,24083,S_Malicious_Shield,Malicious Shas Shadow Shield,,
general,General Shadows,G01,Shadow shield,24086,S_Gemstone_Shield,Gemstone Shadow Shield,,
general,General Shadows,G01,Shadow shield,24090,S_Stability_Shield,Stability Shadow Shield,,
general,General Shadows,G01,Shadow shield,24113,S_Spell_Flow_Shield,Spellflow Shadow Shield,,
general,General Shadows,G01,Shadow shield,24116,S_Greed_Shield,Grid Shadow Shield,,
general,General Shadows,G01,Shadow shield,24122,S_Heal_Shield,Heal Shadow Shield,,
general,General Shadows,G01,Shadow shield,24128,S_Hiding_Shield,Hiding Shadow Shield,,
general,General Shadows,G01,Shadow shield,24134,S_Cloaking_Shield,Cloaking Shadow Shield,,
general,General Shadows,G01,Shadow shield,24140,S_Teleport_Shield,Teleport Shadow Shield,,
general,General Shadows,G01,Shadow shield,24146,S_Steal_Shield,Steal Shadow Shield,,
general,General Shadows,G01,Shadow shield,24182,S_Bearers_Shield,Bearer's Shadow Shield,,
general,General Shadows,G01,Shadow shield,24198,S_Basis_Shield,Basis Shadow Shield,,
general,General Shadows,G01,Shadow shield,24199,S_Hallowed_Shield,Hallowed Shadow Shield,,
general,General Shadows,G01,Shadow shield,24200,S_Saharic_Shield,Saharic Shadow Shield,,
general,General Shadows,G01,Shadow shield,24201,S_Underneath_Shield,Underneath Shadow Shield,,
general,General Shadows,G01,Shadow shield,24202,S_Flam_Shield,Flame Shadow Shield,,
general,General Shadows,G01,Shadow shield,24203,S_Windy_Shield,Windy Shadow Shield,,
general,General Shadows,G01,Shadow shield,24204,S_Envenom_Shield,Envenom Shadow Shield,,
general,General Shadows,G01,Shadow shield,24205,S_Damned_Shield,Damned Shadow Shield,,
general,General Shadows,G01,Shadow shield,24206,S_Geist_Shield,Exorcism Shadow Shield,,
general,General Shadows,G01,Shadow shield,24207,S_Divine_Shield,Divine Shadow Shield,,
general,General Shadows,G01,Shadow shield,24209,S_Expert_Shield,Expert Shadow Shield,,
general,General Shadows,G01,Shadow shield,24211,S_Beginner_Shield,Beginner Shadow Shield,,
general,General Shadows,G01,Shadow shield,24213,S_Rookie_Shield,Rookie Shadow Shield,,
general,General Shadows,G01,Shadow shield,24215,S_Advanced_Shield,Advanced Shadow Shield,,
general,General Shadows,G01,Shadow shield,24232,S_Blitz_Shield,Blitz Shadow Shield,,
general,General Shadows,G01,Shadow shield,24241,S_Caster_Shield,Caster Shadow Shield,,
general,General Shadows,G01,Shadow shield,24244,S_Reload_Shield,Reload Shadow Shield,,
general,General Shadows,G01,Shadow shield,24323,S2_Spell_Flow_Shield,Spellflow Shadow Shield II,,
general,General Shadows,G01,Shadow shield,24327,S_Sigrun_Shield,Sigrun Shadow Shield,,
general,General Shadows,G01,Shadow shield,24332,S_Critical_Shield,Critical Shadow Shield,,
general,General Shadows,G01,Shadow shield,24336,S2_Gemstone_Shield,Gemstone Shadow Shield II,,
general,General Shadows,G01,Shadow shield,24342,S_AllRace_Shield,All Race Shadow Shield,,
general,General Shadows,G01,Shadow shield,24345,S_Tempest_Shield,Tempest Shadow Shield,,
general,General Shadows,G01,Shadow shield,24366,S_Healing_Shield,Healing Shadow Shield,,
general,General Shadows,G01,Shadow shield,24374,S_Penetration_Shield,Penetration Shadow Shield,,
general,General Shadows,G01,Shadow shield,24394,S_Physical_Shield,Physical Shadow Shield,,
general,General Shadows,G01,Shadow shield,24397,S_Magical_Shield,Magical Shadow Shield,,
general,General Shadows,G01,Shadow shield,24399,S_ImmunedAthena_Shield,Immune Athena Shadow Shield,,
general,General Shadows,G01,Shadow shield,24674,S_Mammoth_Shield,Mammoth Shadow Shield,,
general,General Shadows,G01,Shadow shield,24683,S_EXP_Shield,Experience Shadow Shield,,
general,General Shadows,G01,Shadow shield,24685,S_Absorb_Shield,Absorb Shadow Shield,,
general,General Shadows,G01,Shadow shield,24722,S_AutoSpell_Shield,Auto Spell Shadow Shield,,
general,General Shadows,G01,Shadow shield,24732,S_Hasty_Shield,Hasty Shadow Shield,,
general,General Shadows,G01,Shadow shield,24733,S_Infinity_Shield,Infinity Shadow Shield,,
general,General Shadows,G01,Shadow shield,24735,S_Durable_Shield,Durable Shield Shadow,,
general,General Shadows,G01,Shadow shield,24737,S_Clever_Shield,Clever Shield Shadow,,
general,General Shadows,G01,Shadow shield,24746,S_S_Reload_Shield,Separate Reload Shadow Shield,,
general,General Shadows,G01,Shadow shield,24752,S_P_Power_Shield,Physical Power Shadow Shield,,
general,General Shadows,G01,Shadow shield,24754,S_M_Spell_Shield,Magical Spell Shadow Shield,,
general,General Shadows,G01,Shadow shield,24756,S_Concentration_Shield,Concentration Shadow Shield,,
general,General Shadows,G01,Shadow shield,24758,S_Wisdom_Shield,Wisdom Shadow Shield,,
general,General Shadows,G01,Shadow shield,24760,S_Stamina_Shield,Stamina Shadow Shield,,
general,General Shadows,G01,Shadow shield,24762,S_Creative_Shield,Creative Shadow Shield,,
general,General Shadows,G01,Shadow shield,24767,S_Mega_Blitz_Shield,Mega Blitz Shadow Shield,,
general,General Shadows,G01,Shadow shield,24780,1LvShieldS,1Lv Shadow Shield,,
general,General Shadows,G01,Shadow shield,24793,S_Master_Shield,Master Shadow Shield,"Alchemist, Assassin, BardDancer, Blacksmith, Crusader, Hunter, KagerouOboro, Knight, Monk, Priest, Rebellion, Rogue, Sage, SoulLinker, Spirit_Handler, StarGladiator, SuperNovice, Wizard",Fourth
general,General Shadows,G01,Shadow shoes,24003,T_Agi1_Shoes_S,Shadow Shoes (Tier 1),,
general,General Shadows,G01,Shadow shoes,24009,T_Agi2_Shoes_S,Shadow Shoes (Tier 2),,
general,General Shadows,G01,Shadow shoes,24014,S_Promotion_Shoes,Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24025,S_Champion_Shoes,Champion Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24038,S_Vital_Shoes,Vital Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24045,S_Athletic_Shoes,Athletic Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24062,S_Bloody_Shoes,Bloody Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24063,S_Liberation_Shoes,Liberation Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24064,S_Chemical_Shoes,Chemical Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24065,S_Clamorous_Shoes,Clamorous Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24066,S_Insecticide_Shoes,Insecticide Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24067,S_Fisher_Shoes,Fisher Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24068,S_Seraphim_Shoes,Seraphim Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24069,S_Beholder_Shoes,Beholder Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24070,S_Divine_Shoes,Divine Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24071,S_Dragoon_Shoes,Dragoon Shoes (Shadow),,
general,General Shadows,G01,Shadow shoes,24082,S_Malicious_Shoes,Malicious Shas Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24085,S_Gemstone_Shoes,Gemstone Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24092,S_Plasterer's_Shoes,Harrods Plaster Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24094,S_Insomniac_Shoes,Insomnia Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24096,S_Peerless_Shoes,Peerless Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24098,S_Adurate_Shoes,Andre Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24111,S_Spell_Flow_Shoes,Spellflow Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24115,S_Greed_Shoes,Grid Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24121,S_Heal_Shoes,Heal Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24127,S_Hiding_Shoes,Hiding Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24133,S_Cloaking_Shoes,Cloaking Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24139,S_Teleport_Shoes,Teleport Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24145,S_Steal_Shoes,Steal Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24181,S_Bearers_Shoes,Bearer's Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24196,S_Hasty_Shoes,Hasty Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24208,S_Expert_Shoes,Expert Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24210,S_Beginner_Shoes,Beginner Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24212,S_Rookie_Shoes,Rookie Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24214,S_Advanced_Shoes,Advanced Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24231,S_Blitz_Shoes,Blitz Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24240,S_Caster_Shoes,Caster Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24243,S_Reload_Shoes,Reload Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24256,S_Knight_Shoes,Knight Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24257,S_Crusader_Shoes,Crusader Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24258,S_Blacksmith_Shoes,Blacksmith Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24259,S_Alchemist_Shoes,Alchemist Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24260,S_Priest_Shoes,Priest Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24261,S_Monk_Shoes,Monk Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24262,S_Assassin_Shoes,Assassin Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24263,S_Rogue_Shoes,Rogue Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24264,S_Wizard_Shoes,Wizard Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24265,S_Sage_Shoes,Sage Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24266,S_Hunter_Shoes,Hunter Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24267,S_Bard_Shoes,Bard Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24268,S_Dancer_Shoes,Dancer Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24320,S2_Hasty_Shoes,Hasty Shadow Shoes II,,
general,General Shadows,G01,Shadow shoes,24333,S_Critical_Shoes,Critical Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24338,S2_Bearers_Shoes,Bearer's Shadow Shoes II,,
general,General Shadows,G01,Shadow shoes,24341,S_AllRace_Shoes,All Race Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24346,S_Tempest_Shoes,Tempest Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24353,S2_Insomniac_Shoes,Insomniac Shadow Shoes II,,
general,General Shadows,G01,Shadow shoes,24355,S2_Adurate_Shoes,Adulate Shadow Shoes II,,
general,General Shadows,G01,Shadow shoes,24367,S_Healing_Shoes,Healing Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24373,S_Penetration_Shoes,Penetration Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24393,S_Physical_Shoes,Physical Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24396,S_Magical_Shoes,Magical Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24400,S_HardChamption_Shoes,Hard Champion Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24664,S_FullPene_Shoes,Full Penetration Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24666,S_FullTemp_Shoes,Full Tempest Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24670,S_Mammoth_Shoes,Mammoth Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24676,S_TrueGem_Shoes,True Gemstone Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24680,S_M_Mammoth_Shoes,Maximum Mammoth Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24724,S_AutoSpell_Shoes,Auto Spell Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24729,S_M_AutoSpell_Shoes,Major Auto Spell Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24748,S_SpellCaster_Shoes,Spell Caster Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24763,S_R_Bearers_Shoes,Lord Bearer's Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24781,1LvShoesS,1Lv Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24873,S_Full_Power_Shoes,Full Power Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24875,S_Full_Rate_Shoes,Full Rate Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24884,S_Full_Spell_Shoes,Full Spell Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24994,S_Magical_M_Shoes,Magical Master Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,24998,S_Spell_M_Shoes,Spell Master Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,1270002,S_Sorcery_M_Shoes,Sorcery Master Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,1270006,S_Sword_M_Shoes,Sword Master Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,1270010,S_Bow_M_Shoes,Bow Master Shadow Shoes,,
general,General Shadows,G01,Shadow shoes,1270014,S_Fatal_M_Shoes,Fatal Master Shadow Shoes,,
general,General Shadows,G01,Shadow earring,24004,T_Vit1_Acc_R_S,Shadow Ring (Tier 1),,
general,General Shadows,G01,Shadow earring,24010,T_Vit2_Acc_R_S,Shadow Ring (Tier 2),,
general,General Shadows,G01,Shadow earring,24016,S_Promotion_Earring,Shadow Earring,,
general,General Shadows,G01,Shadow earring,24018,S_Physical_Earring,Physical Earring (Shadow),,
general,General Shadows,G01,Shadow earring,24021,S_Magical_Earring,Magical Earring (Shadow),,
general,General Shadows,G01,Shadow earring,24035,S_Power_Earring,Power Shadow Earring,,
general,General Shadows,G01,Shadow earring,24042,S_Int_Earring,Intelligent Shadow Earring,,
general,General Shadows,G01,Shadow earring,24049,S_Hard_Earring,Hard Earring (Shadow),,
general,General Shadows,G01,Shadow earring,24050,S_Wise_Earring,Wise Earring (Shadow),,
general,General Shadows,G01,Shadow earring,24051,S_Athena_Earring,Athena Earring (Shadow),,
general,General Shadows,G01,Shadow earring,24079,S_Spiritual_Earring,Spiritual Shadow Earring,,
general,General Shadows,G01,Shadow earring,24088,S_Gemstone_Earring,Gemstone Shadow Earring,,
general,General Shadows,G01,Shadow earring,24100,Unfreeze_Earing_S,Unfreezing Shadow Earring,,
general,General Shadows,G01,Shadow earring,24102,Vitality_Earing_S,Vitality Shadow Earring,,
general,General Shadows,G01,Shadow earring,24105,S_Neutral_Earring,Neutral Shadow Earring,,
general,General Shadows,G01,Shadow earring,24107,S_Curse_Lift_Earring,Frozen Curse Shadow Earring,,
general,General Shadows,G01,Shadow earring,24109,S_Caster_earring,Caster Shadow Earrings,,
general,General Shadows,G01,Shadow earring,24118,S_Greed_Earring,Grid Shadow Earring,,
general,General Shadows,G01,Shadow earring,24124,S_Heal_Earring,Heal Shadow Earring,,
general,General Shadows,G01,Shadow earring,24130,S_Hiding_Earring,Hiding Shadow Earring,,
general,General Shadows,G01,Shadow earring,24136,S_Cloaking_Earring,Cloaking Shadow Earring,,
general,General Shadows,G01,Shadow earring,24142,S_Teleport_Earring,Teleport Shadow Earring,,
general,General Shadows,G01,Shadow earring,24148,S_Steal_Earring,Steal Shadow Earring,,
general,General Shadows,G01,Shadow earring,24150,S_Infinity_Earring,Infinity Shadow Earring,,
general,General Shadows,G01,Shadow earring,24153,S_Solid_Earring,Solid Shadow Earring,,
general,General Shadows,G01,Shadow earring,24166,S_Penetration_Earring,Penetration Shadow Earring,,
general,General Shadows,G01,Shadow earring,24168,S_Tempest_Earring,Tempest Shadow Earring,,
general,General Shadows,G01,Shadow earring,24184,S_Bearers_Earring,Bearer's Shadow Earring,,
general,General Shadows,G01,Shadow earring,24217,S_Blitz_Earring,Blitz Shadow Earring,,
general,General Shadows,G01,Shadow earring,24225,S_Force_Earring,Force Shadow Earring,,
general,General Shadows,G01,Shadow earring,24229,S_Spirit_Earring,Soul Shadow Earring,,
general,General Shadows,G01,Shadow earring,24234,S_Titan_Earring,Titan Shadow Earring,,
general,General Shadows,G01,Shadow earring,24236,S_Boned_Earring,Boned Shadow Earring,,
general,General Shadows,G01,Shadow earring,24238,S_Gigantic_Earring,Gigantic Shadow Earring,,
general,General Shadows,G01,Shadow earring,24246,S_Swordman_earring,Swordman Shadow Earring,,
general,General Shadows,G01,Shadow earring,24247,S_Merchant_earring,Merchant Shadow Earring,,
general,General Shadows,G01,Shadow earring,24248,S_Acolyte_earring,Acolyte Shadow Earring,,
