Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Client Display Name,Client Resource Name,NPC Route,Price
20349,C_FlyingGalapago,Costume Flying Galapago,Costumes,1,0,의상 날고 있는 갈라파고,날으는갈라파고,Costume Capsule,100000
20350,C_Cowlick_YL,Costume Bouncing Hair Yellow,Costumes,1,0,의상 삐침머리 노란색,삐침머리_노랑,Costume Capsule,100000
20351,C_Cowlick_GN,Costume Bouncing Hair Green,Costumes,1,0,의상 삐침머리 초록색,삐침머리_녹색,Costume Capsule,100000
20352,C_Cowlick_PP,Costume Bouncing Hair Purple,Costumes,1,0,의상 삐침머리 보라색,삐침머리_보라,Costume Capsule,100000
20353,C_Cowlick_RD,Costume Bouncing Hair Red,Costumes,1,0,의상 삐침머리 빨간색,삐침머리_빨강,Costume Capsule,100000
20354,C_Cowlick_OM,Costume Bouncing Hair Crimson,Costumes,1,0,의상 삐침머리 주홍색,삐침머리_연갈색,Costume Capsule,100000
20355,C_Cowlick_BU,Costume Bouncing Hair Blue,Costumes,1,0,의상 삐침머리 파란색,삐침머리_파랑,Costume Capsule,100000
20356,C_Cowlick_WH,Costume Bouncing Hair White,Costumes,1,0,의상 삐침머리 하얀색,삐침머리_흰색,Costume Capsule,100000
20357,C_Straight_Pony_YL,Costume Straight Pony Yellow,Costumes,1,0,의상 스트레이트포니 노란색,스트레이트포니_노랑,Costume Capsule,100000
20358,C_Straight_Pony_GN,Costume Straight Pony Green,Costumes,1,0,의상 스트레이트포니 초록색,스트레이트포니_녹색,Costume Capsule,100000
20359,C_Straight_Pony_PP,Costume Straight Pony Purple,Costumes,1,0,의상 스트레이트포니 보라색,스트레이트포니_보라,Costume Capsule,100000
20360,C_Straight_Pony_RD,Costume Straight Pony Red,Costumes,1,0,의상 스트레이트포니 빨간색,스트레이트포니_빨강,Costume Capsule,100000
20361,C_Straight_Pony_OM,Costume Straight Pony Crimson,Costumes,1,0,의상 스트레이트포니 주홍색,스트레이트포니_연갈색,Costume Capsule,100000
20362,C_Straight_Pony_BU,Costume Straight Pony Blue,Costumes,1,0,의상 스트레이트포니 파란색,스트레이트포니_파랑,Costume Capsule,100000
20363,C_Straight_Pony_WH,Costume Straight Pony White,Costumes,1,0,의상 스트레이트포니 하얀색,스트레이트포니_흰색,Costume Capsule,100000
20364,C_Loose_Wave_Twin_YL,Costume Loose Wave Twin Yellow,Costumes,1,0,의상 루즈웨이브트윈 노란색,루즈웨이브트윈_노랑,Costume Capsule,100000
20365,C_Loose_Wave_Twin_GN,Costume Loose Wave Twin Green,Costumes,1,0,의상 루즈웨이브트윈 초록색,루즈웨이브트윈_녹색,Costume Capsule,100000
20366,C_Loose_Wave_Twin_PP,Costume Loose Wave Twin Purple,Costumes,1,0,의상 루즈웨이브트윈 보라색,루즈웨이브트윈_보라,Costume Capsule,100000
20367,C_Loose_Wave_Twin_RD,Costume Loose Wave Twin Red,Costumes,1,0,의상 루즈웨이브트윈 빨간색,루즈웨이브트윈_빨강,Costume Capsule,100000
20368,C_Loose_Wave_Twin_OM,Costume Loose Wave Twin Crimson,Costumes,1,0,의상 루즈웨이브트윈 주홍색,루즈웨이브트윈_연갈색,Costume Capsule,100000
20369,C_Loose_Wave_Twin_BU,Costume Loose Wave Twin Blue,Costumes,1,0,의상 루즈웨이브트윈 파란색,루즈웨이브트윈_파랑,Costume Capsule,100000
20370,C_Loose_Wave_Twin_WH,Costume Loose Wave Twin White,Costumes,1,0,의상 루즈웨이브트윈 하얀색,루즈웨이브트윈_흰색,Costume Capsule,100000
20371,C_Special_Kapra_Hat,Costume Special Kafra Hat,Costumes,1,0,의상 스페셜 카프라 모자,리리아인형모자,Costume Capsule,100000
20372,C_Hat_Of_Girl,Costume Ribbon Hat,Costumes,1,0,의상 리본 모자,소녀의모자,Costume Capsule,100000
20373,C_Watermelon_Hat,Costume Watermelon Hat,Costumes,1,0,의상 수박모자,수박모자,Costume Capsule,100000
20374,C_Mechanical_Plant_Hat,Costume Mechanical Plant Hat,Costumes,1,0,의상 기계식물 모자,기계식물모자,Costume Capsule,100000
20379,C_PocketWatch_Hair_Orna,Costume Pocketwatch Hair Ornament,Costumes,1,0,의상 회중시계 머리 장식,회중시계머리장식,Costume Capsule,100000
20380,C_Mech_Feather_Hairband,Costume Mechanical Feather Hairband,Costumes,1,0,의상 기계깃털 헤어밴드,기계깃털헤어밴드,Costume Capsule,100000
20381,C_Steampunk_Hat,Costume Steampunk Hat,Costumes,1,0,의상 스팀팩 햇,스팀펑크햇,Costume Capsule,100000
20388,C_Ayam,Costume Ayam,Costumes,0,0,의상 아얌,아얌,Costume Capsule,100000
20394,C_Pumpkin_Cock_Hat,Costume Pumpkin Toque,Costumes,1,0,의상 펌킨 요리사 모자,펌킨요리사모자,Costume Capsule,100000
20395,C_Black_Witch_Hat,Costume Black Witch Hat,Costumes,0,0,의상 검은 마녀의 모자,검은마녀의모자,Costume Capsule,100000
20396,C_Woodie_Hat,Costume Green Hat,Costumes,1,0,의상 초록이모자,초록이모자,Costume Capsule,100000
20397,C_Jakk,Costume Jakk,Costumes,1,0,의상 잭,잭머리,Costume Capsule,100000
20398,C_Niflheim_Bunny_Hat,Costume Niffleheim Bunny Hat,Costumes,1,0,의상 니플헤임 버니햇,니플헤임버니햇,Costume Capsule,100000
20399,C_Crow_Tengu_Mask,Costume Crow Tengu Mask,Costumes,1,0,의상 까마귀 천구의 가면,까마귀천구의가면,Costume Capsule,100000
20404,C_Blessing_Of_Angels,Costume Blessing of Angel,Costumes,1,0,의상 천사들의 축복,천사들의축복,Costume Capsule,100000
20405,C_Eremes_Scarf,Costume Eremes Scarf,Costumes,1,0,의상 에레메스 가일의 스카프,에레메스스카프,Costume Capsule,100000
20407,C_Subject_Aura_Red,Costume Test Subject Aura (Red),Costumes,1,0,의상 사념의 오오라(홍련),사념의오오라_빨강,Costume Capsule,100000
20413,C_Isabella_Brown_Ear,Costume Piamette Hairband,Costumes,0,0,의상 피아멧트의 헤어밴드,이사벨라브라운귀모자,Costume Capsule,100000
20430,C_Morocc_Kid_Servant,Costume Loyal Servant of Devil Morocc,Costumes,1,0,의상 마왕 모로크의 충실한 종,소년모로크수하,Costume Capsule,100000
20432,C_Khalitzburg_KN_Helm,Costume Khalitzburg Knight Helm,Costumes,1,0,의상 칼리츠버그 기사단 투구,칼리츠버그기사투구,Costume Capsule,100000
20433,C_Louise_Red_Hat,Costume Louise Red Hat,Costumes,1,0,의상 루이제의 빨간 모자,루이제빨간모자,Costume Capsule,100000
20437,C_Sakura_Hairband,Costume Sakura Hairband,Costumes,1,0,의상 늘어진 벚꽃 머리비녀,사쿠라머리띠,Costume Capsule,100000
20439,C_Glow_Of_New_Year,Costume New Year Shine,Costumes,1,0,의상 새해의 빛,새해의빛,Costume Capsule,100000
20440,C_Tone_Of_Gold,Costume Tone of Gold,Costumes,1,0,의상 금빛음색,금빛음색,Costume Capsule,100000
20441,C_L_RibbonMuff_Red,Costume Large Ribbon Muffler (Red),Costumes,1,0,의상 커다란 리본 머플러(빨강),큰리본머플러_빨강,Costume Capsule,100000
20443,C_Unicorn_Helm,Costume Unicorn Helm,Costumes,0,0,의상 유니콘 헬름,유니콘헬름,Costume Capsule,100000
20446,C_Rabbit_Ear_Eggshell,Costume Bunny Eggshell,Costumes,1,0,의상 토끼귀 알껍질,토끼귀알껍질,Costume Capsule,100000
20447,C_Small_Poring_Band,Costume Small Porings Headband,Costumes,1,0,의상 스몰 포링 머리띠,스몰포링머리띠,Costume Capsule,100000
20448,C_Cons_Of_Water,Costume Water Spellcaster,Costumes,1,0,의상 물의 마스터,C물의마스터,Costume Capsule,100000
20449,C_White_Black_Temp,Costume White and Black Temptation,Costumes,1,0,의상 흑과 백의 유혹,C흑과백의유혹,Costume Capsule,100000
20450,C_Gram_Peony,Costume Gram Peony,Costumes,1,0,의상 글램피오니,C글램피오니,Costume Capsule,100000
20451,C_Sky_Of_Memory,Costume Sky of Memory,Costumes,1,0,의상 추억의 밤하늘,C추억의밤하늘,Costume Capsule,100000
20452,C_berry_Prince_Crown,Costume Crown of Strawberry Prince,Costumes,1,0,의상 딸기 왕자의 왕관,C딸기왕자의왕관,Costume Capsule,100000
20455,C_Republic_Hat,Costume Republic Hat,Costumes,1,0,의상 공화국의 모자,공화국의모자,Costume Capsule,100000
20456,C_Combat_Vestige,Costume Combat Vestige,Costumes,1,0,의상 전투의 흔적,C전투의흔적,Costume Capsule,100000
20457,C_Feather_Fluttering,Costume Fluttering Feathers,Costumes,1,0,의상 흩날리는 깃털,C흩날리는깃털,Costume Capsule,100000
20458,C_Wild_Poring_Rider,Costume Wild Poring Rider,Costumes,1,0,의상 와일드 포링 라이더,와일드포링라이더,Costume Capsule,100000
20459,C_Valhalla_Idol,Costume Valhalla Idol,Costumes,1,0,의상 발할라 아이돌,발할라아이돌,Costume Capsule,100000
20463,C_Two_Tone_Beret,Costume Two Tone Beret,Costumes,1,0,의상 투 톤 베레모,투톤베레모,Costume Capsule,100000
20464,C_Monochrome_RibbonHat,Costume Monochrome Ribbon Hat,Costumes,1,0,의상 모노크롬 리본 햇,모노크롬리본햇,Costume Capsule,100000
20468,C_Youinone_Mask,You in ONE,Costumes,1,0,의상 You in ONE,유인원마스크,Costume Capsule,100000
20470,C_SweetChocolate_Hat,Costume Sweet Chocolate Hat,Costumes,1,0,의상 달콤한 초콜릿 모자,달콤한초콜릿모자,Costume Capsule,100000
20472,C_Helm_Of_Angel,Costume Helm of Angel,Costumes,0,0,의상 천사의 투구,천사의투구,Costume Capsule,100000
20482,C_Heaven_Cage,Costume Heaven Cage,Costumes,1,0,의상 낙원의 새장,낙원의새장,Costume Capsule,100000
20486,C_Twin_Margaret,Costume Twin Margaret,Costumes,1,0,의상 트윈 마가레트,C트윈마가레트,Costume Capsule,100000
20487,C_Floral_Waltz,Costume Floral Waltz,Costumes,1,0,의상 꽃의 왈츠,C꽃의왈츠,Costume Capsule,100000
20488,C_Pope_Ribbon,Costume Pope Ribbon,Costumes,1,0,의상 교황의 리본,C교황의리본,Costume Capsule,100000
20489,C_Pope_Crown,Costume Pope Crown,Costumes,1,0,의상 교황의 관,C교황의관,Costume Capsule,100000
20490,C_Full_Bloom_Hp_Blue,Costume Full Blossom Sakura Hairpin Blue,Costumes,1,0,의상 화려한 벚꽃 비녀(파랑),C앵화난만의비녀파랑,Costume Capsule,100000
20491,C_Laser_Of_Eagle,Costume Laser of Eagle,Costumes,1,0,의상 레이저 오브 이글,레이저오브이글,Costume Capsule,100000
20492,C_Whistle,Costume Unidentified Flying Poring,Costumes,1,0,의상 휘파람,휘파람,Costume Capsule,100000
20496,C_Black_Shiba_Inu_Hat,Costume Black Shiba Inu Hat,Costumes,1,0,의상 검은 시바견 모자,검은시바이누모자,Costume Capsule,100000
20499,C_Cat_Ear_Hat,Costume Cat Ears Hat,Costumes,1,0,의상 고양이귀 모자,C고양이귀모자,Costume Capsule,100000
20502,C_Devil_Wing,Costume Little Devil Wings,Costumes,1,0,의상 소악마의 날개,소악마날개,Costume Capsule,100000
20504,C_Cupid_Wing_Pink,Costume Cupid's Pink Wings,Costumes,1,0,의상 큐피트의 분홍색 날개,분홍큐피트날개,Costume Capsule,100000
20506,C_Invisible_Manteau,Invisible Manteau,Costumes,1,0,의상 인비지블 망토,인비지블망토,Costume Capsule,100000
20507,C_Poring_Bag,Costume Poring Bag,Costumes,1,0,의상 포링가방,포링가방,Costume Capsule,100000
20509,C_Wings_of_Uriel,Costume Wings of Uriel,Costumes,1,0,의상 우리엘의 날개,우리엘의날개,Costume Capsule,100000
20510,C_SwordWing,Costume Sword Wing,Costumes,1,0,의상 검의 날개,검의날개,Costume Capsule,100000
20511,C_Blue_Fairy_Wing,Blue Wings of Fairy,Costumes,1,0,의상 요정의 파란 날개,요정의파란날개,Costume Capsule,100000
20514,C_Thanatos_Sword,Costume Thanatos Sword,Costumes,1,0,의상 타나토스의 검,Thanatos_Sword,Costume Capsule,100000
20515,C_Magic_Circle,Costume Magic Circle,Costumes,1,0,의상 마법진,Magic_Circle,Costume Capsule,100000
20516,C_Wings_of_Michael,Costume Wings of Michael,Costumes,1,0,의상 미카엘의 날개,Wings_of_Michael,Costume Capsule,100000
20517,C_GiantCatBag_TW,Costume Giant Cat Bag,Costumes,1,0,의상 거대 야옹이 배낭,GiantCatBag,Costume Capsule,100000
20519,C_Full_BloomCherry_Tree,Costume Full Bloom Cherry Tree,Costumes,1,0,의상 만개하는 벚꽃,C_Full_BloomCherry_Tree,Costume Capsule,100000
20522,C_Blessings_Of_Soul,Costume Blessings Of Soul,Costumes,1,0,의상 영혼의 축복,C_Blessings_Of_Soul,Costume Capsule,100000
20525,C_Bloody_Wing,Costume Crimson Wings,Costumes,0,0,의상 진홍의 날개,C_Bloody_Wing,Costume Capsule,100000
20526,C_BlueAngeling_Wing,Costume Brilliant Blue Angel Wings,Costumes,0,0,의상 찬란한 파란 엔젤링 날개,C_BlueAngeling_Wing,Costume Capsule,100000
20528,C_GoldButterfly_Wing,Costume Golden Butterfly Wings,Costumes,0,0,의상 황금색 나비 날개,C_GoldButterfly_Wing,Costume Capsule,100000
20530,C_Wings_of_Gabriel,Costume Wings of Gabriel,Costumes,1,0,의상 가브리엘의 날개,C_Wings_of_Gabriel,Costume Capsule,100000
20533,C_PinkButterfly_Wing_T,Costume Pink Butterfly Wing,Costumes,1,0,의상 핑크색 나비 날개,C_PinkButterfly_Wing,Costume Capsule,100000
20535,C_Digital_Space,Costume Digital Space,Costumes,1,0,의상 디지털 공간,C_Digital_Space,Costume Capsule,100000
20538,C_Magic_Circle_Rainbow,Costume Magic Circle Rainbow,Costumes,1,0,의상 무지개색의 마법진,C_Magic_Circle_Rainbow,Costume Capsule,100000
20541,C_AngelRibbonWing_TW,Costume Angel's Ribboned Wings,Costumes,0,0,의상 천사의 리본 날개,AngelRibbonWing,Costume Capsule,100000
20543,C_Halloween_Poring_Bag,Costume Halloween Poring Bag,Costumes,1,0,의상 펌프킨 포링 백,Halloween_Poring_Bag,Costume Capsule,100000
20545,C_Chrismas_Tree,Costume Christmas Guardian Tree,Costumes,0,0,의상 성탄절의 수호 트리,Chrismas_Tree,Costume Capsule,100000
20546,C_Backside_Ribbon_Bell,Costume Giant Ribbon Bell,Costumes,1,0,의상 백사이드 리본 벨,Backside_Ribbon_Bell,Costume Capsule,100000
20548,C_Popping_Poring_Aura,Costume Popping Poring Aura,Costumes,1,0,의상 터지는 포링 오오라,C_Popping_Poring_Aura,Costume Capsule,100000
20570,C_HeartChocoBag,Costume Love Candy Pack,Costumes,1,0,의상 하트 초코 백,HeartChocoBag,Costume Capsule,100000
20571,C_Valkyrie_Wing,Costume Valkyrie Wings,Costumes,0,0,의상 발키리의 날개,C_Valkyrie_Wing,Costume Capsule,100000
20572,C_WingOfHeart,Costume WingOfHeart,Costumes,1,0,의상 하트 날개,WingOfHeart,Costume Capsule,100000
20576,C_Cat_Fork,Costume Cat Fork,Costumes,1,0,의상 냥 포크,C_Cat_Fork,Costume Capsule,100000
20577,C_Balloon_Wing,Costume Balloon Wing,Costumes,0,0,의상 풍선 날개,Balloon_Wing,Costume Capsule,100000
20578,C_Wings_Of_Raguel,Costume Raguel's Wings,Costumes,0,0,의상 라구엘의 날개,Wings_Of_Raguel,Costume Capsule,100000
20579,C_Wings_Of_Raphael,Costume Raphael's Wings,Costumes,0,0,의상 라파엘의 날개,Wings_Of_Raphael,Costume Capsule,100000
20582,C_T_Bear_Bag,Costume Bear Backpack,Costumes,1,0,의상 곰인형 가방,C_T_Bear_Bag,Costume Capsule,100000
20584,C_Big_Foxtail,Costume Fox Tail,Costumes,1,0,의상 커다란 강아지풀,C_Big_Foxtail,Costume Capsule,100000
20586,C_Loli_Ruri_Moon,Costume: Loli Ruri's Crescent,Costumes,0,0,의상 로리루리의 초승달,C_Loli_Ruri_Moon,Costume Capsule,100000
20588,C_Nifl_Bloom,Costume Broom of Witch,Costumes,1,0,의상 마녀의 빗자루,C_Nifl_Bloom,Costume Capsule,100000
20589,C_Gimmick_One_Feather,Costume One Wing,Costumes,0,0,의상 기계장치 외날개,C_Gimmick_One_Feather,Costume Capsule,100000
20590,C_Evil_Druid_Cross,Costume Evil Druid Cross,Costumes,0,0,의상 이블드루이드의 십자가,C_Evil_Druid_Cross,Costume Capsule,100000
20591,C_Bow_On_the_Back,Costume Bow on Back,Costumes,0,0,의상 등에 멘 활,Bow_On_the_Back,Costume Capsule,100000
20592,C_Santa_Backpack,Costume Santa's Pocket,Costumes,1,0,의상 산타의 주머니,Santa_Backpack,Costume Capsule,100000
20593,C_Ice_Wing,Costume: Ice Wings,Costumes,0,0,의상 얼음의 날개,C_Ice_Wing,Costume Capsule,100000
20594,C_Big_Ribbon_Cloak,Costume Big Ribbon Manteau,Costumes,0,0,의상 커다란 리본 망토,C_Big_Ribbon_Cloak,Costume Capsule,100000
20597,C_Evil_Scythe,Costume: Evil Scythe,Costumes,0,0,의상 이블의 큰낫,C_Evil_Scythe,Costume Capsule,100000
20598,C_GiantCatBag_JP_BL,Costume Big Black Cat,Costumes,0,0,의상 커다란 검은 고양이,C_GiantCatBag_JP_BL,Costume Capsule,100000
20599,C_Sakura_Wing,Costume: Sakura Wings,Costumes,0,0,의상 벚꽃 날개,C_Sakura_Wing,Costume Capsule,100000
20602,C_Seraphim_Wing_TW,Costume: Ace of Angel Wing (Sweet),Costumes,0,0,의상 치천사의 날개,C_Seraphim_Wing_TW,Costume Capsule,100000
20603,C_P_Ulysses_Feather,Costume Ulysses Wings,Costumes,0,0,의상 큰보라 제비나비의 날개,C_Papilio_Ulysses_Feather,Costume Capsule,100000
20604,C_Blessed_Veil,Costume: Blessed Veil,Costumes,0,0,의상 축복의 베일,C_Blessed_Veil,Costume Capsule,100000
20605,C_Leaf_Umbrella,Costume Leaf Umbrella,Costumes,0,0,의상 잎사귀 우산,C_Leaf_Umbrella,Costume Capsule,100000
20607,C_Baldr_Wing_TW,Costume Baldr Wing,Costumes,0,0,의상 발두르의 날개,C_Baldr_Wing_TW,Costume Capsule,100000
20613,C_Wing_Of_Spider,Costume Spider Wings,Costumes,0,0,의상 거미 날개,Wing_Of_Spider,Costume Capsule,100000
20618,C_Big_B_Rabbit,Costume Big Black Rabbit,Costumes,0,0,의상 커다란 검정 토끼,C_Big_B_Rabbit,Costume Capsule,100000
20626,C_ROS2023_Cape_2,2023 ROS Winning Prize Manteau,Costumes,0,0,2023 ROS 입상 망토,C_ROS2023_Cape_2,Costume Capsule,100000
20721,Cloak_Of_Gray,Cloak of Gray,Garments,120,1,흙빛의 망토,흙빛의망토,Equipment Archive > Garments > Lv 100-129,200000
20727,Brilliant_Golden_Wings,Brilliant Golden Wings,Costumes,1,0,의상 찬란한 황금 날개,황금날개,Costume Capsule,100000
20732,Supplement_Part_Con,Supplement Part Con,Garments,100,1,체력 보완장치,체력보완장치,Equipment Archive > Garments > Lv 100-129,200000
20733,Upgrade_Part_Engine,Upgrade Part - Engine,Garments,100,1,강화파츠 - 엔진,강화파츠엔진,Equipment Archive > Garments > Lv 100-129,200000
20737,C_Kirin_Wing,Costume Kirin Wing,Costumes,1,0,의상 기린의 날개,기린의날개,Costume Capsule,100000
20746,C_Rudra_Wing,Costume Rudra Wings,Costumes,1,0,의상 루드라의 날개,루드라의날개,Costume Capsule,100000
20749,Manteau_Of_Fallen_,Fallen Warrior Manteau,Garments,170,1,전사자의 망토,전사자의망토_,Equipment Archive > Garments > Lv 160-199,1000000
20761,C_Wing_Of_Happiness,Costume Happiness Wings,Costumes,1,0,의상 행복의 날개,행복의날개,Costume Capsule,100000
20762,C_GreatDevilWing,Costume Great Devil Wings,Costumes,1,0,의상 대악마의 날개,대악마날개,Costume Capsule,100000
20764,C_Fallen_Angel_Wing,Costume Fallen Angel Wing,Costumes,1,0,의상 타락천사의 날개,타락천사의날개,Costume Capsule,100000
20765,C_Archangel_Wing,Costume Archangel Wing,Costumes,1,0,의상 대천사의 날개,대천사의날개,Costume Capsule,100000
20779,ManteauOfCracks,Rift Manteau,Garments,100,1,균열의 망토,광망의망토,Equipment Archive > Garments > Lv 100-129,200000
20798,GrimReaper_Protection,Costume Grim Reaper Protection,Costumes,1,0,의상 사신님의 가호,사신님의가호,Costume Capsule,100000
20801,Toughen_Time_Keepr_MT,Enhanced Time Keeper Manteau,Garments,100,0,강화된 시간의 수호자 망토,프레이야의망토,Equipment Archive > Garments > Lv 100-129,200000
20820,Cloak_Of_Elemental,Elemental Cape,Garments,100,0,원소의 망토,원소의망토,Equipment Archive > Garments > Lv 100-129,200000
20821,Golden_Scarf,Golden Scarf,Garments,100,0,골든 스카프,골든스카프,Equipment Archive > Garments > Lv 100-129,200000
20822,Mine_Worker_Backpack,Mine Worker's Backpack,Garments,100,0,마인워커 백 팩,마인워커백팩,Equipment Archive > Garments > Lv 100-129,200000
20823,Para_Team_Manteau100,Awakened Eden Group Manteau I,Garments,100,0,각성 낙원단 망토Ⅰ,낙원단망토,Equipment Archive > Garments > Lv 100-129,200000
20824,Para_Team_Manteau130,Awakened Eden Group Manteau II,Garments,130,0,각성 낙원단 망토Ⅱ,낙원단망토,Equipment Archive > Garments > Lv 130-159,500000
20825,Para_Team_Manteau160,Awakened Eden Group Manteau III,Garments,160,0,각성 낙원단 망토Ⅲ,낙원단망토2,Equipment Archive > Garments > Lv 160-199,1000000
20834,Manteau_Of_Vagabond,Drifter's Cape,Garments,100,0,방랑자의 망토,홍련의스톨,Equipment Archive > Garments > Lv 100-129,200000
20856,YSF01_Manteau,YSF01 Manteau,Garments,170,1,YSF01의 망토,YSF01_Manteau,Equipment Archive > Garments > Lv 160-199,1000000
20902,True_Hunting_Manteau,True Hunting Manteau,Garments,100,1,트루아 헌팅 망토,True_Hunting_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20933,Illusion_Engine_A,Illusion Engine wing A-type,Garments,130,1,일루시온 엔진윙 A타입,Illusion_Engine_A,Equipment Archive > Garments > Lv 130-159,500000
20934,Illusion_Engine_B,Illusion Engine wing B-type,Garments,130,1,일루시온 엔진윙 B타입,Illusion_Engine_B,Equipment Archive > Garments > Lv 130-159,500000
20946,Drag_Manteau,Dragon Scale Hood,Garments,170,1,드래곤 스케일 후드,Drag_Manteau,Equipment Archive > Garments > Lv 160-199,1000000
20947,Cassock_Manteau,Clergy's Manteau,Garments,170,1,신관의 망토,Cassock_Manteau,Equipment Archive > Garments > Lv 160-199,1000000
20948,Morpheus_Shawl_IL,Illusion Morpheus's Shawl,Garments,130,1,일루전 모르피셔스의 쇼올,Morpheus_Shawl_IL,Equipment Archive > Garments > Lv 130-159,500000
20963,Temporal_M_Str,Temporal Str Manteau,Garments,100,1,시간의 힘 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20964,Temporal_M_Agi,Temporal Agi Manteau,Garments,100,1,시간의 민첩 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20965,Temporal_M_Vit,Temporal Vit Manteau,Garments,100,1,시간의 체력 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20966,Temporal_M_Int,Temporal Int Manteau,Garments,100,1,시간의 지력 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20967,Temporal_M_Dex,Temporal Dex Manteau,Garments,100,1,시간의 손재주 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20968,Temporal_M_Luk,Temporal Luk Manteau,Garments,100,1,시간의 행운 망토,Temporal_Manteau,Equipment Archive > Garments > Lv 100-129,200000
20988,C_Mechanical_Butterfly,Costume: Mechanical Butterfly,Costumes,0,0,의상 기계나비 날개,C_Mechanical_Butterfly,Costume Capsule,100000
20989,C_Mainspring_Screw,Costume Mainspring Screw,Costumes,0,0,의상 태엽,C_Mainspring_Screw,Costume Capsule,100000
20990,C_Rotating_Gears,Costume Rotating Gears,Costumes,0,0,의상 돌아가는 톱니바퀴,C_Rotating_Gears,Costume Capsule,100000
21007,Heavy_Sword,Heavy Greatsword,Weapons,150,1,묵직한 대검,카츠발게르,Equipment Archive > Weapons > Lv 130-159,500000
21009,Thanos_Great_Sword,Thanos Great Sword,Weapons,120,1,타노스의 대검,타노스의대검,Equipment Archive > Weapons > Lv 100-129,200000
21010,Tw_Sword_Of_Evil_Slayer,Evil Slayer Slaher Sword,Weapons,100,1,마신을 베어낸 검,바스타드소드,Equipment Archive > Weapons > Lv 100-129,200000
21014,D_Sword_Of_Infinite,Infinity Two-Handed Sword,Weapons,100,1,무한의 양손검,서늘한검,Equipment Archive > Weapons > Lv 100-129,200000
21038,Oriental_Sword,Oriental Sword,Weapons,100,2,동방의 보검,오니마루,Equipment Archive > Weapons > Lv 100-129,200000
21047,Beam_Claymore_OS,Beam Claymor-OS,Weapons,130,2,빔 크레이모어-OS,Beam_Claymore_OS,Equipment Archive > Weapons > Lv 130-159,500000
21050,Taegoolyeon_IL,Illusion Tae Goo Lyeon,Weapons,120,2,일루전 태구련,Taegoolyeon_IL,Equipment Archive > Weapons > Lv 100-129,200000
21051,Volar,Volar,Weapons,170,2,볼라르,Volar,Equipment Archive > Weapons > Lv 160-199,1000000
21052,Vernan,Vernan,Weapons,170,2,베르난,Vernan,Equipment Archive > Weapons > Lv 160-199,1000000
21054,Ein_BHSWORD,Claw Sword,Weapons,170,2,크로우 소드,Ein_BHSWORD,Equipment Archive > Weapons > Lv 160-199,1000000
21055,G_Knight_Sword,Guardian Knight Claymore,Weapons,170,2,가디언 나이츠 크레이모어,G_Knight_Sword,Equipment Archive > Weapons > Lv 160-199,1000000
21058,Up_Dragonic_Slayer,Patent Dragonic Slayer,Weapons,150,2,개방된 드래고닉 슬레이어,UpHetairoi_Sword,Equipment Archive > Weapons > Lv 130-159,500000
21063,Solid_Claymore,Solid Claymore,Weapons,220,2,솔리드 크레이모어,Solid_Claymore,Equipment Archive > Weapons > Lv 200+,2000000
21064,Hs_Kn_Two_Hand_Sword,Herosria Two-handed Sword,Weapons,200,0,헤로스리아 투핸드 소드,슬레이어,Equipment Archive > Weapons > Lv 200+,2000000
21202,C_Eat_Coin,Costume Eatcoin Helm,Costumes,0,0,의상 이트코인 투구,Eat_Coin,Costume Capsule,100000
21206,C_Nut_Cracker,Costume Nut Cracker,Costumes,0,0,의상 넛크랙커,C_Nut_Cracker,Costume Capsule,100000
21207,C_bullhead,Costume Bull Head,Costumes,0,0,의상 소풍,C_bullhead,Costume Capsule,100000
21300,C_Guardian_Lion_Mask,Costume Lion Mask,Costumes,0,0,의상 사자탈,사자탈,Costume Capsule,100000
21400,C_Bluedragon,Costume Blue Dragon Statue,Costumes,0,0,의상 푸른 용의 조각상,C_Bluedragon,Costume Capsule,100000
22033,Boots_Of_Gray,Boots of Gray,Shoes,120,1,흙빛의 신발,흙빛의신발,Equipment Archive > Shoes > Lv 100-129,200000
22035,Vet_Nepen_Heel,Heoric Nepenthes Shoes,Shoes,160,1,용사의 네펜데스 구두,용사네펜데스구두,Equipment Archive > Shoes > Lv 160-199,1000000
22036,Vet_SliverFox_Boots,Heroic Silver Fox Leather Boots,Shoes,160,1,용사의 은빛여우가죽 부츠,용사은빛여우부츠,Equipment Archive > Shoes > Lv 160-199,1000000
22037,Vet_Ungo_Boots,Heroic Ungoliant Upgrade Boots,Shoes,160,1,용사의 운골리안트 부츠,용사운골리안트부츠,Equipment Archive > Shoes > Lv 160-199,1000000
22075,Shoes_Of_Cracks,Rift Shoes,Shoes,100,1,균열의 슈즈,솔슈즈,Equipment Archive > Shoes > Lv 100-129,200000
22102,Toughen_Time_Keepr_Bts,Enhanced Time Keeper Boots,Shoes,100,0,강화된 시간의 수호자 부츠,프레이야의장화,Equipment Archive > Shoes > Lv 100-129,200000
