Tier,Job Family,Slot,Item ID,AegisName,Display Name,Database Type,Direct Price,Validation
General,General shadows,Shadow Armor,24354,S2_Peerless_Armor,Peerless Shadow Armor II,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24375,S_ExeHoly_Armor,Executioner Holy Water Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24376,S_ExoCorrupt_Armor,Exorcist Corrupted Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24377,S_DragonVib_Armor,Vibration Dragon Killer Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24378,S_SciHunting_Armor,Scissor Hunting Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24379,S_FishInsect_Armor,Fishing Insect Net Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24395,S_Physical_Armor,Physical Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24398,S_Magical_Armor,Magical Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24401,S_KingbirdAncient_Armor,Kingbird Ancient Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24424,S_Tempest_Armor,Tempest Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24426,S_PerfectSize_Armor,Perfect Size Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24433,S_Penetration_Armor,Penetration Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24663,S_FullPene_Armor,Full Penetration Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24667,S_FullTemp_Armor,Full Tempest Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24669,S_Mammoth_Armor,Mammoth Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24675,S_TrueGem_Armor,True Gemstone Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24679,S_M_Mammoth_Armor,Maximum Mammoth Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24723,S_AutoSpell_Armor,Auto Spell Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24728,S_M_AutoSpell_Armor,Major Auto Spell Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24747,S_SpellCaster_Armor,Spell Caster Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24764,S_R_Bearers_Armor,Lord Bearer's Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24778,1LvArmorS,1Lv Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24872,S_Full_Power_Armor,Full Power Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24874,S_Full_Rate_Armor,Full Rate Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24883,S_Full_Spell_Armor,Full Spell Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24993,S_Magical_M_Armor,Magical Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,24997,S_Spell_M_Armor,Spell Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,1270001,S_Sorcery_M_Armor,Sorcery Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,1270005,S_Sword_M_Armor,Sword Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,1270009,S_Bow_M_Armor,Bow Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,1270013,S_Fatal_M_Armor,Fatal Master Shadow Armor,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24003,T_Agi1_Shoes_S,Shadow Shoes (Tier 1),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24009,T_Agi2_Shoes_S,Shadow Shoes (Tier 2),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24014,S_Promotion_Shoes,Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24025,S_Champion_Shoes,Champion Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24038,S_Vital_Shoes,Vital Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24045,S_Athletic_Shoes,Athletic Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24062,S_Bloody_Shoes,Bloody Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24063,S_Liberation_Shoes,Liberation Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24064,S_Chemical_Shoes,Chemical Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24065,S_Clamorous_Shoes,Clamorous Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24066,S_Insecticide_Shoes,Insecticide Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24067,S_Fisher_Shoes,Fisher Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24068,S_Seraphim_Shoes,Seraphim Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24069,S_Beholder_Shoes,Beholder Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24070,S_Divine_Shoes,Divine Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24071,S_Dragoon_Shoes,Dragoon Shoes (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24082,S_Malicious_Shoes,Malicious Shas Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24085,S_Gemstone_Shoes,Gemstone Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24092,S_Plasterer's_Shoes,Harrods Plaster Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24094,S_Insomniac_Shoes,Insomnia Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24096,S_Peerless_Shoes,Peerless Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24098,S_Adurate_Shoes,Andre Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24111,S_Spell_Flow_Shoes,Spellflow Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24115,S_Greed_Shoes,Grid Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24121,S_Heal_Shoes,Heal Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24127,S_Hiding_Shoes,Hiding Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24133,S_Cloaking_Shoes,Cloaking Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24139,S_Teleport_Shoes,Teleport Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24145,S_Steal_Shoes,Steal Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24181,S_Bearers_Shoes,Bearer's Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24196,S_Hasty_Shoes,Hasty Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24208,S_Expert_Shoes,Expert Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24210,S_Beginner_Shoes,Beginner Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24212,S_Rookie_Shoes,Rookie Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24214,S_Advanced_Shoes,Advanced Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24231,S_Blitz_Shoes,Blitz Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24240,S_Caster_Shoes,Caster Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24243,S_Reload_Shoes,Reload Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24256,S_Knight_Shoes,Knight Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24257,S_Crusader_Shoes,Crusader Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24258,S_Blacksmith_Shoes,Blacksmith Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24259,S_Alchemist_Shoes,Alchemist Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24260,S_Priest_Shoes,Priest Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24261,S_Monk_Shoes,Monk Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24262,S_Assassin_Shoes,Assassin Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24263,S_Rogue_Shoes,Rogue Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24264,S_Wizard_Shoes,Wizard Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24265,S_Sage_Shoes,Sage Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24266,S_Hunter_Shoes,Hunter Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24267,S_Bard_Shoes,Bard Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24268,S_Dancer_Shoes,Dancer Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24320,S2_Hasty_Shoes,Hasty Shadow Shoes II,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24333,S_Critical_Shoes,Critical Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24338,S2_Bearers_Shoes,Bearer's Shadow Shoes II,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24341,S_AllRace_Shoes,All Race Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24346,S_Tempest_Shoes,Tempest Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24353,S2_Insomniac_Shoes,Insomniac Shadow Shoes II,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24355,S2_Adurate_Shoes,Adulate Shadow Shoes II,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24367,S_Healing_Shoes,Healing Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24373,S_Penetration_Shoes,Penetration Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24393,S_Physical_Shoes,Physical Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24396,S_Magical_Shoes,Magical Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24400,S_HardChamption_Shoes,Hard Champion Shadow Shoes,Shadowgear,300000,PASS
General,General shadows,Shadow Shoes,24664,S_FullPene_Shoes,Full Penetration Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24666,S_FullTemp_Shoes,Full Tempest Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24670,S_Mammoth_Shoes,Mammoth Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24676,S_TrueGem_Shoes,True Gemstone Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24680,S_M_Mammoth_Shoes,Maximum Mammoth Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24724,S_AutoSpell_Shoes,Auto Spell Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24729,S_M_AutoSpell_Shoes,Major Auto Spell Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24748,S_SpellCaster_Shoes,Spell Caster Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24763,S_R_Bearers_Shoes,Lord Bearer's Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24781,1LvShoesS,1Lv Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24873,S_Full_Power_Shoes,Full Power Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24875,S_Full_Rate_Shoes,Full Rate Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24884,S_Full_Spell_Shoes,Full Spell Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24994,S_Magical_M_Shoes,Magical Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,24998,S_Spell_M_Shoes,Spell Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,1270002,S_Sorcery_M_Shoes,Sorcery Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,1270006,S_Sword_M_Shoes,Sword Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,1270010,S_Bow_M_Shoes,Bow Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Shoes,1270014,S_Fatal_M_Shoes,Fatal Master Shadow Shoes,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24004,T_Vit1_Acc_R_S,Shadow Ring (Tier 1),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24010,T_Vit2_Acc_R_S,Shadow Ring (Tier 2),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24016,S_Promotion_Earring,Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24018,S_Physical_Earring,Physical Earring (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24021,S_Magical_Earring,Magical Earring (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24035,S_Power_Earring,Power Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24042,S_Int_Earring,Intelligent Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24049,S_Hard_Earring,Hard Earring (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24050,S_Wise_Earring,Wise Earring (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24051,S_Athena_Earring,Athena Earring (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24079,S_Spiritual_Earring,Spiritual Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24088,S_Gemstone_Earring,Gemstone Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24100,Unfreeze_Earing_S,Unfreezing Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24102,Vitality_Earing_S,Vitality Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24105,S_Neutral_Earring,Neutral Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24107,S_Curse_Lift_Earring,Frozen Curse Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24109,S_Caster_earring,Caster Shadow Earrings,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24118,S_Greed_Earring,Grid Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24124,S_Heal_Earring,Heal Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24130,S_Hiding_Earring,Hiding Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24136,S_Cloaking_Earring,Cloaking Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24142,S_Teleport_Earring,Teleport Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24148,S_Steal_Earring,Steal Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24150,S_Infinity_Earring,Infinity Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24153,S_Solid_Earring,Solid Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24166,S_Penetration_Earring,Penetration Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24168,S_Tempest_Earring,Tempest Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24184,S_Bearers_Earring,Bearer's Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24217,S_Blitz_Earring,Blitz Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24225,S_Force_Earring,Force Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24229,S_Spirit_Earring,Soul Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24234,S_Titan_Earring,Titan Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24236,S_Boned_Earring,Boned Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24238,S_Gigantic_Earring,Gigantic Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24246,S_Swordman_earring,Swordman Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24247,S_Merchant_earring,Merchant Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24248,S_Acolyte_earring,Acolyte Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24249,S_Magician_earring,Magician Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24322,S2_Gemstone_Earring,Gemstone Shadow Earring II,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24339,S_AllMighty_Earring,Almighty Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24357,Vitality_Earing_S2,Vitality Shadow Earring II,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24361,S_Tension_Earring,Tension Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24364,S_Elegant_Earring,Elegant Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24368,S_Restore_Earring,Restore Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24371,S_MortalBlow_Earring,Mortal Blow Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24381,Sentimental_Earring_S,Sentimental Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24384,Enchanting_Earring_S,Enchanting Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,24661,S_FullPene_Earring,Full Penetration Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24665,S_FullTemp_Earring,Full Tempest Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24672,S_Mammoth_Earring,Mammoth Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24677,S_TrueGem_Earring,True Gemstone Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24681,S_M_Mammoth_Earring,Maximum Mammoth Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24727,S_AutoSpell_Earring,Auto Spell Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24730,S_M_AutoSpell_Earring,Major Auto Spell Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24749,S_SpellCaster_Earring,Spell Caster Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24766,S_R_Bearers_Earring,Lord Bearer's Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24782,1LvEarringS,1Lv Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24877,S_Focusing_Earring,Focusing Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24879,S_Stout_Earring,Stout Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24886,S_Centering_Earring,Centering Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24888,S_Witty_Earring,Witty Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24995,S_Magical_M_Earring,Magical Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,24999,S_Spell_M_Earring,Spell Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,28391,S_Thief_earring,Thief Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,28392,S_Archer_earring,Archer Shadow Earring,Shadowgear,300000,PASS
General,General shadows,Shadow Earring,1270003,S_Sorcery_M_Earring,Sorcery Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,1270007,S_Sword_M_Earring,Sword Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,1270011,S_Bow_M_Earring,Bow Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Earring,1270015,S_Fatal_M_Earring,Fatal Master Shadow Earring,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24005,T_Int1_Acc_L_S,Shadow Pendant (Tier 1),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24011,T_Int2_Acc_L_S,Shadow Pendant (Tier 2),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24017,S_Promotion_Pendant,Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24020,S_Physical_Pendant,Physical Pendant (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24023,S_Magical_Pendant,Magical Pencil (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24036,S_Int_Pendant,Intelligent Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24041,S_Power_Pendant,Power Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24046,S_Resist_Spell_Pendant,Resist Spell Power Pendant (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24047,S_Rapid_Pendant,Rapid Pendant (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24048,S_Caster_Pendant,Caster Pendant (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24080,S_Spiritual_Pendent,Spiritual Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24089,S_Gemstone_Pendent,Gemstone Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24101,Unfreeze_Pendent_S,Unfreezing Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24103,Vitality_Pendant_S,Vitality Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24106,S_Neutral_Pendent,Neutral Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24108,S_Curse_Lift_Pendent,Frozen Curse Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24119,S_Greed_Pendant,Grid Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24125,S_Heal_Pendant,Heal Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24131,S_Hiding_Pendant,Hiding Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24137,S_Cloaking_Pendant,Cloaking Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24143,S_Teleport_Pendant,Teleport Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24149,S_Steal_Pendant,Steal Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24151,S_Infinity_Pendant,Infinity Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24155,S_Immortal_Pendant,Solid Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24167,S_Penetration_Pendent,Penetration Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24169,S_Tempest_Pendent,Tempest Pendant Shadow,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24185,S_Bearers_Pendent,Bearer's Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24218,S_Blitz_Pendent,Blitz Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24226,S_Force_Pendant,Force Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24230,S_Spirit_Pendant,Soul Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24235,S_Titan_Pendant,Titan Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24237,S_Boned_Pendant,Boned Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24239,S_Gigantic_Pendant,Gigantic Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24250,S_Swordman_Pendant,Swordman Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24251,S_Merchant_Pendant,Merchant Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24252,S_Acolyte_Pendant,Acolyte Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24253,S_Thief_Pendant,Thief Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24254,S_Magician_Pendant,Magician Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24255,S_Archer_Pendant,Archer Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24321,S2_Bearers_Pendent,Bearer's Shadow Pendant II,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24340,S_AllMighty_Pendant,Almighty Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24359,S2_Curse_Lift_Pendent,Uncursed Shadow Pendant II,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24362,S_Tension_Pendent,Tension Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24365,S_Elegant_Pendent,Elegant Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24369,S_Restore_Pendent,Restore Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24372,S_MortalBlow_Pendent,Mortal Blow Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24382,Sentimental_Pendant_S,Sentimental Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24385,Enchanting_Pendant_S,Enchanting Shadow Pendant,Shadowgear,300000,PASS
General,General shadows,Shadow Pendant,24662,S_FullPene_Pendant,Full Penetration Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24668,S_FullTemp_Pendant,Full Tempest Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24671,S_Mammoth_Pendant,Mammoth Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24678,S_TrueGem_Pendant,True Gemstone Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24682,S_M_Mammoth_Pendant,Maximum Mammoth Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24726,S_AutoSpell_Pendant,Auto Spell Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24731,S_M_AutoSpell_Pendant,Major Auto Spell Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24750,S_SpellCaster_Pendant,Spell Caster Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24765,S_R_Bearers_Pendant,Lord Bearer's Shadow Pendant,ShadowGear,300000,PASS
General,General shadows,Shadow Pendant,24783,1LvPendantS,1Lv Shadow Pendant,ShadowGear,300000,PASS
