Category,Monster ID,AegisName,Name,Level,HP,Validation Source,Validation Type
Mini Boss,1700,OBSERVATION,Dame of Sentinel,127,36844,npc/instances/EndlessTower.txt:827,direct-or-array-reference
Mini Boss,1705,THA_DESPERO,Despero of Thanatos,129,33389,npc/instances/EndlessTower.txt:954,direct-or-array-reference
Mini Boss,1707,THA_DOLOR,Dolor of Thanatos,129,25971,npc/instances/EndlessTower.txt:956,direct-or-array-reference
Mini Boss,1706,THA_MAERO,Maero of Thanatos,129,29680,npc/instances/EndlessTower.txt:955,direct-or-array-reference
Mini Boss,1704,THA_ODIUM,Odium of Thanatos,129,33389,npc/instances/EndlessTower.txt:953,direct-or-array-reference
Mini Boss,2161,I_HORN_SCARABA,Gold One-Horn Scaraba,130,204400,npc/re/mobs/dungeons/dic_dun.txt:41,direct-or-array-reference
Mini Boss,1203,MYSTELTAINN,Mysteltainn,130,70000,npc/instances/EndlessTower.txt:906,direct-or-array-reference
Mini Boss,1754,SKEGGIOLD,Skeggiold,131,53290,npc/re/mobs/dungeons/odin.txt:39,direct-or-array-reference
Mini Boss,1755,SKEGGIOLD_,Skeggiold,131,52280,npc/re/mobs/dungeons/odin.txt:40,direct-or-array-reference
Mini Boss,1830,BOW_GUARDIAN,Bow Guardian,132,63000,npc/instances/EndlessTower.txt:966,direct-or-array-reference
Mini Boss,1918,MOROCC_1,Incarnation of Morocc,132,63900,npc/instances/EndlessTower.txt:999,direct-or-array-reference
Mini Boss,1919,MOROCC_2,Incarnation of Morocc,132,64922,npc/instances/EndlessTower.txt:1000,direct-or-array-reference
Mini Boss,1920,MOROCC_3,Incarnation of Morocc,133,94800,npc/instances/EndlessTower.txt:1001,direct-or-array-reference
Mini Boss,1870,NECROMANCER,Necromancer,133,91304,npc/re/mobs/dungeons/gld_dunSE.txt:28,direct-or-array-reference
Mini Boss,1829,SWORD_GUARDIAN,Sword Guardian,133,70000,npc/instances/EndlessTower.txt:888,direct-or-array-reference
Mini Boss,2162,I_HORN_SCARABA2,Gold Two-Horn Scaraba,134,235600,npc/re/mobs/dungeons/dic_dun.txt:42,direct-or-array-reference
Mini Boss,1921,MOROCC_4,Incarnation of Morocc,134,77389,npc/instances/EndlessTower.txt:1002,direct-or-array-reference
Mini Boss,1839,BYORGUE,Byrogue,135,92544,npc/re/mobs/dungeons/thor_v.txt:31,direct-or-array-reference
Mini Boss,1681,GEMINI,Gemini-S58,135,108999,npc/re/quests/woe_te/te_goditem_prt01.txt:803,direct-or-array-reference
Mini Boss,3108,JITTERBUG1,Jitterbug1,135,2614000,npc/re/instances/NightmarishJitterbug.txt:1317,direct-or-array-reference
Mini Boss,3109,JITTERBUG2,Jitterbug2,135,2614000,npc/re/instances/NightmarishJitterbug.txt:4203,direct-or-array-reference
Mini Boss,1833,KASA,Kasa,135,70128,npc/instances/EndlessTower.txt:941,direct-or-array-reference
Mini Boss,2256,RUDO,Rudo,135,501489,npc/re/mobs/dungeons/gld_re.txt:92,direct-or-array-reference
Mini Boss,2163,I_ANTLER_SCARABA,Gold Antler Scaraba,136,250400,npc/re/mobs/dungeons/dic_dun.txt:43,direct-or-array-reference
Mini Boss,2250,LORA,Warrior Laura,136,500255,npc/re/mobs/dungeons/gld_re.txt:70,direct-or-array-reference
Mini Boss,3756,ILL_BOMI,Bomi,137,378510,npc/re/quests/quests_illusion_dungeons.txt:3927,direct-or-array-reference
Mini Boss,1990,HARDROCK_MOMMOTH,Hardrock Mammoth,137,1900944,npc/re/mobs/fields/manuk.txt:37,direct-or-array-reference
Mini Boss,2254,SOHEON,Samurai Soheon,137,502015,npc/re/mobs/dungeons/gld_re.txt:30,direct-or-array-reference
Mini Boss,2332,BUWAYA_GHOST,Buwaya,138,30000,npc/re/instances/BuwayaCave.txt:362,direct-or-array-reference
Mini Boss,2252,ELVIRA,Elvira,138,501765,npc/re/mobs/dungeons/gld_re.txt:49,direct-or-array-reference
Mini Boss,1831,SALAMANDER,Salamander,138,80390,npc/instances/EndlessTower.txt:940,direct-or-array-reference
Mini Boss,2164,I_RAKE_SCARABA,Gold Rake Scaraba,139,270800,npc/re/mobs/dungeons/dic_dun.txt:44,direct-or-array-reference
Mini Boss,2485,NG_CHIMERA,Nightmare Chimera,140,528120,npc/re/mobs/dungeons/glastheim.txt:189,direct-or-array-reference
Mini Boss,1765,G_RANDGRIS,Valkyrie,141,1005000,npc/re/mobs/dungeons/odin.txt:53,direct-or-array-reference
Mini Boss,3526,POPE_MD_H_KTULLANUX,Vision of Ktullanux,141,2000000,npc/re/instances/EddaHalfMoonInTheDaylight.txt:3324,direct-or-array-reference
Mini Boss,2470,MG_KNIGHT_OF_ABYSS,Corrupted Abysmal Knight,142,225789,npc/re/instances/OldGlastHeim.txt:501,direct-or-array-reference
Mini Boss,2472,MG_BLOODY_KNIGHT,Bloody Knight,143,246751,npc/re/instances/OldGlastHeim.txt:1405,direct-or-array-reference
Mini Boss,2471,MG_KHALITZBURG,Suffering Khalitzburg,143,236851,npc/re/instances/OldGlastHeim.txt:512,direct-or-array-reference
Mini Boss,2530,FACEWORM_DARK,Dark Faceworm,144,5000000,npc/re/instances/FacewormsNest.txt:555,direct-or-array-reference
Mini Boss,2473,MG_M_UNDEAD_KNIGHT,1st Commander of Destruc,145,950033,npc/re/instances/OldGlastHeim.txt:1460,direct-or-array-reference
Mini Boss,2474,MG_F_UNDEAD_KNIGHT,2nd Commander of Destruc,145,848011,npc/re/instances/OldGlastHeim.txt:1557,direct-or-array-reference
Mini Boss,2182,MD_MARC,Deep Sea Marc,145,400000,npc/re/instances/MalangdoCulvert.txt:997,direct-or-array-reference
Mini Boss,2180,MD_STROUF,Deep Sea Strouf,145,400000,npc/re/instances/MalangdoCulvert.txt:999,direct-or-array-reference
Mini Boss,2181,MD_SWORD_FISH,Deep Sea Sword Fish,145,400000,npc/re/instances/MalangdoCulvert.txt:998,direct-or-array-reference
Mini Boss,1873,BEELZEBUB,Beelzebub,147,6805000,npc/instances/EndlessTower.txt:987,direct-or-array-reference
Mini Boss,3039,B_MOROCC_1,Blazing Morocc Reincarna,149,8000000,npc/re/quests/quests_14_3_bis.txt:3153,direct-or-array-reference
Mini Boss,3105,MM_GB_MOROCC_1,Demon God's Apostle Aha,149,5000000,npc/re/instances/TempleOfDemonGod.txt:343,direct-or-array-reference
Mini Boss,3106,MM_GB_MOROCC_4,Demon God's Apostle Shn,149,5000000,npc/re/instances/TempleOfDemonGod.txt:351,direct-or-array-reference
Mini Boss,3040,B_MOROCC_2,Distorted Morocc Reincar,149,6400000,npc/re/quests/quests_14_3_bis.txt:3148,direct-or-array-reference
Mini Boss,3041,B_MOROCC_4,Freezing Morocc Reincarn,149,7700000,npc/re/quests/quests_14_3_bis.txt:3158,direct-or-array-reference
Mini Boss,2183,MD_ANOLIAN,Deep Sea Anolian,151,700000,npc/re/instances/MalangdoCulvert.txt:1000,direct-or-array-reference
Mini Boss,2185,MD_KAPHA,Deep Sea Kapha,151,700000,npc/re/instances/MalangdoCulvert.txt:1002,direct-or-array-reference
Mini Boss,2184,MD_OBEAUNE,Deep Sea Obeaune,151,700000,npc/re/instances/MalangdoCulvert.txt:1001,direct-or-array-reference
Mini Boss,1916,MOROCC,Satan Morocc,151,7000000,npc/quests/quests_morocc.txt:1977,direct-or-array-reference
Mini Boss,2320,BAKONAWA_1,Bakonawa,156,3351884,npc/re/instances/BakonawaLake.txt:168,direct-or-array-reference
Mini Boss,2321,BAKONAWA_2,Bakonawa,156,3351884,npc/re/instances/BakonawaLake.txt:334,direct-or-array-reference
Mini Boss,2322,BAKONAWA_3,Bakonawa,156,3351884,npc/re/instances/BakonawaLake.txt:368,direct-or-array-reference
Mini Boss,3008,EP14_MORS_HIDDEN,Morocc Hidden,158,295240,npc/re/instances/MorseCave.txt:1304,direct-or-array-reference
Mini Boss,2999,EP14_MORS_BOSSA,Morocc Necromancer,158,4000000,npc/re/instances/MorseCave.txt:942,direct-or-array-reference
Mini Boss,3003,EP14_MORS_MOB3,Morocc's Archer Skeleton,158,295240,npc/re/instances/MorseCave.txt:653,direct-or-array-reference
Mini Boss,3001,EP14_MORS_MOB1,Morocc's Ghoul,158,295240,npc/re/instances/MorseCave.txt:425,direct-or-array-reference
Mini Boss,3006,EP14_MORS_MOB6,Morocc's Lude,158,885720,npc/re/instances/MorseCave.txt:1202,direct-or-array-reference
Mini Boss,3002,EP14_MORS_MOB2,Morocc's Osiris,158,442860,npc/re/instances/MorseCave.txt:1279,direct-or-array-reference
Mini Boss,3005,EP14_MORS_MOB5,Morocc's Verit,158,442860,npc/re/instances/MorseCave.txt:806,direct-or-array-reference
Mini Boss,3004,EP14_MORS_MOB4,Morocc's Wraith,158,100000,npc/re/instances/MorseCave.txt:1047,direct-or-array-reference
Mini Boss,2998,EP14_MORS_EVENT,Weakened Morocc,158,1771440,npc/re/instances/MorseCave.txt:568,direct-or-array-reference
Mini Boss,3196,MM_L_GIGAN3,Ancient Gigantes,160,12063464,npc/re/instances/SarahAndFenrir.txt:1929,direct-or-array-reference
Mini Boss,3193,MM_M_GIGAN3,Ancient Medium Gigantes,160,1126300,npc/re/instances/SarahAndFenrir.txt:1930,direct-or-array-reference
Mini Boss,1641,G_EREMES,Assassin Cross Eremes,160,1230000,npc/re/mobs/dungeons/lhz_dun.txt:66,direct-or-array-reference
Mini Boss,2231,G_CHEN,Champion Chen,160,2236500,npc/re/mobs/dungeons/lhz_dun.txt:123,direct-or-array-reference
Mini Boss,2233,G_ALPHOCCIO,Clown Alphoccio,160,2049620,npc/re/mobs/dungeons/lhz_dun.txt:125,direct-or-array-reference
Mini Boss,2229,G_FLAMEL,Creator Flamel,160,2531750,npc/re/mobs/dungeons/lhz_dun.txt:121,direct-or-array-reference
Mini Boss,3191,MM_M_GIGAN1,Gigantes,160,6653400,npc/re/instances/SarahAndFenrir.txt:830,direct-or-array-reference
Mini Boss,3192,MM_M_GIGAN2,Gigantes,160,9870000,npc/re/instances/SarahAndFenrir.txt:831,direct-or-array-reference
Mini Boss,2234,G_TRENTINI,Gypsy Trentini,160,2049620,npc/re/mobs/dungeons/lhz_dun.txt:126,direct-or-array-reference
Mini Boss,1643,G_MAGALETA,High Priest Margaretha,160,2800000,npc/re/mobs/dungeons/lhz_dun.txt:71,direct-or-array-reference
Mini Boss,1645,G_KATRINN,High Wizard Kathryne,160,4500000,npc/re/mobs/dungeons/lhz_dun.txt:67,direct-or-array-reference
Mini Boss,3474,AS_BLOODY_KNIGHT,Immortal Cursed Knight,160,10000000,npc/re/instances/SkyFortress.txt:1228,direct-or-array-reference
Mini Boss,3475,AS_WIND_GHOST,Immortal Wind Ghost,160,10000000,npc/re/instances/SkyFortress.txt:1300,direct-or-array-reference
Mini Boss,2997,G_XM_CELINE_KIMI,Kimi's Phantom,160,66666666,npc/re/instances/HorrorToyFactory.txt:1073,direct-or-array-reference
Mini Boss,3194,MM_L_GIGAN1,Large Gigantes,160,2482000,npc/re/instances/SarahAndFenrir.txt:1226,direct-or-array-reference
Mini Boss,3195,MM_L_GIGAN2,Large Gigantes,160,2784175,npc/re/instances/SarahAndFenrir.txt:1227,direct-or-array-reference
Mini Boss,1640,G_SEYREN,Lord Knight Seyren,160,2680000,npc/re/mobs/dungeons/lhz_dun.txt:68,direct-or-array-reference
Mini Boss,3098,MM_MOROCC_ORIGIN,Morroc of the Genesis,160,3258000,npc/re/instances/TempleOfDemonGod.txt:1872,direct-or-array-reference
Mini Boss,3099,MM_MOROCC_REST,Morroc of the Sabbath,160,1450000,npc/re/instances/TempleOfDemonGod.txt:1884,direct-or-array-reference
Mini Boss,2228,G_RANDEL,Paladin Randel,160,3163000,npc/re/mobs/dungeons/lhz_dun.txt:120,direct-or-array-reference
Mini Boss,2230,G_CELIA,Professor Celia,160,2025160,npc/re/mobs/dungeons/lhz_dun.txt:122,direct-or-array-reference
Mini Boss,3478,AS_ZOMBIE_SLAUGHTER,Sky Fortress Key Keeper,160,423332,npc/re/instances/SkyFortress.txt:794,direct-or-array-reference
Mini Boss,1644,G_SHECIL,Sniper Cecil,160,4140000,npc/re/mobs/dungeons/lhz_dun.txt:69,direct-or-array-reference
Mini Boss,2232,G_GERTIE,Stalker Gertie,160,2135410,npc/re/mobs/dungeons/lhz_dun.txt:124,direct-or-array-reference
Mini Boss,3484,AS_D_RAGGED_GOLEM,Stefan.J.E.Wolf,160,20000000,npc/re/instances/SkyFortress.txt:701,direct-or-array-reference
Mini Boss,1642,G_HARWORD,Whitesmith Howard,160,3750000,npc/re/mobs/dungeons/lhz_dun.txt:70,direct-or-array-reference
Mini Boss,3091,MM_BRINARANEA,Brinaranea,165,81650000,npc/re/instances/TempleOfDemonGod.txt:681,direct-or-array-reference
Mini Boss,3092,MM_MUSPELLSKOLL,Muspellskoll,165,55620000,npc/re/instances/TempleOfDemonGod.txt:1079,direct-or-array-reference
Mini Boss,2921,OWL_VISCOUNT,Owl Viscount,168,295240,npc/re/mobs/dungeons/c_tower.txt:62,direct-or-array-reference
Mini Boss,2923,OWL_MARQUEES,Owl Marquis,170,630000,npc/re/mobs/dungeons/c_tower.txt:72,direct-or-array-reference
Mini Boss,3096,MM_MOROCC_KID,Demigod,175,80000000,npc/re/instances/TempleOfDemonGod.txt:1606,direct-or-array-reference
Mini Boss,3231,V_ALPHOCCIO,Alphoccio Basil,176,2040000,npc/re/mobs/dungeons/lhz_dun_n.txt:24,direct-or-array-reference
Mini Boss,3227,V_FLAMEL,Flamel Emule,176,2312000,npc/re/mobs/dungeons/lhz_dun_n.txt:20,direct-or-array-reference
Mini Boss,3232,V_TRENTINI,Trentini,176,2040000,npc/re/mobs/dungeons/lhz_dun_n.txt:25,direct-or-array-reference
Mini Boss,3212,V_HARWORD,Harword Alt-Eisen,177,2720000,npc/re/mobs/dungeons/lhz_dun_n.txt:16,direct-or-array-reference
Mini Boss,3210,V_KATRINN,Kathryne Cheiron,177,2040000,npc/re/mobs/dungeons/lhz_dun_n.txt:14,direct-or-array-reference
Mini Boss,3209,V_MAGALETA,Margaretha Sorin,177,2448000,npc/re/mobs/dungeons/lhz_dun_n.txt:13,direct-or-array-reference
Mini Boss,3228,V_CELIA,Celia Alde,178,2295000,npc/re/mobs/dungeons/lhz_dun_n.txt:21,direct-or-array-reference
Mini Boss,3229,V_CHEN,Chen Liu,178,2261000,npc/re/mobs/dungeons/lhz_dun_n.txt:22,direct-or-array-reference
Mini Boss,3230,V_GERTIE,Gertie Wie,178,2040000,npc/re/mobs/dungeons/lhz_dun_n.txt:23,direct-or-array-reference
Mini Boss,3226,V_RANDEL,Randel Lawrence,178,2550000,npc/re/mobs/dungeons/lhz_dun_n.txt:19,direct-or-array-reference
Mini Boss,3208,V_EREMES,Eremes Guille,179,2380000,npc/re/mobs/dungeons/lhz_dun_n.txt:12,direct-or-array-reference
Mini Boss,3213,V_SEYREN,Seyren Windsor,179,2448000,npc/re/mobs/dungeons/lhz_dun_n.txt:17,direct-or-array-reference
Mini Boss,3211,V_SHECIL,Shecil Damon,179,2142000,npc/re/mobs/dungeons/lhz_dun_n.txt:15,direct-or-array-reference
Mini Boss,3234,V_G_FLAMEL,Genetic Flamel,186,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3238,V_G_ALPHOCCIO,Minstrel Alphoccio,186,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,21315,EP18_MD_DEMI_FREYJA,Twisted God Freyja,186,23834938,npc/re/instances/VillaofHighPriest.txt:1050,direct-or-array-reference
Mini Boss,3239,V_G_TRENTINI,Wanderer Trentini,186,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3215,V_G_MAGALETA,Arch Bishop Margaretha,187,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3218,V_G_HARWORD,Mechanic Howard,187,4500000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3216,V_G_KATRINN,Warlock Kathryne,187,2700000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3233,V_G_RANDEL,Royal Guard Randel,188,4500000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3237,V_G_GERTIE,Shadow Chaser Gertie,188,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3235,V_G_CELIA,Sorcerer Celia,188,4050000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3236,V_G_CHEN,Sura Chen,188,3150000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3214,V_G_EREMES,Guillotine Cross Eremes,189,3150000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3217,V_G_SHECIL,Ranger Cecil,189,3150000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,3219,V_G_SEYREN,Rune Knight Seyren,189,3600000,npc/re/mobs/dungeons/lhz_dun_n.txt:78,direct-or-array-reference
Mini Boss,22193,SPIRIT_G_LAND_M,Blue Earth Spirit,263,21721220,npc/re/mobs/dungeons/for_dun.txt:10,direct-or-array-reference
Mini Boss,22197,SPIRIT_B_FLAME_M,Blue Flame Spirit,263,24572252,npc/re/mobs/dungeons/for_dun.txt:13,direct-or-array-reference
Mini Boss,22205,SPIRIT_I_WATER_M,Cold Water Spirit,263,24555120,npc/re/mobs/dungeons/for_dun.txt:19,direct-or-array-reference
Mini Boss,22221,SPIRIT_D_WIND_M,Dry Wind Spirit,263,23889444,npc/re/mobs/dungeons/for_dun.txt:30,direct-or-array-reference
Mini Boss,22217,SPIRIT_H_WATER_M,Hot Water Spirit,263,21634616,npc/re/mobs/dungeons/for_dun.txt:27,direct-or-array-reference
Mini Boss,22225,SPIRIT_R_FLAME_M,Red Flame Spirit,263,21678280,npc/re/mobs/dungeons/for_dun.txt:33,direct-or-array-reference
Mini Boss,22229,SPIRIT_F_LAND_M,Solid Earth Spirit,263,23889840,npc/re/mobs/dungeons/for_dun.txt:36,direct-or-array-reference
Mini Boss,22201,SPIRIT_S_WIND_M,Strong Wind Spirit,263,21719556,npc/re/mobs/dungeons/for_dun.txt:16,direct-or-array-reference
Mini Boss,22199,SPIRIT_B_FLAME_SL,Blue Flame Mutant Spirit,264,39995472,npc/re/mobs/dungeons/for_dun.txt:22,direct-or-array-reference
Mini Boss,22194,SPIRIT_G_LAND_L,G Blue Earth Spirit,264,22277336,npc/re/mobs/dungeons/for_dun.txt:11,direct-or-array-reference
Mini Boss,22198,SPIRIT_B_FLAME_L,G Blue Flame Spirit,264,25531520,npc/re/mobs/dungeons/for_dun.txt:14,direct-or-array-reference
Mini Boss,22206,SPIRIT_I_WATER_L,G Cold Water Spirit,264,25183728,npc/re/mobs/dungeons/for_dun.txt:20,direct-or-array-reference
Mini Boss,22222,SPIRIT_D_WIND_L,G Dry Wind Spirit,264,24499424,npc/re/mobs/dungeons/for_dun.txt:31,direct-or-array-reference
Mini Boss,22218,SPIRIT_H_WATER_L,G Hot Water Spirit,264,22203156,npc/re/mobs/dungeons/for_dun.txt:28,direct-or-array-reference
Mini Boss,22226,SPIRIT_R_FLAME_L,G Red Flame Spirit,264,22163556,npc/re/mobs/dungeons/for_dun.txt:34,direct-or-array-reference
Mini Boss,22230,SPIRIT_F_LAND_L,G Solid Earth Spirit,264,24501384,npc/re/mobs/dungeons/for_dun.txt:37,direct-or-array-reference
Mini Boss,22202,SPIRIT_S_WIND_L,G Strong Wind Spirit,264,22275936,npc/re/mobs/dungeons/for_dun.txt:17,direct-or-array-reference
Mini Boss,22195,SPIRIT_G_LAND_SL,M Blue Earth Spirit,264,37875440,npc/re/mobs/dungeons/for_dun.txt:21,direct-or-array-reference
Mini Boss,22207,SPIRIT_I_WATER_SL,M Cold Water Spirit,264,40183012,npc/re/mobs/dungeons/for_dun.txt:24,direct-or-array-reference
Mini Boss,22223,SPIRIT_D_WIND_SL,M Dry Wind Spirit,264,40955240,npc/re/mobs/dungeons/for_dun.txt:39,direct-or-array-reference
Mini Boss,22219,SPIRIT_H_WATER_SL,M Hot Water Spirit,264,37234928,npc/re/mobs/dungeons/for_dun.txt:38,direct-or-array-reference
Mini Boss,22227,SPIRIT_R_FLAME_SL,M Red Flame Spirit,264,37686044,npc/re/mobs/dungeons/for_dun.txt:40,direct-or-array-reference
Mini Boss,22231,SPIRIT_F_LAND_SL,M Solid Earth Spirit,264,41655832,npc/re/mobs/dungeons/for_dun.txt:41,direct-or-array-reference
Mini Boss,22203,SPIRIT_S_WIND_SL,M Strong Wind Spirit,264,37839992,npc/re/mobs/dungeons/for_dun.txt:23,direct-or-array-reference
